[2017-12-30 22:03:00+00:00; claudferraz; Congratulations Tim Besley ! Very well deserved https://t.co/bjKrfaqU6E; 0; 0; 10; 1; https://twitter.com/claudferraz/status/947226542438043654; None; https://twitter.com/LSEEcon/status/947024860403978241]
[2017-10-19 21:58:35+00:00; claudferraz; Who's afraid of Chelsea if you had a gun pointed at your head growing up https://t.co/bGdFagOD3O; 0; 0; 6; 0; https://twitter.com/claudferraz/status/921133503168897025; None; https://twitter.com/FootyAccums/status/921067752240156673]
[2017-10-19 16:50:23+00:00; claudferraz; Great idea, but little robust evidence of the impact on improved accountability and improvements in public service delivery https://t.co/GIt87dMqCx; 0; 0; 4; 0; https://twitter.com/claudferraz/status/921055942095011840; None; https://twitter.com/opengovpart/status/921054483555258374]
[2017-10-19 16:21:27+00:00; claudferraz; @FilipeCampante It's coming back again @FilipeCampante https://t.co/CiY87xJPNx; 1; 0; 2; 0; https://twitter.com/claudferraz/status/921048660514918401; None; None]
[2017-10-19 11:28:16+00:00; claudferraz; Great piece by @Gerard_PiM on The historical roots of the Catalan crisis: How we got to where we are https://t.co/6FUQwexyEp; 0; 1; 5; 0; https://twitter.com/claudferraz/status/920974879289167872; None; None]
[2017-10-19 10:43:59+00:00; claudferraz; @Desiluso4 @ClaudiaCostin Aulas não precisam ser gravadas. Você só precisa filmar 1 aula para dar dicas a um professor sobre como melhorar sua forma de ensinar; 0; 0; 0; 0; https://twitter.com/claudferraz/status/920963735396679680; None; None]
[2017-10-19 10:40:47+00:00; claudferraz; De fato. Mostramos isso para a eleição de 2016 neste trabalho: https://t.co/L7Rk0QFNN5 https://t.co/HAGo5fj1Fr; 1; 1; 5; 0; https://twitter.com/claudferraz/status/920962929423536128; None; https://twitter.com/marlonreis/status/920960361972600833]
[2017-10-19 10:38:21+00:00; claudferraz; Estágio dentro da sala de aula será fundamental para melhorar a qualidade dos professores. Mas deve ser feito de forma supervisionada https://t.co/fqAfLB1cxa; 1; 3; 8; 0; https://twitter.com/claudferraz/status/920962317399023616; None; https://twitter.com/ClaudiaCostin/status/920780632757821440]
[2017-10-19 10:20:34+00:00; claudferraz; Very interesting piece. It is on social psychology but applicable to many social sciences https://t.co/nz1D0ilfzJ; 1; 0; 4; 0; https://twitter.com/claudferraz/status/920957839232913408; None; None]
[2017-10-17 23:42:35+00:00; claudferraz; Imagem dos políticos brasileiros. Escondidos e constrangidos com uma cara de pau que já não cabe em lugar nenhum. Voto consciente  em 2018 https://t.co/GDSumYAKov; 0; 0; 8; 0; https://twitter.com/claudferraz/status/920434899219251201; None; https://twitter.com/correio/status/920417288758681602]
[2017-10-17 23:09:24+00:00; claudferraz; Even inequality in gun ownership is increasing in the US https://t.co/8KA7B1WSwF; 0; 1; 4; 0; https://twitter.com/claudferraz/status/920426549492535297; None; https://twitter.com/bopinion/status/920423679640723456]
[2017-10-16 15:48:12+00:00; claudferraz; The future? Great cover by the @newyorker https://t.co/GYNW7UxWzc; 0; 1; 2; 0; https://twitter.com/claudferraz/status/919953129738854400; None; None]
[2017-10-15 01:28:12+00:00; claudferraz; @Qantas horrible management downgrading passengers from business and economy premium due to overbooking flight QF27; 1; 0; 0; 0; https://twitter.com/claudferraz/status/919374314805149697; None; None]
[2017-10-14 08:21:06+00:00; claudferraz; Para quem quiser entender o papel da economia comportamental na economia moderna, ótimo artigo do @maitreesh https://t.co/TFXmKdCnEW; 1; 3; 8; 0; https://twitter.com/claudferraz/status/919115836022956033; None; None]
[2017-10-13 03:20:12+00:00; claudferraz; A ignorância sobre o que é economia comportamental entre alguns acadêmicos brasileiros é gritante https://t.co/7TuBVbC9E7; 1; 2; 5; 0; https://twitter.com/claudferraz/status/918677725459517440; None; https://twitter.com/FilipeCampante/status/918621420518805506]
[2017-10-12 06:34:41+00:00; claudferraz; O que aconteceu quando a Dinamarca reduziu idade de responsabilidade criminal de 15 para 14? Não reduziu crimes cometidos por jovens de 14 https://t.co/94YDf44vSD; 0; 6; 11; 0; https://twitter.com/claudferraz/status/918364281539661824; None; https://twitter.com/jenniferdoleac/status/918095540147183616]
[2017-10-12 04:35:45+00:00; claudferraz; Because kids don't like to play soccer. They are forced to play by their parents and run away from it as soon as they get older https://t.co/1w7fThOFv4; 3; 0; 0; 0; https://twitter.com/claudferraz/status/918334348083920896; None; https://twitter.com/JeffreyToobin/status/917943522178797569]
[2017-10-11 22:41:11+00:00; claudferraz; Dream big girls ! https://t.co/ZAQFhImg2z; 0; 1; 2; 0; https://twitter.com/claudferraz/status/918245118473150466; None; https://twitter.com/UNESCO/status/918198726182785026]
[2017-10-11 22:30:51+00:00; claudferraz; Trump is a real-world political science experiment https://t.co/g8ODl44ZE2; 0; 1; 2; 0; https://twitter.com/claudferraz/status/918242521007796224; None; None]
[2017-10-11 22:10:44+00:00; claudferraz; First Evidence That Online Dating MIGHT BE Changing the Nature of Society https://t.co/8gfyBxUaMN; 0; 4; 8; 2; https://twitter.com/claudferraz/status/918237456914309120; None; None]
[2017-10-11 20:20:18+00:00; claudferraz; My paper on the persistence effects of skilled immigrants in Brazil w/ R.Rocha and R. Soares in the @AEAjournals https://t.co/ucGLdk2rob; 0; 6; 40; 0; https://twitter.com/claudferraz/status/918209667498524672; None; None]
[2017-10-11 06:34:53+00:00; claudferraz; Bom resumo @folha da pesquisa do @essobecker sobre causas e consequências da reforma protestante https://t.co/m8bpuaWZv1; 0; 1; 4; 0; https://twitter.com/claudferraz/status/918001941795373056; None; None]
[2017-10-11 06:27:49+00:00; claudferraz; Nenhum outro esporte. Futebol é demais https://t.co/HwoYnBxVri; 0; 0; 3; 0; https://twitter.com/claudferraz/status/918000163255238656; None; https://twitter.com/cornetaeuropa/status/917934105425252353]
[2017-10-11 03:59:37+00:00; claudferraz; Experimento de aumento da presença policial faz crime migrar p/ outras localidades em Bogotá, sem reduções significativas  @JPAL_LAC https://t.co/BpKp6sw99x; 0; 4; 5; 0; https://twitter.com/claudferraz/status/917962868817039360; None; https://twitter.com/cblatts/status/917860595843719168]
[2017-10-11 02:11:19+00:00; claudferraz; Messi es increible. Simplemente increíble. https://t.co/5tsR1T9az5; 2; 0; 11; 0; https://twitter.com/claudferraz/status/917935613705306112; None; https://twitter.com/BTLvid/status/917931028718682112]
[2017-10-10 22:38:54+00:00; claudferraz; O problema do Brasil é este. Não pelados em museus. É a barbárie diária da violência urbana que afeta os mais pobres https://t.co/UuNEJhHmca; 0; 5; 18; 0; https://twitter.com/claudferraz/status/917882158793887744; None; https://twitter.com/eurenesilva/status/917846400536317959]
[2017-10-10 20:09:49+00:00; claudferraz; A corrupção em governos locais segue firme e forte. Só será reduzida com mais monitoramento e punição do judiciário https://t.co/9T0ETDychA; 1; 0; 4; 0; https://twitter.com/claudferraz/status/917844641554112512; None; None]
[2017-10-10 06:47:00+00:00; claudferraz; When should you cluster your standard-errors? New insights from Abadie, @Susan_Athey , Imbens and Wooldridge https://t.co/XiTi7VEDOj; 1; 26; 52; 2; https://twitter.com/claudferraz/status/917642603742367744; None; None]
[2017-10-08 21:43:23+00:00; claudferraz; Parabéns ao pessoal do @NexoJornal pelo prêmio e pelo excelente trabalho ! https://t.co/CbtWZjMHAX; 0; 0; 1; 0; https://twitter.com/claudferraz/status/917143410284232704; None; https://twitter.com/msantoro1978/status/917019819534405632]
[2017-10-08 10:37:56+00:00; claudferraz; Vezpa Australian style https://t.co/53AQJlPTNO; 0; 0; 3; 0; https://twitter.com/claudferraz/status/916975946749566976; None; None]
[2017-10-07 04:34:15+00:00; claudferraz; Pinpointing Racial Discrimination by Government Officials https://t.co/7WCk5hIpNI; 0; 1; 2; 1; https://twitter.com/claudferraz/status/916522031847321601; None; None]
[2017-10-06 19:50:30+00:00; claudferraz; Very interesting paper by @Mar_tinW on the politics of why governments leave infrastructure projects unfinished https://t.co/fGgRrrRmYn; 0; 7; 10; 0; https://twitter.com/claudferraz/status/916390226779455488; None; https://twitter.com/Mar_tinW/status/916322314844884992]
[2017-10-06 08:40:29+00:00; claudferraz; Brazil Congress is desperate and Passes Law Restricting Online Criticism of Candidates https://t.co/sw9LB1Xu6V; 1; 1; 8; 0; https://twitter.com/claudferraz/status/916221612810047488; None; None]
[2017-10-06 02:52:11+00:00; claudferraz; @bijurao Amazing book; 1; 0; 0; 0; https://twitter.com/claudferraz/status/916133957430796289; None; None]
[2017-10-04 15:16:25+00:00; claudferraz; Os conservadores hipócritas são sempre os mais perigosos https://t.co/BwtZldhl1G; 0; 1; 8; 0; https://twitter.com/claudferraz/status/915596475597561856; None; https://twitter.com/Estadao/status/915364845859610624]
[2017-10-04 08:19:24+00:00; claudferraz; Textbook example of media bias and image manipulation by @elpais_espana funny how they criticized the Brazilian media for that https://t.co/Db27eU1Op5; 2; 3; 13; 1; https://twitter.com/claudferraz/status/915491531385163777; None; https://twitter.com/ModernetdeMerda/status/915343205226438663]
[2017-10-04 01:31:55+00:00; claudferraz; Happy to see the @WorldBank putting state capabilities and politics in the center stage of development challenges https://t.co/AFAKztXQqE; 0; 3; 10; 0; https://twitter.com/claudferraz/status/915388985375170560; None; https://twitter.com/ademirguckunt/status/915328484771270657]
[2017-10-03 20:04:30+00:00; claudferraz; @fbizzarroneto Agree. And requires that voters understand how electoral rules map into seats. That's why it would be a mess in countries like Brazil; 0; 0; 1; 0; https://twitter.com/claudferraz/status/915306585664184320; None; None]
[2017-10-03 19:54:12+00:00; claudferraz; @xftrebbi Very nice paper indeed. But I don't understand how come they carry so many votes... why don't voters react to mass shootings?; 0; 0; 0; 1; https://twitter.com/claudferraz/status/915303996251918339; None; None]
[2017-10-03 19:52:00+00:00; claudferraz; Very interesting paper on the choice of electoral systems, with evidence from a referendum in New Zealand https://t.co/5OMkfrMveC; 1; 1; 3; 0; https://twitter.com/claudferraz/status/915303440926101506; None; https://twitter.com/iza_bonn/status/915154948513566721]
[2017-10-02 18:42:21+00:00; claudferraz; Artigo é para os EUA, mas é muito relevante para o Brasil onde negócios e política se misturam na indústria de armas https://t.co/1xv0VtJCDv; 0; 0; 1; 0; https://twitter.com/claudferraz/status/914923523084308481; None; None]
[2017-10-02 14:49:14+00:00; claudferraz; @goescarlos @phgfsouza @folha 2/2 Isso foi feito em troca de corrupção e recursos para campanhas. Esse é o perigo da grande desigualdade. Captura de políticas públicas; 1; 0; 5; 0; https://twitter.com/claudferraz/status/914864859765968896; None; None]
[2017-10-02 14:48:02+00:00; claudferraz; @goescarlos @phgfsouza @folha 1/2 Acho que grande parte da manutenção de desigualdade foi resultado de políticas, industrial e de crédito, com benefícios concentrados; 1; 0; 3; 0; https://twitter.com/claudferraz/status/914864559323799552; None; None]
[2017-10-02 11:52:24+00:00; claudferraz; How Pelé lit up soccer in America and left a legacy fit for a king https://t.co/7zTmqft7eR; 0; 0; 4; 0; https://twitter.com/claudferraz/status/914820356770320384; None; None]
[2017-10-02 10:27:59+00:00; claudferraz; @folha 2/2 o topo da dist de renda brasileira tem influência política e captura de políticas que geram má alocação de recursos e protecionismo; 0; 2; 15; 0; https://twitter.com/claudferraz/status/914799114994507776; None; None]
[2017-10-02 10:18:22+00:00; claudferraz; 1/2 Boa entrevista do PB. Concordo com quase tudo exceto que aumento de renda no topo não importa https://t.co/u7P59pke7y via @folha; 2; 2; 14; 0; https://twitter.com/claudferraz/status/914796694948204544; None; None]
[2017-10-01 15:57:24+00:00; claudferraz; @monicambravo Yes, completely unacceptable independent of the context. Pure violence cannot be used by the state with unarmed and peaceful citizens; 0; 0; 3; 0; https://twitter.com/claudferraz/status/914519628285661187; None; None]
[2017-10-01 15:53:53+00:00; claudferraz; @JaildonLima @folha Declaração de IR no Brasil é quase universal. Valores declarados são um problema sim. Mas é o melhor que existe em termos de dados; 0; 1; 1; 0; https://twitter.com/claudferraz/status/914518741442076673; None; None]
[2017-10-01 13:12:50+00:00; claudferraz; Shocking images from Catalonia. Police violence will backfire big time against the Spanish Central Government https://t.co/o6uBWq0HhI; 0; 2; 2; 1; https://twitter.com/claudferraz/status/914478213723811841; None; https://twitter.com/YourAnonTV/status/914470223453048833]
[2017-10-01 12:24:23+00:00; claudferraz; Boa matéria na @folha sobre os antigos e novos estudos sobre Desigualdade no Brasil https://t.co/pPffKDTx8m via @folha; 2; 2; 8; 0; https://twitter.com/claudferraz/status/914466020521385989; None; None]
[2017-10-01 02:15:56+00:00; claudferraz; @ThiagoKrause2 @NPTO Tem o ótimo Gangster Warlords do @ioangrillo; 1; 0; 3; 0; https://twitter.com/claudferraz/status/914312896200560641; None; None]
[2017-09-30 23:02:07+00:00; claudferraz; Tráfico tentando ganhar corações, mentes, e bolsos com cartazes anunciando queda do gás na Rocinha https://t.co/vwRkjcyzhT via @JornalExtra; 1; 0; 1; 0; https://twitter.com/claudferraz/status/914264123357237248; None; None]
[2017-09-30 16:30:31+00:00; claudferraz; Great piece on The role of beliefs in economics https://t.co/gUzb7CD9Ru; 0; 3; 3; 1; https://twitter.com/claudferraz/status/914165573722001408; None; None]
[2017-09-30 14:11:54+00:00; claudferraz; Usando dados para discutir a igualdade de oportunidades. Ótimo curso do Raj Chetty em @Stanford https://t.co/EgbK26c1RM; 0; 4; 7; 0; https://twitter.com/claudferraz/status/914130686835068928; None; None]
[2017-09-29 12:01:16+00:00; claudferraz; Cuban Doctors working in Brazil Revolt: ‘You Get Tired of Being a Slave’ https://t.co/WldQynscy5; 0; 0; 2; 0; https://twitter.com/claudferraz/status/913735425000448000; None; None]
[2017-09-28 20:33:06+00:00; claudferraz; Um bom resumo da literatura sobre os efeitos de encarceramento sobre crime por @davidroodman https://t.co/yBVuubaoym; 0; 0; 4; 0; https://twitter.com/claudferraz/status/913501843958960128; None; None]
[2017-09-28 18:10:07+00:00; claudferraz; Debatendo um estado mais efetivo sem convidar os especialistas do pais no tema @bancomundialbr @TCUoficial @camaradeputados https://t.co/TmnVM1JpjM; 0; 0; 1; 0; https://twitter.com/claudferraz/status/913465863726157824; None; https://twitter.com/bancomundialbr/status/910291176292589568]
[2017-09-28 18:06:17+00:00; claudferraz; Ótima iniciativa ! Análise de Big Data e Machine Learning no governo federal https://t.co/96idQmR82G; 0; 1; 4; 0; https://twitter.com/claudferraz/status/913464899237498881; None; https://twitter.com/TCUoficial/status/912323806777225216]
[2017-09-28 18:00:01+00:00; claudferraz; Interesting results from @JohnHolbein1 and M. Rangel but the question is whether voting make citizens demand more from their politicians https://t.co/gnuMlq93YL; 1; 0; 4; 0; https://twitter.com/claudferraz/status/913463318924480514; None; https://twitter.com/JohnHolbein1/status/913460988606738432]
[2017-09-28 16:44:53+00:00; claudferraz; Bello: Latin America’s battle over “gender ideology” https://t.co/Rgu3YJ9frh via @TheEconomist; 0; 2; 3; 0; https://twitter.com/claudferraz/status/913444414168666112; None; None]
[2017-09-28 12:28:46+00:00; claudferraz; Despite the worldwide anger, Democracies Need Political Parties by @MoisesNaim https://t.co/oJ1EYL1YG2; 0; 3; 2; 0; https://twitter.com/claudferraz/status/913379960206880768; None; None]
[2017-09-28 11:25:37+00:00; claudferraz; Paying for forest conservation by @seema_econ and coauthors https://t.co/Ll1x8fRhfl; 0; 2; 1; 0; https://twitter.com/claudferraz/status/913364065841553408; None; https://twitter.com/vox_dev/status/913309583136792576]
[2017-09-28 01:45:02+00:00; claudferraz; Buena nota en el @nytimesES sobre la excelente @radioambulante https://t.co/mMGIIM2098; 0; 0; 4; 0; https://twitter.com/claudferraz/status/913217956766785537; None; None]
[2017-09-28 01:38:03+00:00; claudferraz; Decisão retrógrada da mais alta corte do Brasil. Um retrocesso https://t.co/7Yw3W75WzA; 0; 3; 7; 0; https://twitter.com/claudferraz/status/913216198984241152; None; https://twitter.com/valoreconomico/status/913138703060611072]
[2017-09-27 23:48:56+00:00; claudferraz; @surzua_chile Gracias @surzua_chile !; 0; 0; 0; 0; https://twitter.com/claudferraz/status/913188740025208833; None; None]
[2017-09-27 23:44:37+00:00; claudferraz; Far-right, dictatorship lover, on the rise in a divided Brazil https://t.co/OudV5fiWen; 0; 1; 3; 0; https://twitter.com/claudferraz/status/913187654895841282; None; https://twitter.com/bradleybrooks/status/913184536120496129]
[2017-09-27 20:40:00+00:00; claudferraz; Muy contento en juntarme al equipo para coordinar @JPAL_LAC y aumentar la disponibilidad de evidencias sobre políticas en la región https://t.co/Za4dYXkMnM; 1; 2; 32; 0; https://twitter.com/claudferraz/status/913141191646023693; None; https://twitter.com/mvaldeslutz/status/913137469536837634]
[2017-09-27 16:38:08+00:00; claudferraz; Bem melhor que usar máscara de caveira https://t.co/NT8WZV5lcH; 0; 2; 2; 0; https://twitter.com/claudferraz/status/913080325495980032; None; https://twitter.com/vozdacomunidade/status/913077175531778048]
[2017-09-27 14:35:43+00:00; claudferraz; Vamos discutir como evitar que chefes de facções presos se comuniquem com seus subordinados antes de discutir maioridade penal?; 0; 1; 3; 0; https://twitter.com/claudferraz/status/913049517846654976; None; None]
[2017-09-27 13:43:06+00:00; claudferraz; @strauss_real Escrever rápido da nisso né? Não é uma boa ideia; 0; 0; 1; 0; https://twitter.com/claudferraz/status/913036275661312000; None; None]
[2017-09-27 13:20:18+00:00; claudferraz; Trabalho da Aizer e Doyle publicado no Quarterly Journal of Econ mostram efeitos nocivos do encarceramento juvenil https://t.co/wlIOEoEvrL; 1; 5; 9; 1; https://twitter.com/claudferraz/status/913030538046459904; None; None]
[2017-09-27 13:18:10+00:00; claudferraz; Redução de maioridade penal, num sistema carcerário que fabrica facções poderosas e criminosos, não pode ser uma boa ideia.; 10; 20; 65; 1; https://twitter.com/claudferraz/status/913030000340865025; None; None]
[2017-09-27 11:56:06+00:00; claudferraz; Mais um exemplo da falta de noção e liderança. Polícia deveria inspirar confiança, não medo https://t.co/gNm7mPLGaS via @JornalExtra; 0; 5; 4; 0; https://twitter.com/claudferraz/status/913009350679171072; None; None]
[2017-09-27 02:00:07+00:00; claudferraz; Em carta, Palocci pede desfiliação do PT: 'Somos um partido ou uma seita guiada por uma pretensa divindade?'  https://t.co/LzNVfCx9rS; 0; 1; 1; 0; https://twitter.com/claudferraz/status/912859365610311680; None; None]
[2017-09-26 19:05:45+00:00; claudferraz; It explains a lot regarding the lack of support for Puerto Rico; 1; 0; 1; 0; https://twitter.com/claudferraz/status/912755087528873984; None; None]
[2017-09-26 19:04:40+00:00; claudferraz; How bizarre is the fact that around half of Americans don't know that Puerto Ricans are US citizens https://t.co/LVoXUKuFiA; 1; 1; 3; 0; https://twitter.com/claudferraz/status/912754812185448448; None; https://twitter.com/maxkasy/status/912750583454605312]
[2017-09-26 18:43:29+00:00; claudferraz; @gpbfinance Sim, mas acho que o que realmente é diferente no Brasil é a facilidade com que grupos conseguem armamento pesado dada a corrupção existente; 0; 0; 2; 0; https://twitter.com/claudferraz/status/912749484135915523; None; None]
[2017-09-26 18:16:25+00:00; claudferraz; @gpbfinance Brasil é um pais consumidor, cada dia mais. Rendas do tráfico não vêm só de distribuição para outro países, mas do consumo interno; 4; 0; 1; 0; https://twitter.com/claudferraz/status/912742672753991680; None; None]
[2017-09-26 17:59:50+00:00; claudferraz; The urgent need for evidence-based policies on crime via @Abt_Thomas for the US, but same is true for Latin America https://t.co/hnuMSKri2l; 0; 0; 3; 0; https://twitter.com/claudferraz/status/912738498259582976; None; None]
[2017-09-26 00:08:18+00:00; claudferraz; Última edição do AEJ-applied, um dos melhores journals de economia, tem 3 dos 11 artigos com dados brasileiros https://t.co/wNAXTsyyl1; 0; 0; 16; 1; https://twitter.com/claudferraz/status/912468837160947712; None; None]
[2017-09-25 23:59:04+00:00; claudferraz; Portugal and How to Win a War on Drugs https://t.co/L1KK6tgTaT; 0; 11; 15; 1; https://twitter.com/claudferraz/status/912466513273204736; None; None]
[2017-09-25 23:40:44+00:00; claudferraz; Very similar to NRA's argument that "guns don't kill people, people kill people" https://t.co/cUcmjFtwjO; 0; 0; 1; 0; https://twitter.com/claudferraz/status/912461899492708352; None; https://twitter.com/qz/status/912459003174817792]
[2017-09-25 23:02:43+00:00; claudferraz; A onda de violência na Rocinha é um mau sinal em uma cidade por um fio https://t.co/hHVhKgP4Vj por @MishaGlenny; 0; 0; 0; 1; https://twitter.com/claudferraz/status/912452331429560321; None; None]
[2017-09-25 18:26:56+00:00; claudferraz; Very interesting conference with top economists and data scientists on the Economics of Artificial Intelligence https://t.co/99le7lmBNI; 0; 10; 27; 0; https://twitter.com/claudferraz/status/912382931628412928; None; None]
[2017-09-25 18:15:19+00:00; claudferraz; A walk through #MachineLearning Conference held at Toronto @creativedlab  https://t.co/tvQVdqgSyk #mkt4intel via @pavanmirla; 0; 1; 4; 0; https://twitter.com/claudferraz/status/912380005522530304; None; None]
[2017-09-25 16:04:00+00:00; claudferraz; The dangers of AI and private provision of public goods https://t.co/YR8IkR1cMC; 0; 1; 2; 0; https://twitter.com/claudferraz/status/912346959406563330; None; https://twitter.com/laurajaitman/status/912346041885822976]
[2017-09-25 15:28:04+00:00; claudferraz; Our paper on long-term effects of settlements in Brazil showing persistence effects on human capital @AEAjournals https://t.co/xCdMGc9Ev4 https://t.co/T7H4fHku0S; 0; 16; 48; 0; https://twitter.com/claudferraz/status/912337916579450881; None; None]
[2017-09-25 15:03:25+00:00; claudferraz; The Life-and-Death Consequences of Summer Jobs Programs https://t.co/I7beN9ICO5 via @politicomag; 0; 0; 1; 0; https://twitter.com/claudferraz/status/912331714529316865; None; None]
[2017-09-24 20:51:40+00:00; claudferraz; Priceless https://t.co/LtssxP7Pw8; 0; 0; 1; 0; https://twitter.com/claudferraz/status/912056966285021184; None; https://twitter.com/peterjukes/status/911539159864631298]
[2017-09-24 20:11:08+00:00; claudferraz; Great piece by @orazio_at and co-authors on the importance of early childhood policies in developing countries https://t.co/p11jBdzhak; 0; 2; 5; 0; https://twitter.com/claudferraz/status/912046766517837824; None; https://twitter.com/vox_dev/status/906112398897053696]
[2017-09-24 14:31:07+00:00; claudferraz; Concordo 100% com a Silvia Ramos. Sem atacar corrupção policial e política não há solução para a crise de segurança pública no Rio e Brasil https://t.co/QrUXfsfADW; 0; 1; 10; 1; https://twitter.com/claudferraz/status/911961195577593856; None; None]
[2017-09-24 14:22:39+00:00; claudferraz; A @folha entrevistar aluno de doutorado como grande especialista em desigualdade no Brasil é um pouco demais https://t.co/uiTcWbl87I; 1; 4; 20; 0; https://twitter.com/claudferraz/status/911959067035303937; None; None]
[2017-09-23 15:19:45+00:00; claudferraz; Bom artigo do Marcus Mello --Disrepresentacão política e reforma -  https://t.co/tSI8llMjZQ; 0; 0; 2; 0; https://twitter.com/claudferraz/status/911611050088435712; None; None]
[2017-09-23 15:17:49+00:00; claudferraz; Mucha Fuerza para los amigos de Puerto Rico https://t.co/FGIXwpE3mO; 0; 0; 1; 0; https://twitter.com/claudferraz/status/911610561208754179; None; https://twitter.com/nytimeses/status/911609535487528960]
[2017-09-23 15:05:02+00:00; claudferraz; Boa entrevista com @MishaGlenny “Os grandes traficantes brasileiros não moram nas favelas” https://t.co/ODkvUFdUaS; 0; 2; 3; 0; https://twitter.com/claudferraz/status/911607344718647297; None; None]
[2017-09-23 14:39:36+00:00; claudferraz; @Cucho @TheEconomist I haven't used it to teach. I think the main difference is emphasis on inequality, history and institutions instead of perfect competition; 0; 0; 0; 0; https://twitter.com/claudferraz/status/911600944957333505; None; None]
[2017-09-23 13:56:14+00:00; claudferraz; Free exchange: The teaching of economics gets an overdue overhaul https://t.co/G1KQaNzV9O via @TheEconomist; 1; 0; 3; 0; https://twitter.com/claudferraz/status/911590028916264961; None; None]
[2017-09-22 20:32:28+00:00; claudferraz; Police+army entering 100,000 people slum in Rio to re-conquer territory. Once again. https://t.co/DCPAsUPRi4; 0; 0; 0; 0; https://twitter.com/claudferraz/status/911327356731760646; None; https://twitter.com/PMERJ/status/911326134813511682]
[2017-09-22 18:53:50+00:00; claudferraz; Num dia como este, o prefeito do Rio @MCrivella e o governador @LFPezao ainda não fizeram nenhuma declaração. O problema não deve ser deles; 1; 2; 5; 0; https://twitter.com/claudferraz/status/911302535729827842; None; None]
[2017-09-22 16:11:56+00:00; claudferraz; Rio de Janeiro today. Urban war is back after many years of pacification https://t.co/CYAWb1sJvc; 0; 2; 3; 0; https://twitter.com/claudferraz/status/911261791992401925; None; https://twitter.com/RT_Watson/status/911258471915499520]
[2017-09-22 12:23:33+00:00; claudferraz; Using psychology to teach personal initiative to small business owners by @markus_gold @dmckenzie001 et al https://t.co/LIIm46YG3O; 0; 0; 0; 0; https://twitter.com/claudferraz/status/911204320070242304; None; None]
[2017-09-21 19:02:56+00:00; claudferraz; Congrats to Melissa Dell https://t.co/G8YYnXh3QQ; 0; 1; 9; 0; https://twitter.com/claudferraz/status/910942436754632704; None; https://twitter.com/monicambravo/status/910701630781378562]
[2017-09-21 02:33:28+00:00; claudferraz; Ótimo artigo da @Cecillia sobre a falta de planejamento da polícia e o racha entre facções do Rio de Janeiro https://t.co/hjiyHCLQ9S; 0; 0; 1; 0; https://twitter.com/claudferraz/status/910693429671276544; None; None]
[2017-09-21 02:24:29+00:00; claudferraz; Great piece by @diazcayeros on the history of tragedy, repetition, and hope in Latin America https://t.co/sxDLqBBxZT; 0; 0; 1; 0; https://twitter.com/claudferraz/status/910691171260882945; None; None]
[2017-09-21 00:04:58+00:00; claudferraz; Nem isso eles conseguiram aprovar para 2018? https://t.co/RxIAqC0Byz; 1; 0; 1; 0; https://twitter.com/claudferraz/status/910656060595343360; None; https://twitter.com/Estadao/status/910650041185992704]
[2017-09-20 21:55:30+00:00; claudferraz; PEC tratava da extensão da licença maternidade para trabalhadora com bebê prematuro. Foi transformada em restrição de aborto? ABSURDO TOTAL https://t.co/4VdU6ZXakE; 0; 1; 3; 0; https://twitter.com/claudferraz/status/910623478595903488; None; https://twitter.com/exame/status/910621395989651458]
[2017-09-20 18:02:10+00:00; claudferraz; @sensacionalista sensacional https://t.co/U1mAvnpdlP; 0; 0; 0; 0; https://twitter.com/claudferraz/status/910564757605801984; None; https://twitter.com/sensacionalista/status/910563367953338369]
[2017-09-20 05:11:45+00:00; claudferraz; Mucha energia positiva para mis amigos mexicanos. Increíbles las muestras de solidaridad https://t.co/vnHfeufgFt; 0; 0; 3; 0; https://twitter.com/claudferraz/status/910370876452999169; None; https://twitter.com/FT/status/910360425644032001]
[2017-09-19 16:44:11+00:00; claudferraz; Rise and collapse of Venezuela. Great new piece by @radioambulante amazing stories and journalism from Latin America https://t.co/x2GA2YAX16; 0; 5; 8; 0; https://twitter.com/claudferraz/status/910182744008749056; None; https://twitter.com/radioambulante/status/910103452281425921]
[2017-09-19 15:27:58+00:00; claudferraz; Impact bonds in developing countries: Early learnings from the field https://t.co/3to68gEzb1 via @BrookingsInst; 0; 0; 1; 0; https://twitter.com/claudferraz/status/910163565536882688; None; None]
[2017-09-19 15:16:54+00:00; claudferraz; Informal norms are persistent. Even when they don't make sense. Even at high profile contexts such as the UN https://t.co/nQs23SqXBr; 0; 1; 3; 0; https://twitter.com/claudferraz/status/910160779000741890; None; https://twitter.com/cclarke2389/status/910154701685092352]
[2017-09-19 13:00:04+00:00; claudferraz; The birth of fake news and manipulation. RT, Sputnik and Russia’s New Theory of War https://t.co/IEGlYRuaoW; 0; 0; 1; 0; https://twitter.com/claudferraz/status/910126344280739840; None; None]
[2017-09-18 16:46:10+00:00; claudferraz; An Experiment Gives Cash Aid To The Poor. Is That Ethical? Good piece at @NPR https://t.co/CTI7zSybrr; 0; 1; 2; 0; https://twitter.com/claudferraz/status/909820856011862016; None; None]
[2017-09-18 16:40:09+00:00; claudferraz; Guerra na Rocinha serve para entender como, apesar dos problemas, presença da policia com pacificação foi importante para reduzir confronto https://t.co/xF2HCRipvZ; 0; 1; 3; 0; https://twitter.com/claudferraz/status/909819340463128576; None; None]
