2020-12-09 23:32:33+00:00; Mathector; @caiodalfonso Olhei por cima e fiquei chateado demais...; 0; 0; 0; 0; https://twitter.com/Mathector/status/1336816029859606528; None; None
2020-11-04 22:54:36+00:00; Mathector; PS.: Biden está longe de ser o sonho perfeito.  Meu cenário ideal seria nomes como John Kasich ou Mitt Romney.  Porém Biden é único que pode parar a ala identitária do Partido Democrata e o populismo de Trump.  Sejamos razoáveis, vai...; 8; 1; 119; 1; https://twitter.com/Mathector/status/1324122905945481217; None; None
2020-11-04 21:52:10+00:00; Mathector; Ser um Liberal é mais que defender corte de impostos e privatizações.  É também defender a solidez das instituições e a empatia com o outro.  Posturas populistas jamais podem ser toleradas para ganhos de curto prazo.  Liberdade não pode coexistir com a barbárie!; 23; 56; 711; 3; https://twitter.com/Mathector/status/1324107193319346176; None; None
2020-11-04 21:39:05+00:00; Mathector; @grandowskii Totalmente de acordo!  Too liberal but not a populist...; 0; 0; 12; 0; https://twitter.com/Mathector/status/1324103901306671107; None; None
2020-11-04 21:35:57+00:00; Mathector; Biden virando sobre Trump.  Rodrigo Constantino demitido da Jovem Pan.  Flávio Bolsonaro sendo denunciado.  A luz está sobrepondo as trevas e aos poucos vamos derrubando os populistas.  Agora podemos mudar São Paulo com este mesmo espírito.  Dia 15 de Novembro vote 30.456; 18; 20; 499; 5; https://twitter.com/Mathector/status/1324103111309512704; None; None
2020-11-04 21:01:06+00:00; Mathector; Eu tenho traumas com recontagens!  Minha primeira eleição foi para o Grêmio Estudantil do La Salle em 2012.  Eleição mais disputada e agitada da história.  Resultado? Empate com 203 votos para cada lado.  Recontamos e nada mudava, perdi no tapetão mas ganhei uma boa história.; 0; 0; 49; 0; https://twitter.com/Mathector/status/1324094342236147714; None; None
2020-11-04 17:13:04+00:00; Mathector; @veramagalhaes @JovemPanNews Na cara não, pra não estragar o velório...; 1; 1; 118; 0; https://twitter.com/Mathector/status/1324036956595146756; None; None
2020-11-04 16:43:42+00:00; Mathector; Constatino é uma das pessoas mais nojentas do debate brasileiro.  Não basta passar pano para família Bolsonaro - agora virou relativizador de estupro.  Dizendo até que encobertaria um caso se sua filha estivesse bêbada.  Isso não é ser liberal ou conservador, é ser escroto mesmo!; 12; 43; 560; 0; https://twitter.com/Mathector/status/1324029564784431105; None; None
2020-11-04 15:10:58+00:00; Mathector; Mas sigo aqui torcendo pela derrota de Trump.  Mas não adianta querer combater um populista, usando essa retórica arrogante e identitária.; 1; 0; 90; 0; https://twitter.com/Mathector/status/1324006230826930176; None; None
2020-11-04 15:07:47+00:00; Mathector; @vitorrnaves Não fala isso, tem muito a ser feito ainda!; 1; 0; 2; 0; https://twitter.com/Mathector/status/1324005427131068418; None; None
2020-11-04 15:06:25+00:00; Mathector; Os comentários sobre os latinos da Flórida além de ignorantes são preconceituosos!  Republicanos comandam o estado há anos e Marco Rubio é descendente de cubanos.  Falta empatia pra entender aqueles que fugiram de Maduro e Castro.  E só para lembrar, latinos somos nozes...; 5; 15; 250; 2; https://twitter.com/Mathector/status/1324005083521159169; None; None
2020-11-04 14:55:04+00:00; Mathector; @Boynordestino1 Mas chamou sua atenção 😅😅😅; 0; 0; 0; 0; https://twitter.com/Mathector/status/1324002228903006209; None; None
2020-11-04 14:53:22+00:00; Mathector; ⚠️⚠️⚠️ Pausa na Apuração ⚠️⚠️⚠️  Você não consegue parar de ver o mapa de Michigan e da Pensilvânia?   Faz uma pausa rapidinha!  Faltam 11 dias para eleição municipal e eu preciso da ajuda.  Deixa um comentário aqui para eu te mandar um kit e vamos mudar São Paulo. https://t.co/XfJ49bPdbB; 6; 5; 63; 1; https://twitter.com/Mathector/status/1324001801893515269; None; None
2020-11-04 03:45:30+00:00; Mathector; @ThiagoSussekind A tese é boa, vai? Hahahaha; 1; 0; 3; 0; https://twitter.com/Mathector/status/1323833727370338304; None; None
2020-11-04 03:37:22+00:00; Mathector; A contraprova está no Arizona, segue  o resultado das pesquisas e teve votos antecipados contados.  Os modelos de previsão ainda mostram vantagem para o Biden.  Tudo isso está no mínimo estranho...; 1; 6; 28; 0; https://twitter.com/Mathector/status/1323831677219733504; None; None
2020-11-04 03:35:21+00:00; Mathector; Apenas Michigan, Wisconsin e Pensilvânia não batem o resultado das pesquisas.  O que os três estados tem em comum?  Não tiveram os votos antecipados contados previamente.  A eleição não acabou mas o risco de Trump declarar vitória antecipada é real. https://t.co/4TEouxDPdi; 4; 19; 87; 7; https://twitter.com/Mathector/status/1323831172615593985; None; https://twitter.com/PpollingNumbers/status/1323609222970515457
2020-11-04 01:57:26+00:00; Mathector; Ps.: Só estou levantando um debate; 1; 0; 20; 0; https://twitter.com/Mathector/status/1323806530756554752; None; None
2020-11-04 01:50:13+00:00; Mathector; @gandralf Vou assistir; 0; 0; 1; 0; https://twitter.com/Mathector/status/1323804714811752449; None; None
2020-11-04 01:47:29+00:00; Mathector; Uma provocação necessária:  - Voto distrital pode dar maioria das cadeiras a um grupo com menos votos  - Quem tem o poder definir os distritos pode distorcer mais o sistema  - Isso se agrava em sistemas pluripartidários  Vocês tem certeza que querem importar isso?; 15; 5; 91; 1; https://twitter.com/Mathector/status/1323804024630661121; None; None
2020-11-04 01:41:45+00:00; Mathector; Se tem uma coisa que damos de goleada no Estados Unidos é o sistema de votação.  Eletrônico, padronizado e rápido.  Muitos pontos de votação com poucas filas e sem medidas que impeçam grupos específicos de votar.  Temos muito o que ensinar neste quesito...; 7; 16; 196; 4; https://twitter.com/Mathector/status/1323802584168222720; None; None
2020-11-03 23:39:05+00:00; Mathector; @jhdestri Não...; 0; 0; 2; 0; https://twitter.com/Mathector/status/1323771710966059009; None; None
2020-11-03 23:23:40+00:00; Mathector; Este é o mapa dos bondes da cidade de São Paulo!  Tínhamos mais bondes na década de sessenta do que metrô no dia do hoje.  Por que desativamos?   Lobby da indústria automobilística e priorização do carro.  Regredimos muito... https://t.co/kuj7fKTraG; 3; 8; 135; 1; https://twitter.com/Mathector/status/1323767835030704128; None; None
2020-11-03 21:25:45+00:00; Mathector; @SallesLuxury Valeu querida 💜💜💜; 0; 0; 1; 0; https://twitter.com/Mathector/status/1323738159528603648; None; None
2020-11-03 21:21:38+00:00; Mathector; O bom filho à casa torna!  Daqui a pouco estarei no Livres Notícia para falarmos sobre urbanismo em uma perspectiva liberal.  Quer me mandar uma pergunta ou saber mais das nossas ideias?   Te espero lá! https://t.co/yGLPRMC3HW; 1; 1; 61; 0; https://twitter.com/Mathector/status/1323737122197643265; None; https://twitter.com/EuSouLivres/status/1323716837415309312
2020-11-03 20:36:45+00:00; Mathector; @RPMGaran @P_droMenezes Conte comigo!; 0; 0; 1; 0; https://twitter.com/Mathector/status/1323725825447989254; None; None
2020-11-03 18:08:33+00:00; Mathector; @veramagalhaes @rodaviva Telegrama era figurado ou literal?; 0; 0; 2; 0; https://twitter.com/Mathector/status/1323688533052239878; None; None
2020-11-03 17:23:31+00:00; Mathector; @AGueraldi @P_droMenezes Isso eu já esperava, afinal minha ideia é romper com o status qou!   Mas dizer que não há sustentação científica é bem leviano...; 1; 0; 3; 0; https://twitter.com/Mathector/status/1323677198985940992; None; None
2020-11-03 16:38:49+00:00; Mathector; @RPMGaran @P_droMenezes Rafa, não teve nenhum candidato que teve uma postura tão crítica ao Bolsonaro quanto eu - comprando brigas até dentro do Partido.  Pode ficar tranquilo nesse ponto....; 1; 0; 3; 0; https://twitter.com/Mathector/status/1323665949489352707; None; None
2020-11-03 14:57:48+00:00; Mathector; @P_droMenezes Valeu meu irmão, nem tenho roupa para um Tweet desse 😅😅😅; 1; 0; 39; 0; https://twitter.com/Mathector/status/1323640526571212807; None; None
2020-11-03 14:56:39+00:00; Mathector; @gbrosito Tamo junto 🧑🏻‍🦲🧑🏻‍🦲🧑🏻‍🦲; 0; 0; 5; 0; https://twitter.com/Mathector/status/1323640237495668736; None; None
2020-11-03 14:42:03+00:00; Mathector; @flaviocpinheiro @marcelatropia @pduarte30 Valeu Flávio, emocionado em estar ao lado desses dois grandes amigos! 💪🏻💪🏻💪🏻; 0; 0; 7; 0; https://twitter.com/Mathector/status/1323636562052194307; None; None
2020-11-03 14:25:42+00:00; Mathector; “Mas Matheus, você não fica bravo que falam da sua pauta?”  Não, nenhum pouco!  Gostaria de ver todos os candidatos a prefeito falando sobre isso.  Vereadores fortemente encapando a pauta.  Não sou candidato por vaidade, estou aqui para melhor o debate e mudar SP!; 2; 2; 83; 0; https://twitter.com/Mathector/status/1323632449948164097; None; None
2020-11-03 14:23:57+00:00; Mathector; Comecei a falar sobre adensamento e urbanismo há um ano.  Ninguém comentava sobre e jamais imaginava que seria pauta nas eleições.  Arthur colocou isso no centro da sua campanha e agora Russomano entrou na pauta.  Excelente!  Parecemos pequenos aqui - mas mudamos o debate.. https://t.co/NmiOEZZnc3; 2; 4; 147; 0; https://twitter.com/Mathector/status/1323632007130341378; None; https://twitter.com/celsorussomanno/status/1323404111665156098
2020-11-03 14:19:41+00:00; Mathector; @Gabrilindo98 @celsorussomanno @flowpdc @monark São as mesmas falas até - achei excelente - que mais candidatos falem disso!; 0; 0; 3; 0; https://twitter.com/Mathector/status/1323630934009257989; None; None
2020-11-03 12:33:24+00:00; Mathector; @veramagalhaes Eu sou cativo toda segunda - faça chuva, faça sol 😅😅😅; 0; 0; 5; 0; https://twitter.com/Mathector/status/1323604188585172994; None; None
2020-11-03 02:59:50+00:00; Mathector; Entre as brigas da política e as pequenezas do dia a dia - escutar Nélida Piñon é um suspiro.  Nós vamos embora, as obras e essas entrevistas ficam.  Nada mais revigorante para as próximas de muitas disputas e possíveis caos...; 1; 1; 53; 1; https://twitter.com/Mathector/status/1323459846688120832; None; None
2020-11-03 01:15:00+00:00; Mathector; @Felippe_Hermes @hoc111 To emocionado 🧡🧡🧡; 1; 0; 15; 0; https://twitter.com/Mathector/status/1323433464771809281; None; None
2020-11-03 01:14:43+00:00; Mathector; É lógico que o próximo sub-prefeito da Vila Mariana não vai influenciar as bolsas do mundo.  Mas, o potencial de aumento de produtividade dos municípios é algo impressionante.  Pode torcer pro Biden ou pro Trump - mas não esqueça de cuidar e pensar em sua cidade!; 1; 1; 72; 0; https://twitter.com/Mathector/status/1323433390566264833; None; None
2020-11-03 01:12:07+00:00; Mathector; Eu entendo o entusiasmo com a eleição americana - além de importante - é algo muito divertido!  Porém, muitas vezes não vejo essa animação com as nossas cidades.  Olhamos para Brasília.  Olhamos para Pensilvânia.  Mas deixamos em segundo plano os problemas mais próximos...; 3; 8; 144; 1; https://twitter.com/Mathector/status/1323432738389692424; None; None
2020-11-02 22:23:03+00:00; Mathector; @RicardoRoquetti @hoc111 Mas eu to falando de urbanismo e como isso pode deixar as cidades mais seguras...; 2; 0; 11; 0; https://twitter.com/Mathector/status/1323390191948697602; None; None
2020-11-02 18:45:04+00:00; Mathector; E obviamente boa zeladoria e iluminação...; 0; 0; 27; 0; https://twitter.com/Mathector/status/1323335332260155392; None; None
2020-11-02 18:43:48+00:00; Mathector; @GustavoNogy @hoc111 Valeu Nogy 💪🏻💪🏻💪🏻; 0; 0; 1; 0; https://twitter.com/Mathector/status/1323335015053381634; None; None
2020-11-02 18:43:39+00:00; Mathector; @Luis_ECandi @hoc111 Valeu Luís, conto com sua ajuda 💪🏻💪🏻💪🏻; 0; 0; 1; 0; https://twitter.com/Mathector/status/1323334976633511936; None; None
2020-11-02 18:43:20+00:00; Mathector; Boas regras urbanas são tão importantes quanto policiamento para melhorar a segurança:   - Fachadas ativas e retirar exigências de recuos  - Facilitar alvará para atividades 24 horas  - Ter bairros mistos que garantam movimentação  SP precisam de vida nas calçadas e olhos na rua!; 1; 7; 124; 0; https://twitter.com/Mathector/status/1323334898518806535; None; None
2020-11-02 18:30:37+00:00; Mathector; Quer ver o vídeo completo?   Me segue no Instagram: https://t.co/JU6nKSbSNG; 0; 0; 22; 0; https://twitter.com/Mathector/status/1323331697585303553; None; None
2020-11-02 18:30:02+00:00; Mathector; É possível melhorar a segurança de uma cidade sem dar nenhum tiro a mais!   Uma boa regulação urbanística que traga olhos nas ruas e vida nas calçadas é essencial.  Assim como uma boa iluminação e zeladoria urbana.  Quer saber mais? Veja meu vídeo junto com o @hoc111 https://t.co/HB9rKQmhVz; 10; 16; 210; 6; https://twitter.com/Mathector/status/1323331549018968064; None; None
2020-11-02 15:55:17+00:00; Mathector; Faltam menos de duas semanas para as eleições.  Quer me ajudar?   Marque três amigos que podem gostar das minhas ideias.  Falta pouco para ganharmos essa eleição e mudarmos SP! https://t.co/XjwuD34q3L; 9; 10; 179; 3; https://twitter.com/Mathector/status/1323292606235877377; None; None
2020-11-02 13:19:47+00:00; Mathector; @RyamH_02 @NairaSathiyo @janainalimasp @marcelocastrott @FernandoHoliday @RubensNunesMBL @Amanda51500 @Pavinatto @arthurmoledoval Obrigado pela lembrança querido!; 1; 0; 7; 0; https://twitter.com/Mathector/status/1323253472381329408; None; None
2020-11-02 01:08:08+00:00; Mathector; @decioalvarenga @JoelPinheiro85 Nenhum pouco... https://t.co/HYpUf7YEcH; 1; 0; 2; 0; https://twitter.com/Mathector/status/1323069347787657216; None; None
2020-11-01 22:33:15+00:00; Mathector; Você começou protestando contra um Minhocão e revolucionou as forma de pensar as cidades.  Sempre levarei suas ideias e coragem comigo para mudar São Paulo.  Essa eleição é dedicada a ti Jane Jacobs! https://t.co/v1vNdg6eno; 3; 0; 60; 0; https://twitter.com/Mathector/status/1323030369734635521; None; None
2020-11-01 22:27:40+00:00; Mathector; Essa fotos são o símbolo da nossa campanha!  Pouco dinheiro, mas muita raça e amor.  Muitos estranham um jovem liberal defendendo o fim do Minhocão.  Mas política exige coerência e isso temos de sobra.   Não aguentei as lágrimas com as pessoas saindo na janela - vamos vencer! https://t.co/AgM2K5PGrC; 9; 6; 214; 2; https://twitter.com/Mathector/status/1323028963598499840; None; None
2020-11-01 19:03:41+00:00; Mathector; E ainda tem candidato liberal dando palco para essa maluquice, vergonhoso...; 2; 3; 114; 1; https://twitter.com/Mathector/status/1322977628777816070; None; None
2020-11-01 19:02:56+00:00; Mathector; “A vacina é um experimento social para envenenar nosso povo.”  “Não queremos a vacina, nós temos a cloroquina.”  É isso o que os Bolsominions estão falando no protesto na Paulista.  Se colocar uma tenda em cima vira um circo.  Se por um murro em volta vira manicômio...; 4; 32; 265; 1; https://twitter.com/Mathector/status/1322977440906551297; None; None
2020-11-01 18:24:37+00:00; Mathector; @alexandres01 Valeu Alexandre, vindo de você tenho certeza que estou no caminho certo!; 1; 0; 5; 0; https://twitter.com/Mathector/status/1322967798776254466; None; None
2020-11-01 14:16:41+00:00; Mathector; @vitorrnaves @aod_cunha @pduarte30 @leticiaarsenio @janainalimasp @thiagoaraujo_go @JuBenicioNOVO @soufredluz Valeu querido 💪🏻💪🏻💪🏻; 0; 0; 4; 0; https://twitter.com/Mathector/status/1322905403651465220; None; None
2020-10-31 00:42:35+00:00; Mathector; @Audiencia2 @Gustavo_HMA @FabioOstermann @ttmionzinho @Andre_Bolini Sim, as regras inviabilizam o interesse e é isso que eu estou falando em mudar.   Habitação de interesse social é outro departamento mas há instrumentos para estimula-la.  São agenda diferentes mas que podem se complementar.; 1; 0; 0; 0; https://twitter.com/Mathector/status/1322338143304036352; None; None
2020-10-31 00:36:39+00:00; Mathector; @Audiencia2 @Gustavo_HMA @FabioOstermann @ttmionzinho @Andre_Bolini O meu ponto é justamente tornar a requalificação viável.  Quem tá propondo o impossível é o Boulos - não eu! https://t.co/7lj2UJiuIo; 0; 0; 0; 0; https://twitter.com/Mathector/status/1322336650228281345; None; https://twitter.com/Mathector/status/1322335924299157504
2020-10-31 00:33:46+00:00; Mathector; @Audiencia2 @Gustavo_HMA @FabioOstermann @ttmionzinho @Andre_Bolini O que tem que ser feito é tornar as exigências viáveis.  Os imóveis que são públicos serem privatizados.  E reduzir a burocracia que impedem o acesso ao TDC e a lei de fachadas.; 1; 0; 0; 1; https://twitter.com/Mathector/status/1322335924299157504; None; None
2020-10-31 00:32:41+00:00; Mathector; @Audiencia2 @Gustavo_HMA @FabioOstermann @ttmionzinho @Andre_Bolini A grande maioria é porque as regras de tombamento, acessibilidade e prevenção de incêndio não dialogam e é inviável fazer a requalificação.; 2; 0; 0; 0; https://twitter.com/Mathector/status/1322335651963035651; None; None
2020-10-31 00:32:00+00:00; Mathector; @Audiencia2 @Gustavo_HMA @FabioOstermann @ttmionzinho @Andre_Bolini É muito mais simples que isso, são 40 mil imóveis desocupados no centro expandido.   No centro de fato, o abandono é mais latente, mas a questão é entender porque eles estão vazios.; 1; 0; 0; 0; https://twitter.com/Mathector/status/1322335476750163975; None; None
2020-10-31 00:26:34+00:00; Mathector; @Audiencia2 @Gustavo_HMA @FabioOstermann @ttmionzinho @Andre_Bolini @Audiencia2, quais são suas dúvidas?; 1; 0; 0; 0; https://twitter.com/Mathector/status/1322334112024244235; None; None
2020-10-30 21:05:26+00:00; Mathector; @FabioOstermann @ttmionzinho @Andre_Bolini Valeu @FabioOstermann 💪🏻💪🏻💪🏻; 0; 0; 9; 0; https://twitter.com/Mathector/status/1322283493578149888; None; None
2020-10-30 20:32:52+00:00; Mathector; @BrunoHermann8 Exato, precisamos somar os conhecimentos - mas poucos aceitam a mudança...; 0; 0; 0; 0; https://twitter.com/Mathector/status/1322275299594293250; None; None
2020-10-30 20:32:26+00:00; Mathector; @MateusArauj0 Valeu Mateus, conto com sua ajuda para ganharmos essa eleição é mudar SP! 💪🏻💪🏻💪🏻; 0; 0; 2; 0; https://twitter.com/Mathector/status/1322275190697578498; None; None
2020-10-30 19:52:27+00:00; Mathector; Eu não consigo confiar em um político que não bebe... https://t.co/LP5oA782ac; 3; 4; 131; 2; https://twitter.com/Mathector/status/1322265127522078721; None; https://twitter.com/gugachacra/status/1322260450558529537
2020-10-30 18:24:48+00:00; Mathector; Bolsonaro disse que ninguém deveria votar em quem usa o Fundão!   Candidatos do presidente em São Paulo que utilizam o fundo:   Celso Russomano - R$860.443,51  Major Costa e Silva - R$149.550,00  Sonaira Fernandes - R$6.121,50  Bolsonarismo é uma hipocrisia sem fim...; 3; 26; 241; 4; https://twitter.com/Mathector/status/1322243070830776320; None; None
2020-10-30 16:26:11+00:00; Mathector; @willszr Estamos mudando isso, eu sou apenas o primeiro...; 1; 0; 3; 0; https://twitter.com/Mathector/status/1322213219088404481; None; None
2020-10-30 16:02:35+00:00; Mathector; @Solange18602682 Porque os diagnósticos estão sistematicamente errados:   https://t.co/UgIha0csDD; 0; 0; 0; 0; https://twitter.com/Mathector/status/1322207277798072325; None; None
2020-10-30 15:50:21+00:00; Mathector; E a verdade seja dita!   Nenhuma liderança da esquerda teve culhão para enfrentar o corporativismo do Jardim Europa e dos NIMBY’s.  O único que teve a coragem foi esse liberalzinho aqui.  Paguei um preço altíssimo, mas jamais seria hipócrita como esse povinho...; 8; 11; 193; 1; https://twitter.com/Mathector/status/1322204199225012227; None; None
2020-10-30 15:42:04+00:00; Mathector; @ScrewedMcD Porém, nunca disse que isso seria o principal fator para a redução dos preços agregados da cidade.; 1; 0; 4; 0; https://twitter.com/Mathector/status/1322202116493070336; None; None
2020-10-30 15:40:33+00:00; Mathector; @ScrewedMcD Você está me interpretando errado!  O inferno regulatório impede a revitalização dos prédios no centro e acentua o abandono.  Resolver o problema, ajudaria reabitar a região central - aumentando a oferta de imóveis da cidade.; 1; 0; 5; 0; https://twitter.com/Mathector/status/1322201735587352577; None; None
2020-10-30 15:34:54+00:00; Mathector; Afinal, reproduzem para o debate urbano a mesma lógica avessa ao pluralismo com verniz democrático e arrogante.  Destroem pontes, invés de tentar estabelecer o diálogo.  Merecem Maluf e Bolsonaro...; 0; 1; 85; 0; https://twitter.com/Mathector/status/1322200313223389185; None; None
2020-10-30 15:32:46+00:00; Mathector; A esquerda ocupou todo espaço no debate urbanístico nas últimas décadas.  A direita nunca teve uma resposta fora do corporativismo do carro e dos NIMBY’s.  Agora que eu estou levantando um projeto genuinamente liberal e popular - eles estão surtando!  Estou nada surpreso...; 12; 9; 265; 1; https://twitter.com/Mathector/status/1322199775765274624; None; None
2020-10-30 12:12:18+00:00; Mathector; @acbtj @VejaSP @gnatalini Desde o primeiro dia: https://t.co/BVkmmZObsw; 0; 0; 5; 0; https://twitter.com/Mathector/status/1322149327117180929; None; https://twitter.com/Mathector/status/1319670111674957825
2020-10-29 21:40:42+00:00; Mathector; @Gabriee_Camacho Análise perfeita, estamos aqui para melhorar o debate e mudar São Paulo!; 0; 0; 6; 0; https://twitter.com/Mathector/status/1321929980557860864; None; None
2020-10-29 20:42:04+00:00; Mathector; @DeprEconomist @SoninhaFrancine Valeu querido! 💪🏻💪🏻💪🏻; 0; 0; 5; 0; https://twitter.com/Mathector/status/1321915227785625600; None; None
2020-10-28 22:03:49+00:00; Mathector; Na briga entre Tatto e Boulos - eu fico do lado da briga... https://t.co/Btpw0hJM6n; 8; 5; 154; 3; https://twitter.com/Mathector/status/1321573412788183041; None; None
2020-10-28 16:48:45+00:00; Mathector; Vamo que vamo @FabioOstermann 💪🏻💪🏻💪🏻; 1; 0; 22; 0; https://twitter.com/Mathector/status/1321494122155233280; None; None
2020-10-28 16:48:00+00:00; Mathector; Fábio Ostermann é um dos liberais que mais admiro no Brasil.   Sempre foi fiel aos seus princípios e nunca se rendeu ao populismo.  Além de ser um amigo de longa data!  Contar com seu apoio mostra que estou no caminho certo! https://t.co/Iyn7f5TNnw; 4; 4; 115; 2; https://twitter.com/Mathector/status/1321493933591965698; None; None
2020-10-28 14:02:56+00:00; Mathector; @jprmat Construir não, potencial da Operação Urbana Centro é até superior do resto da cidade.  O problema são as regras que impedem a requalificação de prédios abandonados e deixam a região mais hostil.; 1; 0; 2; 0; https://twitter.com/Mathector/status/1321452392014094336; None; None
2020-10-28 13:26:01+00:00; Mathector; Vereador não pode fazer projeto que aumente gastos públicos!  Vereador não pode fazer projeto que aumente gastos públicos!  Vereador não pode fazer projeto que aumente gastos públicos!  Isso precisa ser um mantra para não cair em discursos bonitinhos mas totalmente picaretas...; 5; 16; 213; 0; https://twitter.com/Mathector/status/1321443100775059456; None; None
2020-10-28 04:10:09+00:00; Mathector; @jr_aff @JoelPinheiro85 As propostas são impagáveis, néh?; 0; 0; 1; 0; https://twitter.com/Mathector/status/1321303215799963648; None; None
2020-10-28 04:09:16+00:00; Mathector; @trubers @Ccolliveira São Paulo tem que seguir o caminho e facilitar o aceso ao TDC.  Prédios que o IPTU vale mais que imóvel? Coloca em leilão direto, mas com as atuais regras não vale nada.  O que tem de imóvel público abandonado ou que jamais teria viabilidade de direcionamento não tá escrito...; 0; 0; 2; 0; https://twitter.com/Mathector/status/1321302992176488456; None; None
2020-10-28 04:08:00+00:00; Mathector; @trubers @Ccolliveira Lisboa adotou um regime de exceção - facilitando as regras.  Paris um processo de privatização de prédios públicos - o que seria impossível hoje em São Paulo.   Barcelona permitiu propaganda nas redes das obras e propaganda em prédios tombados.; 1; 0; 2; 0; https://twitter.com/Mathector/status/1321302674822877189; None; None
2020-10-28 04:06:27+00:00; Mathector; @francisco_burns @lauraabcarvalho Pedro Nery mostrou que a renda básica só seria destinada a 25% das pessoas no modelo.; 1; 0; 0; 0; https://twitter.com/Mathector/status/1321302283653697536; None; None
2020-10-27 20:12:15+00:00; Mathector; @JoelPinheiro85 @HenriquePeruchi @rc_do @laryssafrota @ConradoMagalha1 Tragam um troféu maior ainda!; 1; 0; 11; 0; https://twitter.com/Mathector/status/1321182944925462530; None; None
2020-10-27 20:09:57+00:00; Mathector; @HenriquePeruchi @rc_do @laryssafrota @ConradoMagalha1 @JoelPinheiro85 Traga um troféu para este rapaz...; 2; 0; 4; 0; https://twitter.com/Mathector/status/1321182367583768576; None; None
2020-10-27 19:00:52+00:00; Mathector; @Ccolliveira Excesso de normas de acessibilidade, prevenção de incêndio e tombamento que impedem a requalificação dos prédios.; 12; 0; 16; 2; https://twitter.com/Mathector/status/1321164981149290496; None; None
2020-10-27 18:52:14+00:00; Mathector; Mentiras que atrasam São Paulo:  - Prédios estão desocupados por especulação imobiliária  - Jardim Europa é o pulmão da cidade  - Adensamento aumentará o trânsito  - Não tem como construir mais moradia no centro  - Boulos fará o Passe Livre e a Renda Básica; 24; 25; 420; 5; https://twitter.com/Mathector/status/1321162810232025096; None; None
2020-10-27 14:51:20+00:00; Mathector; Campanha exige alguns cuidados.  Estava conversando com um apoiador de Perdizes e perguntei:  “Você pega o Minhocão sempre?”  Ele me respondeu com um emoji: 🤔  Não entendi mas na sequência rimos.  Pior que piada de boomer - é quando ela sai sem querer...; 4; 1; 87; 1; https://twitter.com/Mathector/status/1321102186785505280; None; None
2020-10-26 23:51:37+00:00; Mathector; @fabiolemehotma1 @rauljustelores Valeu @fabiolemehotma1 💪🏻💪🏻💪🏻; 0; 0; 4; 0; https://twitter.com/Mathector/status/1320875765228019717; None; None
2020-10-26 23:48:46+00:00; Mathector; Fui o primeiro a me manifestar sobre o tema!  Até agora não vi nenhum candidato se pronunciar sobre o assunto.  Quando eu digo que precisamos mudar nossas regras urbanísticas, é para isso!  Trazer as pessoas para mais perto do centro e quebrar as pernas do crime organizado. https://t.co/kBJLsdJwqP; 2; 20; 176; 1; https://twitter.com/Mathector/status/1320875048463466498; None; https://twitter.com/rauljustelores/status/1320868773474217984
2020-10-26 14:12:30+00:00; Mathector; “O Fundo Eleitoral é importante para democratizar o acesso das pessoas à política.”  Mentira deslavada!   Quase 80% dos recursos vão para 0,8% dos candidatos.  Isto é um mecanismo de preservação de poder e potencialização da cacicagem partidária.  Vergonhoso...; 9; 88; 602; 13; https://twitter.com/Mathector/status/1320730024228564993; None; None
2020-10-26 01:23:56+00:00; Mathector; @RPMGaran To nessa de ser liberal de verdade antes de ser modinha 😅😅😅 https://t.co/CrMmnRNeHs; 0; 0; 4; 0; https://twitter.com/Mathector/status/1320536607083122688; None; https://twitter.com/Mathector/status/1259544974296788999
2020-10-26 01:11:40+00:00; Mathector; Eu já fui um jovem do interior que sonhava ser político!  E minha campanha é feita para os Matheus espalhados pelo Brasil  Você pode ser diferente sem populismos  Você pode ser popular sem ser ridículo  Você pode ser si mesmo e cativar as pessoas  Acredite em você e mude o país!; 1; 8; 162; 2; https://twitter.com/Mathector/status/1320533523040772097; None; None
2020-10-25 19:07:36+00:00; Mathector; Enquanto isso, tente restaurar um hall de entrada de um prédio tombado em São Paulo... https://t.co/pZyXLHG35K; 7; 12; 234; 1; https://twitter.com/Mathector/status/1320441899430354944; None; https://twitter.com/g1/status/1319768060597694464
2020-10-25 13:43:10+00:00; Mathector; @petermelon7 @faveladoinvest Não perdemos tempo aqui: https://t.co/dflsvm2nio; 0; 0; 8; 0; https://twitter.com/Mathector/status/1320360254945828865; None; https://twitter.com/Mathector/status/1320337777322545153
2020-10-25 12:33:36+00:00; Mathector; @marcosmunizmelo Valeu Marcos; 0; 0; 3; 0; https://twitter.com/Mathector/status/1320342746591277057; None; None
2020-10-25 12:13:51+00:00; Mathector; Na realidade a atuação de um Vereador é bem limitada!  Maioria das competências são da União.  Leis que geram despesas não podem ser apresentadas pelos parlamentares.  O que resta?  Trabalhar na política urbana e fiscalizar o executivo  Parece pouco? Mas isso pode transformar SP! https://t.co/TdglFCxz6c; 3; 13; 264; 2; https://twitter.com/Mathector/status/1320337777322545153; None; https://twitter.com/faveladoinvest/status/1320220564607434753
2020-10-25 00:02:34+00:00; Mathector; @alfredosandes Gosto da ideia, mas é absurdamente caro!   Até cidade como Tokyo só tem 7% da fiação enterrada.; 2; 0; 4; 0; https://twitter.com/Mathector/status/1320153742923235330; None; None
