2019-12-30 16:22:21+00:00; rafinhabastos; Desculpem meu silêncio. Estou sob a benção de vênus. https://t.co/Eq6Gc1AGNa; 3959; 153; 132; 22; https://twitter.com/rafinhabastos/status/1211683955252092929; None; None
2019-09-16 17:22:07+00:00; rafinhabastos; Vc lembra dessa propaganda e nem sabia q era eu que fazia. https://t.co/h4aL05dOaT; 9349; 569; 344; 70; https://twitter.com/rafinhabastos/status/1173648269936713728; None; None
2019-09-16 00:51:21+00:00; rafinhabastos; @rosana Com @MariMoon e @biagranja. 🙌; 20; 1; 0; 0; https://twitter.com/rafinhabastos/status/1173398935815090176; None; None
2019-09-14 17:51:26+00:00; rafinhabastos; @moura_101 Uma semana após o procedimento, NANDINHO volta para uma avaliação... https://t.co/7TDBQltaL4; 716; 62; 27; 0; https://twitter.com/rafinhabastos/status/1172930872846118914; None; None
2019-09-14 00:50:30+00:00; rafinhabastos; @FNaveganteST @moura_101 Hahhwhshhe hush; 257; 11; 0; 1; https://twitter.com/rafinhabastos/status/1172673943846547456; None; None
2019-09-13 23:48:32+00:00; rafinhabastos; Nandinho... tâmo aqui na torcida pro seu transplante de cérebro ter dado certo. ❤️ #PrayForNandinho @moura_101 https://t.co/fVKAf5I6hr; 7925; 1107; 425; 118; https://twitter.com/rafinhabastos/status/1172658350460264448; None; None
2019-09-11 22:33:46+00:00; rafinhabastos; Quem fizer piadoca de tiozão como “O PERU TE DEIXOU FELIZ”, leva choque no ânus.; 1402; 57; 11; 0; https://twitter.com/rafinhabastos/status/1171914758431232000; None; None
2019-09-11 22:04:40+00:00; rafinhabastos; Não gasto dinheiro pra ficar triste. Paguei 70 dólares pra me divertir... e assim o fiz. #Peru https://t.co/VbxLTiA8if; 8917; 237; 481; 109; https://twitter.com/rafinhabastos/status/1171907437374296064; None; None
2019-09-10 23:13:26+00:00; rafinhabastos; Moça, seu chapéu tá furado. Vai sair do sol parecendo que tá com sarampo. Cuidado aí. Jesus te ama. https://t.co/ltoBzcQkhT https://t.co/TxdmcXdkfI; 1159; 68; 34; 6; https://twitter.com/rafinhabastos/status/1171562352539394049; None; https://twitter.com/PrincessTraki/status/1171312632097382401
2019-09-10 22:47:07+00:00; rafinhabastos; @Calazani Tem isso aí tb.; 188; 2; 0; 0; https://twitter.com/rafinhabastos/status/1171555731574669312; None; None
2019-09-10 22:44:53+00:00; rafinhabastos; Conservadorzinho é valentão no Twitter, não é mesmo?! Chega na frente é fofo, te abraça e diz que é fã. Tão fofinhos! ❤️ Dá vontade de levar pra casa de tão cuti-cuti!; 7035; 383; 220; 47; https://twitter.com/rafinhabastos/status/1171555169277890561; None; None
2019-09-09 08:02:19+00:00; rafinhabastos; @FabriniNaira Ô tia... o botox chegou no teu cérebro.; 15; 5; 1; 0; https://twitter.com/rafinhabastos/status/1170970675378438146; None; None
2019-09-09 02:26:17+00:00; rafinhabastos; @Will_ggil @SuperCaruso @felipeneto Hashahe! Manobra orquestrada.; 13; 1; 0; 0; https://twitter.com/rafinhabastos/status/1170886110550974467; None; None
2019-09-09 02:22:56+00:00; rafinhabastos; “Vc é um verme! Um imbecil! Tua cara me dá ódio. Tomara que vc morra... seu trouxa!”. Aí eu vou olhar o perfil do cara e a 1ª coisa: Cristão. Vejo isso direeeto. Explica aí que Cristo é esse pq tô confuso. O q eu conheço era gente boa demais... falava umas coisas de amor e tal.; 61911; 1577; 7408; 444; https://twitter.com/rafinhabastos/status/1170885269215531008; None; None
2019-09-08 18:43:52+00:00; rafinhabastos; @sisasantos @carlosjordy https://t.co/ZVRcqzkqdh; 54; 3; 2; 0; https://twitter.com/rafinhabastos/status/1170769739976568832; None; None
2019-09-08 18:36:51+00:00; rafinhabastos; @nathanaeldream Sempre; 53; 3; 0; 0; https://twitter.com/rafinhabastos/status/1170767973818097664; None; None
2019-09-08 18:28:41+00:00; rafinhabastos; E maaaaaais... esse bate-boca todo não é tão ruim... aumenta os acessos do vídeo... assim cai mais verdinho na conta do amigo aqui... o que faz de mim o VERDADEIRO MESTRE DO CAPITALISMO. https://t.co/eSISk9mhGr; 2646; 126; 49; 11; https://twitter.com/rafinhabastos/status/1170765916881047552; None; None
2019-09-08 18:05:16+00:00; rafinhabastos; Repito o que disse anteriormente: O grande problema do CQC não foi dar voz ao Bolsonaro... foi dar voz ao Rafinha Bastos. Esse coitado aí tá pedindo internação há anos e ninguém faz nada. Triste isso.; 1735; 47; 35; 3; https://twitter.com/rafinhabastos/status/1170760024890593281; None; None
2019-09-08 18:04:25+00:00; rafinhabastos; E quem acha errado eu “dar palanque pra maluco”... DISCORDO DE VC. Acredito no diálogo com todo mundo. Do mais louco ao mais equilibrado. E NÃO FUI EU QUE ELEGI O BOLSONARO... não tenho esse poder. (segue); 1794; 34; 49; 4; https://twitter.com/rafinhabastos/status/1170759810138001408; None; None
2019-09-08 18:03:43+00:00; rafinhabastos; Curto ter papos legais com quem concordo e com quem discordo. Ver esse trampo distorcido e manipulado ñ me faz dar pulinhos de alegria... admito. Faz parte. Dou a cara pra bater e tô sujeito a isso. Só peço que vc assista às conversas na íntegra. https://t.co/cpfJsLx3pD (segue); 1981; 26; 54; 7; https://twitter.com/rafinhabastos/status/1170759637437517824; None; None
2019-09-08 18:02:06+00:00; rafinhabastos; Tenho um programa de entrevistas no YouTube há 7 anos e continuo acreditando no diálogo. Levo todo mundo lá... da Joyce Hasselmann ao Boulos... do Mamãe Falei ao Fernando Haddad (ainda vai ar esse)... do Major Olímpio ao Glenn Greenwald. (segue); 1849; 28; 48; 1; https://twitter.com/rafinhabastos/status/1170759227310108672; None; None
2019-09-08 18:01:42+00:00; rafinhabastos; A gente tá vivendo um tempo em que a verdade não é mais relevante, o que importa é o recorte dela que agrada o paladar do caboclo. Tá tudo certo... faz parte do jogo. Só queria que vc entendesse o esquema. (segue); 2662; 20; 146; 6; https://twitter.com/rafinhabastos/status/1170759129956114433; None; None
2019-09-08 18:01:09+00:00; rafinhabastos; Entrevistei uma deputada conservadora. Galerinha da direita vai lá e edita um vídeo só com as respostas dela pra eu parecer um cavalo (fizeram isso numa entrevista minha no Pânico tb). Galerinha da esquerda edita outro com ela quase tendo um AVC na minha frente. (segue); 5704; 412; 335; 47; https://twitter.com/rafinhabastos/status/1170758987924459520; None; None
2019-09-08 16:42:22+00:00; rafinhabastos; @bicmuller @alexnero Fizeram uma edição só com as respostas dela e eu quieto. Já é a terceira vez que fazem isso. Galerinha tá ligeira na manipulation.; 31; 7; 0; 0; https://twitter.com/rafinhabastos/status/1170739163655593984; None; None
2019-09-08 09:47:57+00:00; rafinhabastos; @carlosjordy Quem quiser assistir a íntegra e não um clipezinho editado apenas com as respostas dela: https://t.co/whOp4q1Z77; 781; 99; 23; 7; https://twitter.com/rafinhabastos/status/1170634873062641664; None; None
2019-09-08 09:46:13+00:00; rafinhabastos; @gregory_barros Quem quiser assistir a íntegra e não um clipe editado apenas com as respostas dela: https://t.co/whOp4q1Z77; 1743; 303; 90; 26; https://twitter.com/rafinhabastos/status/1170634436611719168; None; None
2019-09-07 07:38:43+00:00; rafinhabastos; Amanhã na bienal do RJ tem livrinho bacana de grátis. Chupa essa aí, Crivelito! https://t.co/ZC3bskjR7G; 13780; 209; 692; 15; https://twitter.com/rafinhabastos/status/1170239963188776961; None; https://twitter.com/felipeneto/status/1170106928598540288
2019-09-07 00:02:11+00:00; rafinhabastos; Se a deputada Ana Campagnolo é tão conservadora, ALGUÉM ME EXPLICA PQ ELA, REPITO... ELA, PEDIU PRA TIRAR ESSA FOTINHO COMIGO??? Vídeo: https://t.co/whOp4q1Z77 https://t.co/VfDh1m3DUJ; 3021; 741; 97; 93; https://twitter.com/rafinhabastos/status/1170125070078902274; None; None
2019-09-06 22:30:59+00:00; rafinhabastos; @MundoSpears 😂😂😂; 3; 0; 0; 0; https://twitter.com/rafinhabastos/status/1170102119715622913; None; None
2019-09-06 05:32:54+00:00; rafinhabastos; E o cachorro conservador querendo dar fim a baixaria. 🐶 https://t.co/ELPTL6mr6c; 2976; 108; 277; 44; https://twitter.com/rafinhabastos/status/1169845912492838913; None; None
2019-09-06 05:23:21+00:00; rafinhabastos; @lippe14 Chupa! https://t.co/BFpYXc3Hcm; 3; 3; 0; 0; https://twitter.com/rafinhabastos/status/1169843505490886659; None; None
2019-09-05 22:38:19+00:00; rafinhabastos; Esse domingo, em Los Angeles! https://t.co/e5MIOpX9Uw; 162; 28; 2; 1; https://twitter.com/rafinhabastos/status/1169741577758990336; None; https://twitter.com/ChrisMillhouse/status/1169685277608153088
2019-09-05 06:28:03+00:00; rafinhabastos; @rafaluz55 parabéns velho! Quebra tudo!; 3; 0; 0; 1; https://twitter.com/rafinhabastos/status/1169497403444957184; None; None
2019-09-05 03:05:06+00:00; rafinhabastos; @raphaeldraccon Uauhwhshe! Bem isso ae; 15; 1; 0; 0; https://twitter.com/rafinhabastos/status/1169446326481780736; None; None
2019-09-03 12:45:13+00:00; rafinhabastos; @mheelena 🙌; 23; 0; 0; 0; https://twitter.com/rafinhabastos/status/1168867543097827328; None; None
2019-09-01 20:01:11+00:00; rafinhabastos; @RafaelSimon2 Você leu a palavra censura no que eu disse? Eu não falei isso; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1168252480494268416; None; None
2019-09-01 19:47:28+00:00; rafinhabastos; @YCampolongo Então sai quieto... não fode o show pra quem pagou. Não era debate com participação do público; 691; 24; 1; 0; https://twitter.com/rafinhabastos/status/1168249030981238784; None; None
2019-09-01 19:46:20+00:00; rafinhabastos; E pra fascistinha de merda... se liga: Não gostou do que o comediante disse, fica quieto e vai embora do show. Tem gente ali que PAGOU pra ver o que o cara tá fazendo. E mais: se vc foi no show do cara QUE IMITA A DILMA, deveria desconfiar do que se trata.; 4004; 182; 150; 7; https://twitter.com/rafinhabastos/status/1168248745667940352; None; None
2019-09-01 19:43:45+00:00; rafinhabastos; Comediante de verdade luta pela liberdade do colega de fazer o seu trabalho... mesmo que algum dia ele tenha se equivocado no que disse. Todos nós falamos merda... o tempo todo. Agora ñ é hora de apontar as incongruências do colega... é hora de lutar pela liberdade dele.; 5166; 284; 176; 23; https://twitter.com/rafinhabastos/status/1168248094074507270; None; None
2019-08-31 15:01:27+00:00; rafinhabastos; @pietraprincipe @RogerioVilela Achei q cs tinham namorado. 🤦🏻‍♂️; 7; 2; 0; 1; https://twitter.com/rafinhabastos/status/1167814663842627592; None; None
2019-08-31 07:33:41+00:00; rafinhabastos; @Muyloco @jessydalpino Mano... isso caiu na minha timeline. Manda direct pra ela, caraio. Coraçãozinho brega no feed num dá.; 21; 3; 0; 0; https://twitter.com/rafinhabastos/status/1167701980082393088; None; None
2019-08-31 07:28:52+00:00; rafinhabastos; @RogerioVilela @pietraprincipe Vacilo ficar contando essas coisas pra ex, champz.; 24; 3; 0; 0; https://twitter.com/rafinhabastos/status/1167700768595406848; None; None
2019-08-31 03:45:33+00:00; rafinhabastos; @Tonkiel Esse!; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1167644566515671040; None; None
2019-08-31 03:44:01+00:00; rafinhabastos; @mariana_godoy Sorteio do terço!!!! Obaaaaa!!! 🙌; 26; 7; 1; 0; https://twitter.com/rafinhabastos/status/1167644182313226241; None; None
2019-08-31 02:51:10+00:00; rafinhabastos; @Tonkiel @joaoamoedonovo Instala vc, cara! Ps: Não sei pq to dizendo isso. Achei q tinha q falar algo.; 139; 6; 1; 1; https://twitter.com/rafinhabastos/status/1167630883450306560; None; None
2019-08-31 02:50:26+00:00; rafinhabastos; @joaoamoedonovo Fica aqui aquele abraço pra TIM que trabalha nas duas frentes: é celular e tb é esgoto. 🙏; 3134; 58; 86; 4; https://twitter.com/rafinhabastos/status/1167630697202216960; None; None
2019-08-31 00:37:33+00:00; rafinhabastos; @_karoliiima 😉🙌; 2; 0; 1; 0; https://twitter.com/rafinhabastos/status/1167597254519083008; None; None
2019-08-30 20:48:40+00:00; rafinhabastos; Obrigado por curtir meu trampo por tanto tempo... por me defender nas discussões da família... por acompanhar meus passos nessa busca interminável por realização profissional. Faço hj o q eu amo do lado de gente que sempre admirei... graças ao apoio de quem me curte. Obrigado. https://t.co/gFSrzIOYDC; 2467; 76; 18; 1; https://twitter.com/rafinhabastos/status/1167539657669632000; None; None
2019-08-29 15:17:49+00:00; rafinhabastos; @Tonkiel Carpool lane - Curb your enthusiasm.; 6; 2; 0; 0; https://twitter.com/rafinhabastos/status/1167094005164675074; None; None
2019-08-28 18:59:58+00:00; rafinhabastos; 🇧🇷 + 🇺🇸 https://t.co/zbNT6Wd0VY; 22280; 422; 3304; 259; https://twitter.com/rafinhabastos/status/1166787523936317441; None; None
2019-08-28 18:31:20+00:00; rafinhabastos; One of the greatest is launching a new special. You should definitely watch it!  @GaryGulman https://t.co/7obzIfItOT; 39; 6; 0; 0; https://twitter.com/rafinhabastos/status/1166780318579220485; None; https://twitter.com/HBO/status/1166751045671890946
2019-08-28 17:05:21+00:00; rafinhabastos; @monark @izzynobre https://t.co/EsvsaUz5Az; 65; 7; 0; 1; https://twitter.com/rafinhabastos/status/1166758681968406528; None; None
2019-08-28 09:45:51+00:00; rafinhabastos; @peterjordan100 Assustador; 22; 1; 0; 0; https://twitter.com/rafinhabastos/status/1166648077815447557; None; None
2019-08-28 05:50:52+00:00; rafinhabastos; @folha Diz leitor?; 741; 58; 11; 1; https://twitter.com/rafinhabastos/status/1166588940700311554; None; None
2019-08-28 05:50:31+00:00; rafinhabastos; Este é o relato mais triste da história da Internet brasileira. https://t.co/rUSbUmNBoh; 636; 14; 22; 1; https://twitter.com/rafinhabastos/status/1166588854792577025; None; https://twitter.com/Brudeps/status/1166390126236307456
2019-08-28 00:18:48+00:00; rafinhabastos; Cara... Nando Moura sumiu pra fazer implante capilar. Certeza. Cortou o cabelo... postou um vídeo do corte em que não mostra o topo da cabeça e sumiu! HahehhHe! Que coisa maravilhosa.; 3863; 169; 106; 11; https://twitter.com/rafinhabastos/status/1166505376323256321; None; None
2019-08-27 18:08:37+00:00; rafinhabastos; Bolsonaro só vai aceitar os $20M da França pra Amazônia se o Macron pedir desculpas. Ele também pediu de volta a lancheira do Ben10, o pacote de traquinas e mamadeira do cebolinha. https://t.co/4QHUkFiwVq; 18497; 525; 3447; 136; https://twitter.com/rafinhabastos/status/1166412212912578565; None; https://twitter.com/NBCNews/status/1166350103864586242
2019-08-27 15:23:28+00:00; rafinhabastos; O curioso caso do delegado de Porto Alegre que virou escritor de ficção. Muito orgulho de ter ajudado meu parceiro @MarcoADSouza1 a realizar um sonho. Bela matéria da @GauchaZH: https://t.co/hsGcncbtOv; 280; 5; 11; 0; https://twitter.com/rafinhabastos/status/1166370652418273280; None; None
2019-08-27 02:07:19+00:00; rafinhabastos; Huck hoje / Huck há 2 anos. 👍 https://t.co/nGNHtjE3Qi; 5011; 120; 556; 39; https://twitter.com/rafinhabastos/status/1166170296480493568; None; None
2019-08-27 01:53:14+00:00; rafinhabastos; @marigraciolli Ah sim! Muito bom sim! Galera quer atacar quem tá em cima. Nisso concordo super. Tem 786 Drakes e ninguém fala nada.; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1166166751983198208; None; None
2019-08-27 01:45:58+00:00; rafinhabastos; @marigraciolli Mari.... Referência tem limite. Vocal, bateria... guitarra. Não sou especialista, mas tá parecendo um Roubinho maroto aí.; 24; 5; 0; 0; https://twitter.com/rafinhabastos/status/1166164921404424192; None; None
2019-08-26 14:42:59+00:00; rafinhabastos; A Fernanda era legal pra caralho. https://t.co/sD7glB9OML; 1680; 29; 25; 4; https://twitter.com/rafinhabastos/status/1165998078161121281; None; None
2019-08-26 02:39:43+00:00; rafinhabastos; @samirsalimjr Hahheahehahhw; 25; 0; 0; 0; https://twitter.com/rafinhabastos/status/1165816059712004097; None; None
2019-08-25 22:29:34+00:00; rafinhabastos; Isso a Globo não mostra! https://t.co/vyffmHQA57; 446; 15; 10; 0; https://twitter.com/rafinhabastos/status/1165753109903110144; None; https://twitter.com/ellenDh/status/1165743298054635521
2019-08-24 19:00:20+00:00; rafinhabastos; @imdeadmannn @meteoro_br 😥; 57; 0; 0; 0; https://twitter.com/rafinhabastos/status/1165338066199834624; None; None
2019-08-24 18:05:35+00:00; rafinhabastos; Melhor canal do YouTube hoje: @meteoro_br (https://t.co/aq05Or6HtK). 2º lugar: Marido da Tigresa (https://t.co/VjUE8jWRCx).; 1551; 47; 71; 6; https://twitter.com/rafinhabastos/status/1165324288389341184; None; None
2019-08-22 23:50:54+00:00; rafinhabastos; No ar o MAIS QUE 8 MINUTOS com o João Amoedo (@joaoamoedonovo). Grande papo! https://t.co/lnBwrno7kE https://t.co/2AqeydIoaP; 1359; 113; 87; 18; https://twitter.com/rafinhabastos/status/1164686412718804992; None; None
2019-08-22 09:25:52+00:00; rafinhabastos; @Ely_de_Almeida Ganhei da Adidas, bro. Gastei 0 reais.; 1620; 82; 9; 6; https://twitter.com/rafinhabastos/status/1164468718820155393; None; None
2019-08-21 18:07:40+00:00; rafinhabastos; @toledoluizf @demori Fui apenas 4 vezes.; 12; 1; 0; 0; https://twitter.com/rafinhabastos/status/1164237647109246976; None; None
2019-08-20 12:46:27+00:00; rafinhabastos; @CanalBigtoon meu velho... me manda as falas que eu dublo minha voz na animação felizão. Manda uma DM no insta pra mim.; 6; 0; 0; 1; https://twitter.com/rafinhabastos/status/1163794422036881409; None; None
2019-08-20 02:57:10+00:00; rafinhabastos; @marcos_rvn https://t.co/2f9IGujIg3; 156; 6; 0; 0; https://twitter.com/rafinhabastos/status/1163646127096422405; None; None
2019-08-20 01:59:11+00:00; rafinhabastos; O cara saiu da Globo pro pornô. Hoje tá no programa com maior credibilidade do país sendo chamado de SENHOR. Dá pra ver sorrisinho na cara dele. O Frota é gênio. https://t.co/xKzoOEURys; 6430; 567; 299; 96; https://twitter.com/rafinhabastos/status/1163631532600418304; None; None
2019-08-19 23:16:58+00:00; rafinhabastos; Agora o cara pára o carro no semáforo e vem estes anões fantasiados de Willy Wonka vendendo curso bosta. https://t.co/c4b2uzkbu7; 4431; 153; 351; 21; https://twitter.com/rafinhabastos/status/1163590711733829633; None; None
2019-08-18 05:49:45+00:00; rafinhabastos; @angeloaralves achei q não; 8; 2; 0; 0; https://twitter.com/rafinhabastos/status/1162964781965463552; None; None
2019-08-17 21:25:39+00:00; rafinhabastos; @UOL Hey @UOL! Deleta. Não foi isso que eu falei. O que eu disse foi: “O PRESIDENTE CELEBROU UM TORTURADOR... NÃO FEZ PIADA”. Ele nem teve o intuito de fazer rir. Foi uma homenagem formal. Não falei que não se pode fazer piada com tortura. Nunca diria isso.; 3776; 153; 111; 19; https://twitter.com/rafinhabastos/status/1162837922413985796; None; None
2019-08-17 13:56:37+00:00; rafinhabastos; @FelipeHamachi Posta a minha parta falanu, caraio.; 841; 100; 6; 2; https://twitter.com/rafinhabastos/status/1162724918376718336; None; None
2019-08-17 13:54:37+00:00; rafinhabastos; @pauloem @Lets_Dex @JoaquinShow 👍 https://t.co/DCm9EzpF4t; 158; 60; 0; 1; https://twitter.com/rafinhabastos/status/1162724416138227717; None; None
2019-08-15 23:02:25+00:00; rafinhabastos; Entrevistei esses dois jovens hoje. 8 minutos é pluralidade, Manolo! @Haddad_Fernando @joaoamoedonovo https://t.co/Nz9kE2j9bp; 4823; 424; 99; 32; https://twitter.com/rafinhabastos/status/1162137498342047744; None; None
2019-08-14 10:42:30+00:00; rafinhabastos; Passei o bastão. Posso seguir a minha vida com o sentimento de missão cumprida. https://t.co/r9q98WshFq; 13074; 346; 824; 153; https://twitter.com/rafinhabastos/status/1161588903507349504; None; None
2019-08-13 01:40:00+00:00; rafinhabastos; A definição de ‘GROSSERIA’. @SHAQ https://t.co/J7hqm1Qn1w; 1786; 57; 165; 44; https://twitter.com/rafinhabastos/status/1161089991507894272; None; None
2019-08-13 01:35:03+00:00; rafinhabastos; @kellymatos @gabrieljacobsen @GauchaZH 🤷🏻‍♂️; 599; 28; 8; 1; https://twitter.com/rafinhabastos/status/1161088746747568128; None; None
2019-08-12 16:59:42+00:00; rafinhabastos; Vamos ajudar! Vai rolar! @Gremio @todosnaarena @PaixaoGremio @torcidadogremio @GauchaZH https://t.co/379K8xBq8m; 1422; 13; 204; 10; https://twitter.com/rafinhabastos/status/1160959051410358273; None; https://twitter.com/eduwalbrohel1/status/1160696745938083840
2019-08-12 02:12:04+00:00; rafinhabastos; Faixa etária procurada: -1 a -9 meses.; 1587; 84; 16; 10; https://twitter.com/rafinhabastos/status/1160735674246582272; None; None
2019-08-12 02:10:15+00:00; rafinhabastos; Ser feio no Tinder não foi o suficiente para o João. Ele quis também ser odiado. Ps: Ainda pegou uma foto tirada na Tekpix. https://t.co/sRfafG8hBz; 2142; 45; 55; 6; https://twitter.com/rafinhabastos/status/1160735217574993920; None; None
2019-08-12 00:39:19+00:00; rafinhabastos; Minha vontade de mijar é inversamente proporcional à proximidade de um banheiro. Impressionante.; 955; 53; 67; 9; https://twitter.com/rafinhabastos/status/1160712330327576582; None; None
2019-08-12 00:32:45+00:00; rafinhabastos; @LeloZG Ele mesmo; 6; 0; 0; 0; https://twitter.com/rafinhabastos/status/1160710680238088197; None; None
2019-08-12 00:23:43+00:00; rafinhabastos; @HenryCejudo @BulletValentina Afraid of Nunes??? Cute.; 142; 10; 1; 0; https://twitter.com/rafinhabastos/status/1160708403662114819; None; None
2019-08-11 17:02:31+00:00; rafinhabastos; @gutocouto1 Tb sei fritar hamburger.; 119; 6; 0; 1; https://twitter.com/rafinhabastos/status/1160597375154569218; None; None
2019-08-11 17:01:52+00:00; rafinhabastos; @RafaelLunes @joaoantoniocjr @JonathanNir Gente..o cara com 27 posta seguidos elogiando o Bolsonaro tem todo direito de achar sem graça uma piada que sacaneia o mito pra quem ele se masturba toda noite. Democracia por favor.; 12; 4; 0; 0; https://twitter.com/rafinhabastos/status/1160597212268810240; None; None
2019-08-11 15:28:20+00:00; rafinhabastos; @leandro221901 @RenatofilhoRTF 🤷🏻‍♂️; 71; 0; 0; 0; https://twitter.com/rafinhabastos/status/1160573671003627520; None; None
2019-08-11 15:24:11+00:00; rafinhabastos; @me13 🙌; 37; 3; 0; 0; https://twitter.com/rafinhabastos/status/1160572627552997377; None; None
2019-08-11 15:10:49+00:00; rafinhabastos; @schon_98 🙌; 10; 1; 0; 0; https://twitter.com/rafinhabastos/status/1160569263754764289; None; None
2019-08-11 15:06:18+00:00; rafinhabastos; Meu pai é legal, não a ponto de me dar uma embaixada, mas é muito legal. #DiaDosPais https://t.co/Hr1DD2I1zl; 13800; 300; 670; 44; https://twitter.com/rafinhabastos/status/1160568126158921733; None; None
2019-08-11 13:46:16+00:00; rafinhabastos; @zecabotequim @SpiderAnderson Valeu, bro!!!; 38; 4; 0; 0; https://twitter.com/rafinhabastos/status/1160547987778617344; None; None
2019-08-10 15:53:27+00:00; rafinhabastos; @juzao Essa porra só aparece quando desaparece. Que caralha!; 974; 13; 26; 3; https://twitter.com/rafinhabastos/status/1160217603845107712; None; None
2019-08-10 15:47:16+00:00; rafinhabastos; @Tontanive 🙌; 74; 2; 1; 0; https://twitter.com/rafinhabastos/status/1160216050669096960; None; None
2019-08-10 04:31:31+00:00; rafinhabastos; @paulafsena “Que prestam”... errou a concordância querida. O Twitter vai banir vc.; 5; 2; 0; 0; https://twitter.com/rafinhabastos/status/1160045990738649088; None; None
2019-08-09 02:33:49+00:00; rafinhabastos; @henriolliveira Quem disse isso? Vamos aprender a ler, campeão.; 92; 6; 1; 0; https://twitter.com/rafinhabastos/status/1159653983151185920; None; None
2019-08-08 16:51:45+00:00; rafinhabastos; Porra, Brasil! Sério mesmo? https://t.co/ioZcO3GBNj; 2787; 215; 286; 124; https://twitter.com/rafinhabastos/status/1159507501638979585; None; None
2019-08-08 03:28:45+00:00; rafinhabastos; Quando olho pra um deputado quero ver trabalho e não chilique na Internet. https://t.co/eEu7MLp9GE; 13902; 363; 934; 47; https://twitter.com/rafinhabastos/status/1159305421175349249; None; https://twitter.com/JoseMedeirosMT/status/1159297306639945728
2019-08-08 02:53:43+00:00; rafinhabastos; Ô... a turminha do “bandido bom é bandido morto” tá vendo Profissão Repórter? Cheio de gente na cadeia que não fez porra nenhuma. E aí? O que estão achando?; 28501; 2722; 2968; 305; https://twitter.com/rafinhabastos/status/1159296602886070272; None; None
2019-08-08 02:22:54+00:00; rafinhabastos; @pintorrocha Pô... mals ae; 7; 1; 0; 0; https://twitter.com/rafinhabastos/status/1159288847953465344; None; None
2019-08-08 02:22:05+00:00; rafinhabastos; @lxpesmiranda @Another_Ventura Rolês randômicos por aqui; 72; 0; 0; 0; https://twitter.com/rafinhabastos/status/1159288644236189696; None; None
2019-08-08 02:07:06+00:00; rafinhabastos; Vâmo Inter!!! Inter 1x0 Cruzeiro!!! https://t.co/Nm5nOKY6r6; 2187; 81; 141; 41; https://twitter.com/rafinhabastos/status/1159284873292632065; None; None
2019-08-07 15:45:25+00:00; rafinhabastos; @jeneuston @BAFTA 👏👏👏 congrats!!!!!!; 14; 1; 0; 0; https://twitter.com/rafinhabastos/status/1159128418455343104; None; None
2019-08-07 15:41:14+00:00; rafinhabastos; @driccos Um absurdo... não tenha dúvida, mas eu sinto responsabilidade direta sobre o que faz a torcida do MEU time. Por isso, me manifestei na ocasião. Abs; 989; 45; 19; 18; https://twitter.com/rafinhabastos/status/1159127367853453313; None; None
2019-08-07 02:56:21+00:00; rafinhabastos; @fabioheinen @marcosdps Muda sim, amigo. Você só vai entender a piada se compreender o contexto. Abraço.; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1158934876550324225; None; None
2019-08-07 02:36:29+00:00; rafinhabastos; @Santos_JonasB Ok https://t.co/qTWHe2cf83; 8; 2; 0; 0; https://twitter.com/rafinhabastos/status/1158929876134576129; None; None
2019-08-06 21:33:23+00:00; rafinhabastos; Presidente @jairbolsonaro: Concordo em vetar o financiamento público de filmes como o da Bruna Surfistinha. Peço que o sr analise com calma o projeto infantil: Ester Tigresa, a rainha da floresta. Uma versão nacional do Rei Leão. Filmado todo num quarto no Mato Grosso. Obg.; 6509; 211; 483; 60; https://twitter.com/rafinhabastos/status/1158853602531840000; None; None
2019-08-06 16:24:42+00:00; rafinhabastos; @oodiodobem Ou abraço de BH! 😘 https://t.co/KDDbO0x23c; 52; 13; 1; 0; https://twitter.com/rafinhabastos/status/1158775916832706560; None; None
2019-08-06 16:23:16+00:00; rafinhabastos; @oodiodobem Abraço de Montreal (Canadá). ❤️ https://t.co/iaI13shZJR; 76; 15; 1; 0; https://twitter.com/rafinhabastos/status/1158775556906848256; None; None
2019-08-06 04:59:19+00:00; rafinhabastos; @canalpame Assiste o doc. Depois falamos.; 180; 23; 2; 0; https://twitter.com/rafinhabastos/status/1158603435320795136; None; None
2019-08-05 20:31:45+00:00; rafinhabastos; To lançando o meu curso de educação financeira aqui no Twitter. Aula única. Quer ganhar dinheiro? Aumentar a renda? Melhorar de vida? VAI TRABALHAR E NÃO GASTA COM MERDA! Fim do curso.; 8937; 491; 805; 79; https://twitter.com/rafinhabastos/status/1158475703421153281; None; None
2019-08-05 03:19:37+00:00; rafinhabastos; Obrigado São Bernardo, BH e Campinas. Os 1ºs Ilha de Barbados ao Vivo foram foda! SP, RJ e POA... tâmo chegando. Infos e ingressos: https://t.co/975qvTpSaw https://t.co/5Ylph5Xjzt; 958; 45; 13; 10; https://twitter.com/rafinhabastos/status/1158215957455790080; None; None
2019-08-04 14:28:59+00:00; rafinhabastos; @RizethJ @Anonymo__Brazil Segura a onda, Latoya Jackson!; 9; 2; 0; 1; https://twitter.com/rafinhabastos/status/1158022022481534976; None; None
