2018-12-27 18:53:43+00:00; rafinhabastos; @OtakuAlgum Hahehhshhshs; 121; 2; 0; 0; https://twitter.com/rafinhabastos/status/1078363313400995841; None; None
2018-10-22 22:03:19+00:00; rafinhabastos; @flaviosobrenome @marceloindaniel UHAHSHHHEH! Só comparável ao Roda-She-ra, onde a She-ra roda cercada pelo tirano Hordak e seu exército de mutantes, até voltar a ser a pacata princesa Adora.; 2; 0; 1; 0; https://twitter.com/rafinhabastos/status/1054493430322266113; None; None
2018-10-22 13:43:01+00:00; rafinhabastos; Galerinha tá confusa nesse segundo turno. https://t.co/toCv0Gywcs; 1352; 64; 318; 58; https://twitter.com/rafinhabastos/status/1054367523896987649; None; None
2018-10-22 13:24:26+00:00; rafinhabastos; @marcelorubens Uahehahehhahe!; 32; 4; 1; 0; https://twitter.com/rafinhabastos/status/1054362847197708289; None; None
2018-10-21 22:49:58+00:00; rafinhabastos; @Iexandre Eu até ficaria chateado, mas quando vi q tuas análises sociais tem como base trechos da Fazenda... apenas sorri.; 2080; 59; 38; 6; https://twitter.com/rafinhabastos/status/1054142781504012288; None; None
2018-10-21 18:02:47+00:00; rafinhabastos; @Kakauzita Eu sou comediante... eles candidatos a presidência. Vc acaba de sofrer um episódio de Dissonância Cognitiva, amiga.; 30; 2; 0; 1; https://twitter.com/rafinhabastos/status/1054070507719614464; None; None
2018-10-21 17:56:26+00:00; rafinhabastos; @adpmotta VLeu irmão!; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/1054068911099011073; None; None
2018-10-21 17:44:09+00:00; rafinhabastos; Vc acredita que o candidato A pode fazer um governo honesto mesmo aliado a corruptos? Você crê que as ameaças de ditadura do candidato B são só “brincadeirinha”? Sabe o que é isso? Dissonância Cognitiva. Entenda: https://t.co/GSyseouPrR; 392; 40; 44; 4; https://twitter.com/rafinhabastos/status/1054065817325916161; None; None
2018-10-20 23:24:33+00:00; rafinhabastos; Pouco orgulho de ver a minha cara feia aqui. 🙌🙌🙌 https://t.co/5xEgnayKp6; 347; 21; 6; 0; https://twitter.com/rafinhabastos/status/1053789097565847554; None; None
2018-10-19 13:40:12+00:00; rafinhabastos; Segura aí, @leticiaspiller. Vou atrasar uns 15. Chegando. https://t.co/qDQU9mR9ty; 879; 25; 25; 3; https://twitter.com/rafinhabastos/status/1053279649860599810; None; None
2018-10-19 03:17:23+00:00; rafinhabastos; Saudade de quando vc tava no saco do seu pai. https://t.co/1mjBWQ7w42; 1148; 41; 28; 4; https://twitter.com/rafinhabastos/status/1053122912557907970; None; https://twitter.com/LeozeraHL/status/1053114507378257920
2018-10-18 21:46:14+00:00; rafinhabastos; Muita gente dizendo que o CQC fez merda dando voz ao Bolsonaro. Esse pra mim foi o menor dos erros. Cagada foi ter dado voz ao Rafinha Bastos.; 5939; 153; 256; 26; https://twitter.com/rafinhabastos/status/1053039578435731457; None; None
2018-10-18 15:39:37+00:00; rafinhabastos; @NBABrasil @Bulgarelli1971 Mano... vc ta em casa. Para de gritar. Tem gente querendo cagar em paz.; 19; 2; 0; 0; https://twitter.com/rafinhabastos/status/1052947315063971840; None; None
2018-10-18 15:35:09+00:00; rafinhabastos; @Linadjanara @maufreire 😂😂🙌; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/1052946190734684165; None; None
2018-10-18 14:41:40+00:00; rafinhabastos; @chicobarney Uhahehhehahsh; 45; 1; 0; 0; https://twitter.com/rafinhabastos/status/1052932733499006976; None; None
2018-10-18 14:41:27+00:00; rafinhabastos; Eu acho que o Bolsonaro não existe. Minha teoria. https://t.co/tcZH5WfI5J; 5771; 223; 1413; 304; https://twitter.com/rafinhabastos/status/1052932676657778688; None; None
2018-10-17 14:49:11+00:00; rafinhabastos; @joemamartins Mano... acabei de ver isso. Muito divertido. 😂😂😂; 41; 5; 1; 0; https://twitter.com/rafinhabastos/status/1052572234055905280; None; None
2018-10-17 14:10:25+00:00; rafinhabastos; O que você prefere? O Haddad, o Bolsonaro ou um coqueiro enfiado no seu cu? https://t.co/EyO7LIWTWF; 373; 108; 49; 27; https://twitter.com/rafinhabastos/status/1052562480428457984; None; None
2018-10-15 15:09:33+00:00; rafinhabastos; Boa, campeão! https://t.co/VGKI6LZurO; 3143; 66; 638; 111; https://twitter.com/rafinhabastos/status/1051852584473042944; None; None
2018-10-15 10:49:57+00:00; rafinhabastos; Eu achava que era problema no algoritmo... agora acho que a Netflix já tá de sacanagem mesmo. Olha as opções que aparecem quando você busca meu especial pelo meu nome. https://t.co/soIPinE4Mf; 3363; 145; 145; 18; https://twitter.com/rafinhabastos/status/1051787254782447616; None; None
2018-10-15 10:44:57+00:00; rafinhabastos; @antoniominari04 Manda teu email e instagram. To avisando a galera por ali.; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1051785998491967488; None; None
2018-10-14 20:11:32+00:00; rafinhabastos; @partiucagar Nao... tava escrevendo e dei enter antes, zebu!; 0; 2; 0; 0; https://twitter.com/rafinhabastos/status/1051566193541345281; None; None
2018-10-13 15:51:03+00:00; rafinhabastos; Concordo, Netflix. Concordo. https://t.co/Xe3H8ryDhP; 1349; 24; 64; 8; https://twitter.com/rafinhabastos/status/1051138253682868224; None; None
2018-10-13 15:50:12+00:00; rafinhabastos; @reajacomcarinho Uhrhdheh; 8; 0; 0; 0; https://twitter.com/rafinhabastos/status/1051138038896779264; None; None
2018-10-13 10:27:07+00:00; rafinhabastos; @leandroliveira7 🙌; 9; 0; 0; 0; https://twitter.com/rafinhabastos/status/1051056732200415232; None; None
2018-10-13 10:22:20+00:00; rafinhabastos; @gustaluft Mandavideos; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/1051055529404129280; None; None
2018-10-13 10:21:59+00:00; rafinhabastos; @jeanvyana @MarceloTas @marcoluque Deve ter dito absurdos maiores que ofuscaram esse. Era papel de UMA pessoa editar a matéria. Nem reporter, nem apresentador tinha controle disso. O cqc era um programa de editores.; 120; 4; 1; 0; https://twitter.com/rafinhabastos/status/1051055440489062400; None; None
2018-10-13 10:17:44+00:00; rafinhabastos; @ForeverBastos Tem q assistir vaaarias vezes; 31; 4; 1; 0; https://twitter.com/rafinhabastos/status/1051054372556296193; None; None
2018-10-13 10:17:00+00:00; rafinhabastos; @MiMiBender 🙌🙌🙌; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1051054185653919746; None; None
2018-10-13 10:15:33+00:00; rafinhabastos; @lanaluxo 🙌; 1; 0; 0; 1; https://twitter.com/rafinhabastos/status/1051053820581679105; None; None
2018-10-13 10:15:16+00:00; rafinhabastos; @MarceloPituca 👍👍👍; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1051053751291826176; None; None
2018-10-13 10:14:42+00:00; rafinhabastos; @cnomura_ Exatamente isso. Ia ficar feio; 9; 0; 0; 0; https://twitter.com/rafinhabastos/status/1051053609260060672; None; None
2018-10-12 11:09:50+00:00; rafinhabastos; https://t.co/E0bt9exG5L https://t.co/2ansMWHvVN; 318; 13; 9; 0; https://twitter.com/rafinhabastos/status/1050705095334211584; None; None
2018-10-12 11:07:47+00:00; rafinhabastos; @mashable Just go do your bed, you lazy fuck!; 26; 3; 0; 0; https://twitter.com/rafinhabastos/status/1050704578004623363; None; None
2018-10-12 11:05:15+00:00; rafinhabastos; @rdmcarlos @disorderz Disse o cara que retuíta Gabriel, o Pensador.; 12; 1; 1; 0; https://twitter.com/rafinhabastos/status/1050703943200849920; None; None
2018-10-12 10:25:18+00:00; rafinhabastos; @disorderz Deveria ter pedido; 35; 4; 0; 0; https://twitter.com/rafinhabastos/status/1050693889588387845; None; None
2018-10-10 18:50:08+00:00; rafinhabastos; Haddad ou Bolsonaro???  🌴 Íntegra do vídeo em https://t.co/YCCx5RqAEg https://t.co/IEyOz7PHie; 663; 49; 131; 32; https://twitter.com/rafinhabastos/status/1050096155756023808; None; None
2018-10-10 02:04:39+00:00; rafinhabastos; 👹👹👹👹👹 https://t.co/4g6FiaLdaz; 106; 7; 3; 0; https://twitter.com/rafinhabastos/status/1049843121511702529; None; https://twitter.com/imbeattriz/status/1049836255461171200
2018-10-08 02:28:41+00:00; rafinhabastos; @coisasdolacerda Acharia; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1049124390502375424; None; None
2018-10-07 21:20:39+00:00; rafinhabastos; @arrombavcs @Air_tonton @gabihecck @DaniloGentili @CanellaMatheus Prefiro o Mateus tb.; 9; 4; 1; 0; https://twitter.com/rafinhabastos/status/1049046870897647617; None; None
2018-10-07 06:32:43+00:00; rafinhabastos; Vídeo do Connor tentando bater no técnico do Khabib antes de ser atacado. Você ñ viu pq nessa hora a TV mostrava o russo no meio da galera. https://t.co/iaItEHQAJ5; 1236; 43; 185; 32; https://twitter.com/rafinhabastos/status/1048823418144141318; None; None
2018-10-07 06:15:56+00:00; rafinhabastos; @MrVanDep Cara... envolve nada. Pulou certinho no tecnico. Ninguem nem derrubou a cereveja.; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/1048819192215085057; None; None
2018-10-07 06:13:51+00:00; rafinhabastos; @pecesiqueira Eu te amo; 123; 2; 2; 0; https://twitter.com/rafinhabastos/status/1048818669214732288; None; None
2018-10-07 06:13:24+00:00; rafinhabastos; @Luciandrade @AnaHissa Eu enviei um troféu aqui de casa pra ele.; 14; 2; 0; 0; https://twitter.com/rafinhabastos/status/1048818555549040640; None; None
2018-10-07 06:03:38+00:00; rafinhabastos; @Rigo4Rigo Achei show; 3; 2; 0; 0; https://twitter.com/rafinhabastos/status/1048816099477921792; None; None
2018-10-07 05:32:41+00:00; rafinhabastos; @MrVanDep Tranquilo. Vai pagar sorrindo; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1048808308344279041; None; None
2018-10-07 05:31:28+00:00; rafinhabastos; O UFC mais top do ano. https://t.co/nm0Uh7HxxB; 1097; 32; 169; 14; https://twitter.com/rafinhabastos/status/1048808003296796672; None; None
2018-10-07 05:21:11+00:00; rafinhabastos; @MrVanDep Pra mim acabou TOPZÊRA.; 82; 5; 3; 0; https://twitter.com/rafinhabastos/status/1048805414706536448; None; None
2018-10-07 05:20:32+00:00; rafinhabastos; @canalCombate @TeamKhabib Top; 95; 5; 3; 1; https://twitter.com/rafinhabastos/status/1048805251954798594; None; None
2018-10-07 05:20:25+00:00; rafinhabastos; A todos vcs que estão falando em desmoralização do @UFC e o escambau... meu forte abraço. Eu sorri e me diverti como em poucos momentos da minha vida. Que seja assim sempre. #BaixariaShow; 1634; 114; 166; 14; https://twitter.com/rafinhabastos/status/1048805220384485376; None; None
2018-10-07 04:35:26+00:00; rafinhabastos; O que é esse espetáculo que o UFC criou pra luta de hj? Pelamodedeus. Chupa Cirque du Soleil! https://t.co/x2DlaNqfHN; 686; 35; 82; 7; https://twitter.com/rafinhabastos/status/1048793902298353664; None; None
2018-10-07 04:24:30+00:00; rafinhabastos; @_minorith 😉; 11; 1; 0; 0; https://twitter.com/rafinhabastos/status/1048791149979291649; None; None
2018-10-07 04:22:45+00:00; rafinhabastos; Vai começááá!!! https://t.co/8YFrj7AGoh; 270; 16; 30; 10; https://twitter.com/rafinhabastos/status/1048790708310757376; None; None
2018-10-05 20:13:37+00:00; rafinhabastos; Noite boa pra desmarcar o rolê, reunir os amigos e rir até ir pro inferno. Estarei lá pra te receber (na Netflix e no inferno). Ps: Arte linda do Tiago Amora. https://t.co/eUs4Q4SOMm; 382; 25; 15; 3; https://twitter.com/rafinhabastos/status/1048305228561362944; None; None
2018-10-05 11:10:26+00:00; rafinhabastos; O dia que o cotoco meu deu oi. #ultimato @netflix @NetflixBrasil https://t.co/xVbfinEXqh; 459; 18; 49; 15; https://twitter.com/rafinhabastos/status/1048168531072831490; None; None
2018-10-04 22:21:31+00:00; rafinhabastos; Gente hoje, 21h, estreia uma série documental mto legal que produzi em parceria com canal CineBrasilTV. O programa mostra o dia-a-dia de brasileiros que ralam pra fazer esse país acontecer. https://t.co/W6wiK0UR6V; 120; 15; 3; 1; https://twitter.com/rafinhabastos/status/1047975027520544768; None; None
2018-10-04 21:33:43+00:00; rafinhabastos; @MarcoMota77 Cara, sao 1h02 de show. Desses... 7 minutos estavam na Internet. Apenas 7. E isso fazia parte da construção do show novo. Então ta tudo dentro do plano.; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1047962997593968647; None; None
2018-10-04 18:13:43+00:00; rafinhabastos; @MarioMontagner Boaaa; 14; 2; 1; 0; https://twitter.com/rafinhabastos/status/1047912666885496835; None; None
2018-10-04 18:13:28+00:00; rafinhabastos; @Papercuwt @NetflixBrasil Valeu brooo!; 17; 1; 0; 0; https://twitter.com/rafinhabastos/status/1047912601055846405; None; None
2018-10-04 18:13:12+00:00; rafinhabastos; @ToaDDaviD 🙌🙌🙌; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1047912537340174337; None; None
2018-10-04 18:13:06+00:00; rafinhabastos; @llRobersonll Valeu amigo!!!; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1047912510190440449; None; None
2018-10-04 18:12:38+00:00; rafinhabastos; @missbalthus Deves assistir de novo. 🙌🙌🙌; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1047912394796793857; None; None
2018-10-04 18:11:36+00:00; rafinhabastos; @aninieleite Hahhshshh; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1047912134301159424; None; None
2018-10-02 02:32:57+00:00; rafinhabastos; @RMarssaro 🙌; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/1046951137587449857; None; None
2018-10-02 02:32:28+00:00; rafinhabastos; @BecaMarthello Uhehehehhe; 21; 0; 0; 0; https://twitter.com/rafinhabastos/status/1046951017978499073; None; None
2018-10-02 02:32:14+00:00; rafinhabastos; @pat_assis Obrigado Patricia!!!!!; 2; 0; 0; 0; https://twitter.com/rafinhabastos/status/1046950958297681920; None; None
2018-10-02 01:45:04+00:00; rafinhabastos; @taviao @UnileverBrasil @marcosmion Também fui convidado e atropelei uma velha. Tamo junto.; 250; 11; 3; 1; https://twitter.com/rafinhabastos/status/1046939087477858304; None; None
2018-10-01 22:18:11+00:00; rafinhabastos; Já deixa as grana e os cartão ali pra nóis pagá os advogado. https://t.co/owuopFOMrL; 193; 8; 2; 0; https://twitter.com/rafinhabastos/status/1046887024828014594; None; https://twitter.com/lubrinas/status/1046853979903348737
2018-10-01 17:09:37+00:00; rafinhabastos; Obrigado, NETFLIX. Você pesquisa meu nome no sistema e, além do meu show, vem DESENCANTO, CASO DE POLÍCIA, MANÍACO e FELICIDADE POR UM FIO. Grato pelo carinho. https://t.co/h4Uon7lmR3; 1166; 63; 48; 9; https://twitter.com/rafinhabastos/status/1046809372179873792; None; None
2018-10-01 16:11:37+00:00; rafinhabastos; Faço o meu show na Netflix e acho que tô abafando na comédia... aí surge o Cabo Daciolo... e eu me sinto um mero iniciante. Voltei pra escolinha.; 4620; 94; 241; 13; https://twitter.com/rafinhabastos/status/1046794776606072832; None; None
2018-09-30 11:08:55+00:00; rafinhabastos; @vivianamorim 🙌🙌🙌; 20; 1; 0; 0; https://twitter.com/rafinhabastos/status/1046356210205712384; None; None
2018-09-30 11:08:15+00:00; rafinhabastos; @ClaudioAbdalla 🙌🙌🙌; 7; 1; 0; 0; https://twitter.com/rafinhabastos/status/1046356040910921728; None; None
2018-09-30 11:07:03+00:00; rafinhabastos; @BEEF_BRASIL @bricioloureiro 🙌🙌🙌🙌; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1046355739822809095; None; None
2018-09-28 19:26:30+00:00; rafinhabastos; @alicecarlamont 🙌🙌🙌; 11; 0; 0; 0; https://twitter.com/rafinhabastos/status/1045756656703827968; None; None
2018-09-28 19:22:29+00:00; rafinhabastos; Nesse sábado em Los Angeles!!! https://t.co/3SmyayoGTB; 160; 10; 3; 1; https://twitter.com/rafinhabastos/status/1045755644299472896; None; https://twitter.com/TheLaughFactory/status/1045493412441600000
2018-09-27 17:47:37+00:00; rafinhabastos; @xamanaty uahehshahhehe; 3; 1; 0; 0; https://twitter.com/rafinhabastos/status/1045369381931212800; None; None
2018-09-27 17:46:49+00:00; rafinhabastos; Não escrevi meu show sozinho. Tive ajuda desses 2 amiguinhos. Tá na NETFLIX. Assiste lá que eu preciso ganhar do @rickygervais e ter o especial mais assistido do ano. O vencedor leva uma caixa de Suflair. https://t.co/3bQ2pAh95A; 470; 38; 15; 4; https://twitter.com/rafinhabastos/status/1045369180164243456; None; None
2018-09-26 23:16:48+00:00; rafinhabastos; A infância de hoje é MUITO melhor. 🤷🏻‍♂️ Corre pra Netflix pra ver o show todo. Ultimato - meu novo especial de standup comedy... na Netflix. https://t.co/9PwFSdtQHX; 819; 36; 86; 14; https://twitter.com/rafinhabastos/status/1045089834769907712; None; None
2018-09-26 17:49:52+00:00; rafinhabastos; O cupim. https://t.co/cVWJ43IlXV; 521; 26; 12; 2; https://twitter.com/rafinhabastos/status/1045007561341067264; None; None
2018-09-26 17:26:09+00:00; rafinhabastos; @whindersson Prazer ter vc aqui, bro!; 268; 3; 0; 0; https://twitter.com/rafinhabastos/status/1045001590665428992; None; None
2018-09-26 01:12:04+00:00; rafinhabastos; @jgoficial31 Boa!; 1; 0; 0; 1; https://twitter.com/rafinhabastos/status/1044756458322063360; None; None
2018-09-26 01:11:44+00:00; rafinhabastos; @limamemorabilia @rickygervais Valeu rafa!!!; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1044756372569546752; None; None
2018-09-26 01:11:25+00:00; rafinhabastos; @aleticialottb Exatamente; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044756291938279424; None; None
2018-09-26 01:10:59+00:00; rafinhabastos; @fabi_berto 🙌; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044756184442462208; None; None
2018-09-26 01:10:37+00:00; rafinhabastos; @CamilaCallimanP 🙌; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044756091412787200; None; None
2018-09-26 01:09:37+00:00; rafinhabastos; O especial do @rickygervais é o mais assistido da Netflix nesse ano. Vâmo ultrapassá esse cuzão! https://t.co/1YIz6IS87V; 191; 23; 6; 1; https://twitter.com/rafinhabastos/status/1044755838949150720; None; https://twitter.com/Champs_Digital/status/1037698397216677888
2018-09-26 01:06:23+00:00; rafinhabastos; @NicolasC_Campos 💦; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044755026084716545; None; None
2018-09-26 01:05:49+00:00; rafinhabastos; @lulu_bf 🙌🙌🙌; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1044754884573114368; None; None
2018-09-25 19:36:21+00:00; rafinhabastos; @ThammyLimaa_ Aeeee; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044671971911327744; None; None
2018-09-25 17:45:38+00:00; rafinhabastos; Eu no Tinder. Só alegria. https://t.co/a5w0rCQgkV; 917; 22; 60; 13; https://twitter.com/rafinhabastos/status/1044644106675216384; None; None
2018-09-25 16:03:12+00:00; rafinhabastos; Corporação estourando um churras clandestino. Bom trabalho. https://t.co/BF6DddlEKl; 630; 15; 47; 4; https://twitter.com/rafinhabastos/status/1044618328684130305; None; None
2018-09-25 00:57:16+00:00; rafinhabastos; Pô... aí me emociona. https://t.co/I3LttJdzDc; 267; 12; 2; 0; https://twitter.com/rafinhabastos/status/1044390341984407552; None; https://twitter.com/A_AlineCoelho/status/1044370199993028609
2018-09-25 00:30:41+00:00; rafinhabastos; A Netflix nunca mais será a mesma depois desse maluco do barulho! Muita diversão nesse show que vai conquistar o seu coração. Ps: Roubei o texto das chamadas da Sessão da Tarde. https://t.co/BYSMfVLsdN; 1043; 72; 52; 13; https://twitter.com/rafinhabastos/status/1044383653470466048; None; None
2018-09-24 16:30:39+00:00; rafinhabastos; @LeoxMarques VLeu Leooo; 7; 1; 0; 1; https://twitter.com/rafinhabastos/status/1044262850867286016; None; None
2018-09-24 16:30:01+00:00; rafinhabastos; @guigenova VLeu brooo; 8; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044262692381327360; None; None
2018-09-24 16:29:29+00:00; rafinhabastos; @SamiaOfficial @icaroleles1 Acho q é só buscar por Rafinha e vc acha tranqs; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044262557345701890; None; None
2018-09-24 16:28:31+00:00; rafinhabastos; @gleise30 😉; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044262311563681792; None; None
2018-09-24 16:28:05+00:00; rafinhabastos; @Marcoshio Justo. A minha nao vai durar muito; 25; 1; 1; 0; https://twitter.com/rafinhabastos/status/1044262205779148800; None; None
2018-09-24 16:27:09+00:00; rafinhabastos; Por favor, ouça essa mensagem. O futuro de uma criança depende de você. #QuemAmaNãoProcessa https://t.co/00pOxm4E7j; 109; 12; 7; 5; https://twitter.com/rafinhabastos/status/1044261968918589441; None; None
2018-09-24 14:30:06+00:00; rafinhabastos; Um pouco dramático, mas tá valendo. https://t.co/Mu1BtbnP2J; 163; 15; 2; 1; https://twitter.com/rafinhabastos/status/1044232513495871489; None; https://twitter.com/IranGouveiaBA/status/1044226848434114561
2018-09-24 14:28:12+00:00; rafinhabastos; @AndreLVarga O show tem 62 minitos... desses, 7 estao na web só bro.; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1044232032677580800; None; None
2018-09-24 14:26:08+00:00; rafinhabastos; @jrhardware13 Valeuuuu; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1044231512445530113; None; None
2018-09-24 02:30:33+00:00; rafinhabastos; @tixinhadois @NetflixBrasil Po mano... obg pelo carinho.; 314; 12; 0; 0; https://twitter.com/rafinhabastos/status/1044051432725307392; None; None
2018-09-23 22:57:40+00:00; rafinhabastos; @Rinaxp_76 🙌🙌🙌🙌; 10; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043997857739493376; None; None
2018-09-23 22:19:38+00:00; rafinhabastos; @AAndreiaFM Simmmm; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043988285339492352; None; None
2018-09-23 22:19:29+00:00; rafinhabastos; @dilene_nana Muito verdade; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043988247280381952; None; None
2018-09-23 22:19:03+00:00; rafinhabastos; @spadova Valeuuuu; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043988139381903360; None; None
2018-09-23 22:18:55+00:00; rafinhabastos; @Monica99312079 😂😂😂; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043988104657350657; None; None
2018-09-23 22:18:40+00:00; rafinhabastos; @cvborges Hegegehehe; 18; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043988045031079936; None; None
2018-09-23 22:18:33+00:00; rafinhabastos; @h_breda @NetflixBrasil Certeza; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043988012328091648; None; None
2018-09-23 22:18:27+00:00; rafinhabastos; @LcCarvalho98 Valeu broooo; 12; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043987989968257024; None; None
2018-09-23 22:18:12+00:00; rafinhabastos; @beeasaraiva Aeeee! Espero q curta; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043987927234035714; None; None
2018-09-23 22:17:56+00:00; rafinhabastos; @vitinfalso9 🙌🙌🙌; 18; 2; 0; 1; https://twitter.com/rafinhabastos/status/1043987856996192256; None; None
2018-09-23 22:17:49+00:00; rafinhabastos; @RodrigoHND_Pa VLeu rodrigooo; 7; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043987827925499904; None; None
2018-09-23 22:17:39+00:00; rafinhabastos; @_Andreiaxavier @NetflixBrasil 🙌🙌🙌; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043987785886052352; None; None
2018-09-23 18:34:22+00:00; rafinhabastos; @carolisnd 👏👏😜; 6; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043931594459766784; None; None
2018-09-23 18:33:59+00:00; rafinhabastos; @esthersaff @NetflixBrasil 🙌🙌🙌🙌; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043931499945291777; None; None
2018-09-23 15:53:57+00:00; rafinhabastos; Lição de casa pra você nesse domingo. Assiste lá e me manda uma msg aqui. https://t.co/u9MEYq0BXQ; 917; 232; 37; 14; https://twitter.com/rafinhabastos/status/1043891225189736448; None; None
2018-09-23 15:21:04+00:00; rafinhabastos; @GustavoFabbro2 Valeuuuuu; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043882951375638533; None; None
2018-09-23 15:20:06+00:00; rafinhabastos; Salvando casamentos. Isso a imprensa não mostra! #denuncia https://t.co/rw90HGiGTE; 224; 8; 7; 0; https://twitter.com/rafinhabastos/status/1043882705773969408; None; https://twitter.com/stefanomarin/status/1043802624368279552
2018-09-23 09:58:08+00:00; rafinhabastos; @shungara Um crowdfunding. Not a bad idea!; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043801681509593089; None; None
2018-09-23 09:47:53+00:00; rafinhabastos; @vitoroocha 🙌🙌🙌🙌; 9; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043799100448157696; None; None
2018-09-23 09:40:03+00:00; rafinhabastos; @MarceloCherba Assiste maissssd; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043797130974965760; None; None
2018-09-23 09:39:49+00:00; rafinhabastos; @MainPuddin 🙌🙌🙌🙌; 5; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043797073160634368; None; None
2018-09-23 09:39:30+00:00; rafinhabastos; @railsonls Hehehhehhe; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043796991753383936; None; None
2018-09-23 08:57:55+00:00; rafinhabastos; @KlebersonSeg2 Veja isso no medico, jovem; 2; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043786526704857088; None; None
2018-09-23 08:57:20+00:00; rafinhabastos; @absteia Nao deixaram. Acredita; 0; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043786379891601408; None; None
2018-09-23 08:37:26+00:00; rafinhabastos; @teagoalves Boaaa; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043781371947233281; None; None
2018-09-23 08:37:17+00:00; rafinhabastos; @LMenegatti_ Uhahhshshhs; 1; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043781335104417792; None; None
2018-09-23 08:35:22+00:00; rafinhabastos; @NetoJJ77 Boaaaa!!!!; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043780854533607424; None; None
2018-09-23 08:35:12+00:00; rafinhabastos; @axlandreto VLeu alex!!!!!; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043780812657721345; None; None
2018-09-23 08:34:52+00:00; rafinhabastos; @rafasilveira Valeuuuu; 4; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043780726187950080; None; None
2018-09-23 08:34:04+00:00; rafinhabastos; @filipels10 Valeu Filipe; 0; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043780527461826560; None; None
2018-09-23 08:33:37+00:00; rafinhabastos; @lukasbd Bouaaaa; 4; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043780413850673154; None; None
2018-09-23 08:33:26+00:00; rafinhabastos; @lokao742 Uhahahhehhe! Justo! Todos na jaula!; 17; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043780365070950401; None; None
2018-09-23 08:32:26+00:00; rafinhabastos; @CoisasdaPimenta Pouuuutzzz; 2; 1; 0; 0; https://twitter.com/rafinhabastos/status/1043780112968114176; None; None
2018-09-23 08:31:52+00:00; rafinhabastos; @mcporto Aeeee!!!!; 1; 0; 0; 0; https://twitter.com/rafinhabastos/status/1043779972261793793; None; None
