[2020-12-05 01:36:28+00:00; pavinatto; Quem janta seus males espanta. #friday #fridaymood #fridayvibes #fridaynight #dinner; https://www.instagram.com/p/CIZdntSHBtt/; 1702; 55]
[2020-10-27 18:26:08+00:00; pavinatto; Quem disse que não existe um manual de etiqueta do pastel de feira para políticos? Aguardem!  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #pic #picture #pictureoftheday #picoftheday #vaidar51 #pastel #arthurdoval #mamaefalei; https://www.instagram.com/p/CG22Kktn9O9/; 1428; 47]
[2020-10-27 00:16:35+00:00; pavinatto; Sérgio e Baco, os santos católicos que podem ter sido um casal gay da antiguidade:   Se o mundo católico está em polvorosa por uma declaração do papa Francisco de que os homossexuais devem, sim, ter o direito a uniões reconhecidas, vale ressaltar que entre os inscritos no "Martirológio Romano" — o livro dos santos da Igreja Católica — há pelo menos um exemplo de casal gay. Pelo menos é o que acreditam alguns pesquisadores quando olham para a história dos soldados romanos Sérgio e Baco, que foram martirizados no século IV, na Síria. A história desses dois soldados foi recuperada pelo historiador norte-americano John Boswell (1947-1994), professor na Universidade de Yale. Baseado principalmente em um relato grego, do século V, e em um ícone representando os dois, datado do século VII, ele afirmou que os soldados seriam, na verdade, unidos por laços de homoafetividade.  Embora repleto de incongruências, o texto conhecido como "A Paixão dos Santos Sérgio e Baco", concebido originalmente em grego, é o principal documento sobre a existência deles. Foi escrito por volta do ano de 425, pouco mais de 100 anos depois da morte dos santos. Segundo a biografia, eles tinham sido soldados romanos de alta patente e foram martirizados quando acompanhavam o imperador romano Galério Maximiano (260-311) em viagem ao Oriente Médio. Na época, o cristianismo era perseguido pelos romanos. Sérgio e Baco professavam a fé na clandestinidade. Foi quando, durante a viagem, eles se recusaram a participar de uma oferta ao rei Júpiter, em um templo pagão. Isso os entregou. Eles se negaram a renunciar ao cristianismo. Ambos foram vestidos com roupas femininas — como forma de ridicularização — e torturados. Baco não suportou e morreu. Alguns dias depois, Sérgio foi decapitado.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #pic #picture #pictureoftheday #picoftheday #lgbt; https://www.instagram.com/p/CG05eicHfM0/; 545; 15]
[2020-10-25 21:10:03+00:00; pavinatto; #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #pic #picture #pictureoftheday #picoftheday; https://www.instagram.com/p/CGx_VbFndbK/; 1462; 41]
[2020-10-25 00:34:50+00:00; pavinatto; Minha vida perderia interesse se eu perdesse o interesse pelo outro.; https://www.instagram.com/p/CGvx-conPxC/; 288; 3]
[2020-10-24 17:41:48+00:00; pavinatto; SANTINHO É PRA MILAGRE, POLÍTICO NÃO! Reza a lenda que Santo Expedito Foi tentado por um demônio em forma de corvo que gritava cras! cras! (em latim, amanhã), que surgiu para adiar sua conversão. Mas o santo pisou na criatura dizendo hodie! (hoje), significando sua disposição heroica de converter-se de imediato. Mas o fato é que nada se sabe de fato sobre sua vida nem onde foi sepultado, e muitos pesquisadores questionam se ele de fato existiu. Contudo, formou-se um folclore ao seu redor e ele é objeto de grande devoção popular em muitos países como o santo das causas urgentes. Tenho 20 dias pra mostrar que minhas propostas podem, de verdade, mudar São Paulo.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #fe #fé #santoexpedito #santos #igreja #catolicos #italia #urgente #religion; https://www.instagram.com/p/CGvCtUKn_d9/; 336; 19]
[2020-10-23 23:11:09+00:00; pavinatto; Diálogo com @walcyrcarrasco; https://www.instagram.com/p/CGsz0pznCXp/; 221; 23]
[2020-10-22 18:03:42+00:00; pavinatto; Andava por Jaipur quando alguém tocou na minha tatuagem das costas, na parte superior que fica à mostra bem acima da gola da camiseta. Assustei-me. Achei que fossem me roubar o cordão de ouro de São Bento que era da minha avó e madrinha. Passado o susto, um homem me pergunta se sou italiano. Respondo que sim. Ele me conta que, há 3 anos, conheceu uma mulher em Jaipur; ela era italiana e vivia em Gênova. Pediu que escrevesse uma carta pra ela em italiano, o que fiz (sentindo-me um pouquinho a Dora da Fernanda Montenegro em Central do Brasil), registrando que, durante todo esse tempo, ela era a rainha dos seus pensamentos; que não deixa de pensar e suspirar por ela nem um único dia (o amor não descansa, afinal). Com seu bom inglês, o sujeito gentil pede pra que ela volte depressa e pra que o avise da chegada. Com todo amor.... com um cigarro na mão... Um cigarro na mão dele; uma carta de amor na minha. O que seria mais letal?  #tbt #india #jaipur #cartadeamor #loveletters #amor #love #amore #ilusion #delusion #feelings #centraldobrasil #album #porqueeusouépavi; https://www.instagram.com/p/CGp7n7dHrxb/; 610; 36]
[2020-10-22 15:46:19+00:00; pavinatto; SANTINHO É PRA MILAGRE, POLÍTICO NÃO! Era 22 de Maio de 1457. Uma freira viu uma alma subir ao céu acompanhada de anjos enquanto os sinos da igreja começaram a tocar sozinhos e um perfume de rosa se espalhou por todo o Mosteiro das irmãs agostinianas em Cássia. Partia a Santa da Rosa e dos impossíveis, a religiosa que curou a peste através da oração, Santa Rita de Cássia. Que ela interceda por nós, curando a peste que assola o mundo, a biológica e a da alma, e, mesmo mascarados, possamos sentir o olor das rosas.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #fe #fé #santaluzia #santa #igreja #catolicos #italia #siracusa #sicilia #santos #religion; https://www.instagram.com/p/CGpr5vHnofi/; 265; 10]
[2020-10-22 11:35:20+00:00; pavinatto; A dificuldade de acesso à educação, preconceito da sociedade, exclusão familiar e falta de vagas no mercado de trabalho são as barreiras cotidianas enfrentadas por pessoas trans. A @casaflorescer_ é um projeto pioneiro que tem à frente meu querido amigo Beto Silva, com quem tive a honra de batalhar junto pela criação da Coordenação de Políticas LGBTQI de São Paulo há 12 anos. Não podemos deixar de apoiar um projeto tão humano e indispensável.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #pic #picture #pictureoftheday #picoftheday; https://www.instagram.com/p/CGpPLgCnX5P/; 624; 34]
[2020-10-21 16:42:23+00:00; pavinatto; “Os homossexuais têm o direito de ter uma família. Eles são filhos de Deus. (...) Precisamos ter uma lei de união civil, pois dessa maneira eles estarão protegidos.”  Palavras do Papa Francisco, que, antes de católico, é cristão.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #fe #fé #santaluzia #porqueeusouépavi #igreja #catolicos #italia #roma #vaticano #vatican #papa #papafrancisco #lgbt #lgbtq #lgbtqia #amor #união; https://www.instagram.com/p/CGnNhejHYin/; 2398; 96]
[2020-10-21 14:51:28+00:00; pavinatto; Quando eu tinha 4 anos, Dona Hermínia me deu um quadrinho oval dr gesso. Nele havia uma santa que segurava um prato com dois olhos. Nunca me esqueço de Santa Luzia (Lucia de Siracusa).  Padroeira dos oftalmologistas e daqueles que têm problemas de visão, a bela jovem de família rica que se consagrou a Cristo e doou todos os bens aos pobres quando curou a terrível doença da mãe, causou a ira do rapaz por ela apaixonado: sem  mulher e sem baú, acusou-a ao imperador pagão Diocleciano: - Mandou levarem a moça ao prostíbulo... nem uma  junta de bois a tirou do lugar; - Mandou atear fogo na jovem... sequer tostou; -Mandou lhe arrancassem os olhos... nasceram outros dois.  Em 13 de dezembro de 304, deceparam-lhe a cabeça.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #fe #fé #santaluzia #santa #igreja #catolicos #italia #siracusa #sicilia #santos #religion; https://www.instagram.com/p/CGnA1DkHvaU/; 197; 11]
[2020-10-20 22:07:19+00:00; pavinatto; Canalha corrupto homofóbico: @blogdojefferson8   #homofobia #transfobia #lgbt #lgbtq🌈 #lgbtqia #gay #gayboy #gayman #gaylife #gaylife #gayguy #gayfollow #gay #pavi #pavi51111 #pavinatto #saopaulo #sãopaulo; https://www.instagram.com/p/CGlN6eXnCZ7/; 510; 48]
[2020-10-20 15:36:14+00:00; pavinatto; Nós somos os culpados pelas manifestações criminosas no Chile.  #chile #igreja #politica #manifestation #liberdade #liberal #democracia #fé #fe #crime #america #americalatina #chileno #respeito #tolerancia #protest #pavinatto #pavi #pavi51111 #51111 #vereador  #professor #advogado #filosofia #conceito; https://www.instagram.com/p/CGkfn8ZHhb_/; 599; 34]
[2020-10-19 18:01:49+00:00; pavinatto; Fui batizado na Paróquia de Santo Antônio em 1984. Talvez isso explique um pouco do apreço que tenho pelo conhecimento: Antônio é tido como um dos intelectuais mais notáveis de Portugal do período pré-universitário. Tinha grande cultura, documentada pela coletânea de sermões escritos que deixou, onde fica evidente que estava familiarizado tanto com a literatura religiosa como com diversos aspetos das ciências profanas, referenciando-se em autoridades clássicas como Plínio, o Velho, Cícero, Séneca, Boécio, Galeno e Aristóteles, entre muitas outras. O seu grande saber tornou-o uma das mais respeitadas figuras da Igreja Católica do seu tempo. Lecionou em universidades italianas e francesas e foi o primeiro Doutor da Igreja franciscano.  Santo António é o padroeiro da cidade de Lisboa (São Vicente é o padroeiro do Patriarcado de Lisboa), sendo também o padroeiro secundário de Portugal. É igualmente padroeiro da cidade italiana de Pádua.  Entre nós, infelizmente, é somente lembrado como casamenteiro.  #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGiNBj7nzYv/; 180; 7]
[2020-10-19 16:54:44+00:00; pavinatto; A Subprefeitura. Se o subprefeito não for da vizinhança, vamos continuar com nossos problemas.; https://www.instagram.com/p/CGiFK6CHMn-/; 475; 29]
[2020-10-17 19:01:38+00:00; pavinatto; ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #vereadores #saopaulo #sp #respeito #subprefeitura; https://www.instagram.com/p/CGdKR4rn5El/; 183; 12]
[2020-10-17 17:17:06+00:00; pavinatto; Político não faz milagre, mas quem tem honra e age com honestidade deve desfazer os nós (e não fazer outros, como é costume entre nós).  Maria nos ensina.  O título de Nossa Senhora Desatadora dos Nós surgiu em 1700 com uma pintura do artista alemão Johann Schmidtner. A pintura, de 1,1 metro de largura por 1,82 metros de altura, encontra-se na capela de St. Peter am Perlach, em Augsburgo na Alemanha.  O artista inspirou-se no Livro do Apocalipse,12,1: “Apareceu um grande sinal no céu: uma mulher revestida do sol, a lua debaixo de seus pés e na cabeça uma coroa de doze estrelas”. E misturou a passagem com uma frase de Santo Irineu: “Eva, por sua desobediência, atou o nó da desgraça para o gênero humano; Maria por sua obediência, o desatou”.  Santa Mãe, que me seja concedida a graça de desatar os nós de São Paulo.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #fé #fe #maria #santamaria #santa #nossasenhora #mãe #mae #igreja #catolicos #crianças; https://www.instagram.com/p/CGc-UPmHv6J/; 191; 6]
[2020-10-16 22:54:16+00:00; pavinatto; Hubs de inovação e incentivo para empresas de tecnologia levarem setores de “nuvem” para os bairros mais afastados do cento: melhora mobilidade, dá perspectiva aos jovens e coloca São Paulo na vanguarda tecnológica.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #tecnologia #inovação #vereador; https://www.instagram.com/p/CGa__4dHNup/; 264; 30]
[2020-10-16 18:02:15+00:00; pavinatto; Se tem trabalho e perspectiva de desenvolvimento na nuvem, nossos bairros têm que estarem nelas! Hubs de inovação periférica. Tem como fazer!  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #sonho #sonhos #felicidade #cloud #inovação #empreendedorismo #emprego #trabalho; https://www.instagram.com/p/CGaesBWH4Gc/; 152; 16]
[2020-10-16 14:23:17+00:00; pavinatto; Em 1999, fiz uma promessa pra conseguir uma bolsa pra estudar no melhor colégio da cidade. Nossa Senhora de Fátima nunca me faltou, nem mesmo entre as idas e vindas de minha fé oscilante. Sempre me acolheu de volta em seu colo, como o filho pródigo da parábola, mesmo depois dos períodos mais radicalmente distantes. De acordo com os testemunhos de três crianças, a primeira aparição da Virgem Maria na Cova da Iria, em Fátima, Portugal, ocorreu no dia 13 de maio de 1917 e, depois, todo dia 13 durante 6 meses (excetuando-se o mês de agosto, em que ocorreu a dia 19) até 13 de outubro de 1917. É Maria que se revela às crianças e que as oferece salvação com todo amor. Inspirados em Fátima, oferecemos nossa candidatura às crianças de São Paulo, pois nelas está a salvação de nossa sociedade tão maculada pelo ódio e violência. Veneramos Nossa Senhora de Fátima e homenageamos a comunidade portuguesa em São Paulo.  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #maria #fé #fe #portugal #catolicos #igreja #igrejacatolica #perseverança #crianças #criança #infancia; https://www.instagram.com/p/CGaFoU8nc9q/; 133; 10]
[2020-10-15 22:05:15+00:00; pavinatto; Obrigado pelo carinho e por todo incentivo, querida Professora. Se estávamos juntos na Universidade, espero estar também juntos na Política. Espero poder contribuir para um Brasil melhor, especialmente para nossas crianças. FELIZ DIA DOS PROFESSORES, PROFESSORA JANAÍNA! ⠀ #professores #diadomestre  #escola #educacao #futuro #ciencia #magisterio; https://www.instagram.com/p/CGYVq0ZnyeX/; 257; 19]
[2020-10-15 20:04:05+00:00; pavinatto; Se sou Mestre, Doutor e Professor, devo agradecer à Professora Teresa Ancona Lopez, primeira mulher catedrática do Direito Civil na Faculdade de Direito da USP do Largo São Francisco. Mulher sempre a frente de seu tempo em todos os seus papéis sociais: da amiga, que acolheu e incentivou este rapaz latino americano sem dinheiro no banco, sem parentes importantes e vindo do interior, à surpreendente jurista, que, dentre tantos outros temas polêmicos percorridos com pioneirismo, desbravou, entre nós, o dano estético, pôs termo definitivo à polêmica do consumo do tabaco e trouxe à ordem do dia dos civilistas brasileiros o princípio da precaução. FELIZ DIA DOS PROFESSORES! ⠀ #mestre #diadoprofessor #conhecimento #sabedoria #universidade #educacao; https://www.instagram.com/p/CGYH1l2Hi95/; 149; 4]
[2020-10-15 18:04:21+00:00; pavinatto; SÃO FRANCISCO ⠀ (Oração de São Francisco) Senhor, fazei-me instrumento da vossa paz Onde houver ódio, que eu leve o amor Onde houver ofensa, que eu leve o perdão Onde houver discórdia, que eu leve a união Onde houver dúvida, que eu leve a fé Onde houver erro, que eu leve a verdade Onde houver desespero, que eu leve a esperança Onde houver tristeza, que eu leve alegria Onde houver trevas, que eu leve a luz Ó mestre, fazei que eu procure mais Consolar que ser consolado Compreender que ser compreendido Amar que ser amado Pois, é dando que se recebe É perdoando que se é perdoado E é morrendo que se vive Para a vida eterna ⠀ #fé #santo #santos #saofranciscodeassis #catolico #igreja #professor #poesia #literatura #historia; https://www.instagram.com/p/CGX6IjmnPbI/; 160; 8]
[2020-10-15 16:22:33+00:00; pavinatto; Obrigado, Professora Salete, por ter me ensinado a ler e escrever. Por ter me apresentado à minha alma. Feliz dia dos professores! #professor #diadosprofessores #escola #alfabetização #ensino #sesi #infancia #infantil #ler #escrita #leitura #saopaulo #sãopaulo #sampa #pavi51111 #futuro #evolução #aprender; https://www.instagram.com/p/CGXt2EdHy9T/; 90; 18]
[2020-10-15 13:08:49+00:00; pavinatto; FELIZ DIA DOS PROFESSORES A TODOS OS PROFESSORES! COMO AMO VOCÊS... ⠀ ⠀ #professor #diadosprofessores #ensino #sabedoria #escola #educacao #futuro #ciencia #magisterio; https://www.instagram.com/p/CGXYUB_Hk9t/; 422; 37]
[2020-10-15 11:02:03+00:00; pavinatto; Hoje é dia dos Professores. Como não começar o dia homenageando São José de Anchieta (e tive a honra de acompanhar, em Roma, a sua canonização pelo Papa Francisco em 2014). O Apóstolo do Brasil, fundador de São Paulo e do Rio de Janeiro, foi um dos pioneiros na introdução do cristianismo no país. O primeiro dramaturgo, o primeiro gramático da língua tupi (A Cartilha dos nativos), o primeiro poeta... S. José de Anchieta foi o Grande Professor de São Paulo e do Brasil. Que o espanhol São José de Anchieta, o imigrante dos imigrantes, rogue por nossos Mestres. #fé #santo #santos #anchieta #catolico #igreja #professor #poesia #literatura #historia; https://www.instagram.com/p/CGXJzm5n3CV/; 201; 9]
[2020-10-14 20:04:59+00:00; pavinatto; A maior biblioteca da história do Brasil? Dá pra fazer. E eu sei como! ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGVjHE8HBae/; 342; 52]
[2020-10-14 16:02:23+00:00; pavinatto; A maior biblioteca da história do Brasil? Dá pra fazer. E eu sei como! ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGVHYdPHg92/; 183; 32]
[2020-10-14 13:00:54+00:00; pavinatto; No ano de 580 um certo capitão Maurício enfrentou uma grande tempestade em alto mar. Prometeu que, se fosse salvo, construiria um santuário em sua homenagem. Desviado pelos ventos, conseguiu salvar-se e, na aldeia em que atracou, encontrou um monge que lhe disse: “Não foram os ventos que o trouxeram para este lugar. Foi Maria, para que lhe construa um santuário, quando for imperador”. A profecia cumpriu-se e o santuário foi construído em Rossano, na região da Calábria. Um artista da região iniciou uma pintura da imagem de Maria. Mas tudo o que pintava durante o dia, desaparecia durante a noite. ⠀ Numa certa noite, uma mulher com uma criança no colo pediu para entrar e rezar. Passaram longos minutos e a mulher não saía da igreja. Quando o vigilante entrou, viu a imagem da mulher e do menino estampada no lugar da pintura. Por esta razão o vigilante saiu gritando pelas ruas: Nossa Senhora Achiropita! Nossa Senhora Achiropita! (A-kirós-pita - não pintada por mãos humanas). Esta é a devoção que meus ascendentes italianos trouxeram para São Paulo e é festejada no Bairro do Bixiga todo mês de agosto. ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia  #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGUynJoHyBs/; 204; 14]
[2020-10-13 21:13:49+00:00; pavinatto; PEQUENO CIDADÃO: Democracia exige responsabilidade dos indivíduos. Por que não formar democratas? Ensinar às crianças como funciona o Brasil, o que está na nossa Constituição e que, antes do direito, existe o dever, transforma a realidade em uma geração. ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGTGMUFHomc/; 393; 27]
[2020-10-13 18:02:50+00:00; pavinatto; PEQUENO CIDADÃO: Democracia exige responsabilidade dos indivíduos. Por que não formar democratas? Ensinar às crianças como funciona o Brasil, o que está na nossa Constituição e que, antes do direito, existe o dever, transforma a realidade em uma geração. ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGSwXyGH5Ql/; 215; 29]
[2020-10-13 15:01:15+00:00; pavinatto; Sabe por que a nossa cidade foi batizada de São Paulo? Ela ganhou esse nome justamente porque sua fundação ocorreu na mesma data em que se comemora a conversão do apóstolo Paulo de Tarso. São Paulo, o apóstolo dos gentios, é considerado uma das figuras mais importantes no desenvolvimento do cristianismo (há quem diga que ele tenha criado o cristianismo). Mas o que poucos sabem é que o papel de patrono da cidade nunca coube ao santo, mas sim à pouco lembrada Santa Ana, padroeira dos moedeiros da Casa da Moeda e dos avós, mãe de Maria, avó de Jesus. Foi padroeira da nossa cidade por 226 anos, até o papa Bento XVI atender ao pedido de nosso Cardeal Arcebispo, Dom Odilo Scherer, e nomear São Paulo como padroeiro de São Paulo (em 2008). ⠀ ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGSblw6HpcV/; 222; 21]
[2020-10-13 12:02:09+00:00; pavinatto; Os gritos silenciados dentro de casa são capazes de destruir a alma. Precisamos de uma Diretoria da infância LGBTQIA+. ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGSHDxfHPzl/; 324; 32]
[2020-10-12 23:04:17+00:00; pavinatto; PROTEÇÃO DA CRIANÇA LGBTQIA+: Os gritos silenciados no lar destroem a alma. Crianças LGBTQIA+ podem sofrer agressões que doem mais que qualquer surra: vão do isolamento, passam pelo eletrochoques e chegam no abando. A já existente coordenação de políticas LGBTI de SP firmará convênio com MP e Conselhos Tutelares para um efetivo e sensibilizado acompanhamento desses casos. ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp  #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGQuExtnpYb/; 333; 15]
[2020-10-12 15:03:11+00:00; pavinatto; 12 de outubro é também o dia dedicado à Padroeira do Brasil: Nossa Senhora da Conceição Aparecida. Lembro-me do primeiro encontro: eu tinha 5 anos de idade quando fui, com minha avó, pela primeira vez à Basílica ver a imagem milagrosa. Os olhos da criança se encheram de fé e amor. Encheram-se também de fascínio pela devoção de tantas mulheres e tantos homens que lotavam aquele grandioso templo para venerar a santinha. Lá, minha avó, que hoje deve estar ao lado de Nossa Senhora, ensinou-me a da Ave Maria, a oração daqueles que rogam a ajuda dessa advogada e mãe que não cobra êxito pela graça do pai a quem, de quando em vez, desapontamos. Nossa Senhora Aparecida, rogai por nós! ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp  #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade ⠀ ⠀; https://www.instagram.com/p/CGP3BHRnvmB/; 319; 13]
[2020-10-12 12:06:30+00:00; pavinatto; ⠀ #album : 12 de outubro, DIA DAS CRIANÇAS. Infância é o tempo da brincadeira, dos sonhos sem limites, da esperança invencível...é tempo de acreditar. É tempo de ser feliz. Por isso fiz questão de voltar a maior parte dos meus projetos para as crianças: o pequeno cidadão, a biblioteca em nuvem, a proteção da criança LGBTQIA+ e cuidar das crianças em situação de rua. Nada me dói mais que uma criança sendo explorada, agredida, alienada e em constante perigo. Pensar na criança é cuidar, de fato, do futuro. É plantar uma geração menos violenta, preconceituosa, com mais oportunidades e imune a canalhas. Na foto, @epolimpio, no seu aniversário de 5 anos.. e eu com 7... ainda sem o coração despedaçado e cheio de cicatrizes da luta pela liberdade. Agradeço à minha mãe, @pavinatogoncalves, pela infância feliz que tive. Tempo em que eu sequer imaginava que eu sofreria por ser o que sou ou por agir como quero. ⠀ #porqueeusouépavi #pavinatto #pavi #51111 #pavi51111 #eleiçõesmunicipais2020 #vereadores #eleições2020 #saopaulo #sãopaulo #sp  #eleiçõesmunicipais #vereadoressp #vereadores2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade ⠀ ⠀; https://www.instagram.com/p/CGPiy75n5kB/; 334; 7]
[2020-10-11 19:27:58+00:00; pavinatto; O melhor rótulo de vinho que eu poderia encontrar.  #PorqueEuSouÉPavi #51111 #InteliGente #eleicoes2020 #subprefeitura #sampacity #sampa #gayboy #gay #lgbtqia #lgbtsp #eleiçõesmunicipais2020 #vinho #vinhos #wine #winelover; https://www.instagram.com/p/CGNwhfdnSzp/; 608; 14]
[2020-10-10 11:07:37+00:00; pavinatto; Nesta noite, choveu crítica sobre minha piada com 51, boa ideia, 111, um atrás do outro. Sugestão: Leiam Xenófanes; entendam a virtude da auto ironia. Não sejam cretinos: a falta de humor está nos mandando de volta pras trevas. #PorqueEuSouÉPavi #Pavi5111 #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #humor #saopaulo #sãopaulo #sp; https://www.instagram.com/p/CGKRpBqnYNd/; 853; 113]
[2020-10-09 21:15:55+00:00; pavinatto; Você que não é simplório e sabe a importância que tem o vereador na sua vida, não desperdice a oportunidade de apoiar quem sabe o que fazer e sabe como fazer. #pavi51111 #PorqueEuSouÉPavi; https://www.instagram.com/p/CGIzSbvnkGZ/; 421; 16]
[2020-10-08 19:36:45+00:00; pavinatto; #album : saudade desse dia tão alegre, quando minha amiga Rose Macgowan (@rosemcgowan) recebeu a notícia de que seria capa da revista Time: pessoa do ano de 2017 por ter trazido à luz a realidade de assédio e abuso sexual em Hollywood. Saudades dessa minha amiga, que também é ativista pelos direitos LGBTQIA+. Encabeçou a campanha contra a Proposição 8, que tentou proibir o casamento do mesmo sexo no estado da Califórnia. Conseguiu!  #saopaulo #sãopaulo #sp #pavinatto #pavi #51111 #pavi51111 #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade #diversidade #pic #picture #pictureoftheday #picoftheday #lgbt #lgbtq #lgbt #tbt #tbt❤️ #tbt🔙; https://www.instagram.com/p/CGGDJOSHmgI/; 1726; 12]
[2020-10-07 15:07:51+00:00; pavinatto; "Por que votar 51111"  #saopaulo #sãopaulo #sp  #pavinatto #pavi #51111 #pavi51111 #eleições2020 #eleiçõesmunicipais #eleiçõesmunicipais2020 #lgbt #lgbtq #lgbtsp #lgbtqia #gay #gayboy #vida #politica #conhecimento #respeito #historia #glamour #sonho #sonhos #felicidade; https://www.instagram.com/p/CGC_k2yHh75/; 545; 33]
