2020-12-09 17:31:00+00:00; rafinhabastos; Sim... voltamos! 2020 está salvo. #IlhaDeBarbados; 42381; 1308; ; ; https://www.instagram.com/p/CIleCZQHydf/
2020-04-01 20:16:52+00:00; rafinhabastos; m (Alerta pro textão) Em 2018, eu resolvi abraçar um sonho antigo: Fazer o que amo, nos lugares que sempre sonhei, dividindo o palco com comediantes que sempre assisti e admirei. Estou há 2 anos morando nos Estados Unidos fazendo stand-up em inglês pelo país inteiro. Esta jornada não teria êxito algum sem o apoio de toda a galera que sempre curtiu meu trabalho. Seja indo nos shows ou dando um like nas minhas redes, o povo embarcou nessa estrada comigo e tá acompanhando cada passo meu. Muita coisa foda rolou em pouco tempo e sinto que é hora de pensar maior ainda. Agora cheguei num novo momento dessa história: Preciso construir um novo público pro meu trampo.  Pra isso preciso de novo da tua força. Meu 1º passo nessa busca: Criei um perfil em inglês no Instagram onde comecei a postar alguns vídeos meus nos palcos americanos. Segue o @raficomedy e, se puder, deixa um like ali nos posts que surgirem pra você. Dá pra seguir meus 2 perfis tranquilo porque o conteúdo ali é diferente (e meus vídeos do palco tem legenda em português). Você vai notar que hoje 95% dos comentários ali são da galera brasileira, mas aos poucos os gringos vão chegando... e daqui a pouco, dominamos o mundo. Muhahahahahe (risada maligna)! Obrigado pelo força de sempre. 🙌 (📸 @leocunhamedia); 10587; 317; ; ; https://www.instagram.com/p/B-c4sxZnqJO/
2020-03-28 12:30:48+00:00; rafinhabastos; Feliz aniversário, filho! Happy birthday, Tonzera! 🥳🎈🎉; 26244; 291; ; ; https://www.instagram.com/p/B-RwLxRH-Gm/
2020-03-27 22:46:23+00:00; rafinhabastos; Praticando a distância social porque não temos histórico de atleta. /// 🇺🇸 Just practicing social distance. @bolota_e_derci @motzartbolota; 32600; 291; ; ; https://www.instagram.com/p/B-QR1itHmoI/
2020-03-27 18:39:02+00:00; rafinhabastos; Gênio!!! Geeeeenius!!! #corona #coronamemes #coronavirus #virus #stayhome #stayhealthy #borisjohnson @borisjohnsonuk #uk; 18377; 535; ; ; https://www.instagram.com/p/B-P1NNwH5ZW/
2020-03-27 13:22:03+00:00; rafinhabastos; Justo.; 53213; 1604; ; ; https://www.instagram.com/p/B-PRQK1ncsx/
2020-03-25 17:04:13+00:00; rafinhabastos; O nosso fabuloso mito. Grande ATRETA! 🙌🙌🙌; 52698; 2672; ; ; https://www.instagram.com/p/B-Kg8THHWsG/
2020-03-25 03:02:02+00:00; rafinhabastos; Difícil explicar pra uma criança quando catástrofes como essa acontecem no mundo. #ForçaPlaneta; 11017; 247; ; ; https://www.instagram.com/p/B-JANoiH-cH/
2020-03-23 02:58:41+00:00; rafinhabastos; 🧻 Papel higiênico... saber que você existe, faz-me forte para suportar a dor da sua ausência. Saudade. /// 🇺🇸 Toilet paper... knowing that you exist, makes me strong to endure the pain of your absence. Miss ya.; 18649; 241; ; ; https://www.instagram.com/p/B-D2vAiniAd/
2020-03-13 21:22:18+00:00; rafinhabastos; I love my country!!! ❤️ /// Eu amo o meu país ❤️!!! Ps: Só uma palhinha aqui dos EUA. Compartilha se puder pra dar bastante view e a Netfix me dar um especial lindo em inglês. 🙌 Ps: esse texto é bem maior, mas aqui só coloquei um minuto. @comedycellarusa #standupcomedy #standup #comedy #humor; 40747; 1165; ; ; https://www.instagram.com/p/B9sEowZH7nG/
2020-03-13 01:56:21+00:00; rafinhabastos; O Di Ferrero tá com o Coronavírus. Esta foto foi tirada há 12 dias. E assim nasce o grupo Corona Boys. Prepare-se... seu coração será infectado. Ps: Melhoras Di!!! Nos vemos na Santa Casa. /// 🇺🇸 Di Ferrero (the guy on the right) has the Coronavirus. This photo was taken 12 days ago. And the Corona Boys group is born. Get ready ... your heart will be infected. Ps: Get well, Di !!! See you at the hospital.; 24983; 432; ; ; https://www.instagram.com/p/B9p_pxHnAZK/
2020-03-10 23:53:24+00:00; rafinhabastos; Siga o seu sonhos… a não ser que eles sejam muito difíceis de serem conquistados, aí é melhor mudar de ideia, fazer um concurso público e ficar de boas. Funcionários públicos tem estabilidade no emprego... isso significa uma vida segura e sem surpresas desagradáveis. Pense nisso (📷: @photovanessacarvalho). /// 🇺🇸 Follow your dreams ... unless they are very difficult to achieve, then it is better to change your mind, start working for the government and chill out. Public employees have job stability, which means a safe life without unpleasant surprises. Think about it (📷: @photovanessacarvalho).; 11195; 195; ; ; https://www.instagram.com/p/B9kn_fBHiEZ/
2020-03-05 22:22:50+00:00; rafinhabastos; Olá! Eu sou o modelo. Já fiz comerciais para grandes marcas e tenho um book. Obrigado. /// 🇺🇸 Hi! I am a model. Thanks.; 16129; 113; ; ; https://www.instagram.com/p/B9Xlpwanyy0/
2020-03-04 20:23:42+00:00; rafinhabastos; A humilhante arte de conversar com a barriga durante a gravidez.; 21767; 444; ; ; https://www.instagram.com/p/B9UzKr3HaVS/
2020-03-04 13:15:36+00:00; rafinhabastos; #ForçaBabu; 79114; 1247; ; ; https://www.instagram.com/p/B9UCO2hn9pR/
2020-03-03 08:27:31+00:00; rafinhabastos; Só um pouco de vida real nesse mar de fotos de pessoas maquiadas, musculosas, perfumadas, ultra-felizes em paisagens paradisíacas que virou o seu Instagram. 🙌 /// 🇺🇸 Just a little bit of real life in this sea of photos of make-up, muscular, perfumed, ultra-happy people in paradisiacal landscapes that is called Instagram. 🙌; 42036; 446; ; ; https://www.instagram.com/p/B9Q8eAFn-G0/
2020-02-27 18:10:27+00:00; rafinhabastos; Noite linda em NYC. Lotamos o @carolinesonbway numa quarta-feira. Obrigado pela parceria @fabiorabin e @maumeirelles... vocês mandaram bem demais (mesmo o Mauricio tendo parado no nível 3 no CCAA). Foi o primeiro de muitos. Tô aqui construindo algo muito legal... é um prazer ter meus parceiros em uma parte dessa jornada. Obrigado a todos que compareceram (📷: @photovanessacarvalho). /// 🇺🇸 Beautiful night in NYC. We sold out @carolinesonbway on a wednesday. Thank you for the partnership @fabiorabin and @maumeirelles ... you did fucking great (even though Mauricio stopped at level 3 at CCAA)! It was the first of many. I'm here building something very cool ... it is a pleasure to have my partners be part of this journey. Thanks to everyone who attended (📷: @photovanessacarvalho).; 15797; 134; ; ; https://www.instagram.com/p/B9FHNKUHby8/
2020-02-24 16:39:38+00:00; rafinhabastos; Mais que amigo.... FRIENDS. @ilhadebarbados; 7314; 243; ; ; https://www.instagram.com/p/B89OYuSHlXu/
2020-02-22 21:03:27+00:00; rafinhabastos; Eu e um relógio. Obrigado. /// 🇺🇸 Me and a clock. Thank you.; 17665; 113; ; ; https://www.instagram.com/p/B84jB4Xn1QX/
2020-02-20 20:56:43+00:00; rafinhabastos; ; 45600; 1809; ; ; https://www.instagram.com/p/B8zYYDMnzQG/
2020-02-19 17:18:13+00:00; rafinhabastos; A empregada doméstica agora não apenas vai pra Disneylândia, como vai ser toda da porra toda. Grande iniciativa dos meus parceiros da @321go.travel. Segue eles aí! #ChupaGuedes; 5916; 220; ; ; https://www.instagram.com/p/B8warDrHVXK/
2020-02-18 22:33:37+00:00; rafinhabastos; Veja na segunda foto quem é um ÍCONE DA COMÉDIA MUNDIAL. /// See in the second picture who is an INTERNATIONAL COMEDY ICON. Ps: I’ve had diarrhea for the past 4 days. Thank you.; 16050; 369; ; ; https://www.instagram.com/p/B8uaKubnVOZ/
2020-02-16 22:22:47+00:00; rafinhabastos; Depois de 2 anos me apresentando nos EUA, tenho hoje a chance de ajudar meus parceiros a subirem em palcos que a gente sempre sonhou estar. Dia 26 em Nova York!!! Esta noite vai ser especial. Infos completas e ingressos na minha bio. Ps: Show em inglês.; 2254; 46; ; ; https://www.instagram.com/p/B8pO8kPHuhH/
2020-02-14 18:46:22+00:00; rafinhabastos; Happy Valentines day, Vi! I love sharing my life with you. Te amo. ❤️ Ps: Nem zoei. O que tá acontecendo?; 32723; 166; ; ; https://www.instagram.com/p/B8js-2UH5Sg/
2020-02-13 01:52:38+00:00; rafinhabastos; A pessoa ganha ou perde seguidores com a camisa do Flamengo. Se ganhar, sempre fui Rubro-Negro. Se perder, achei que era só uma regata com um listrado meio bosta.; 29789; 667; ; ; https://www.instagram.com/p/B8fULLUnZ8M/
2020-02-09 18:17:00+00:00; rafinhabastos; Tudo foi um grande plano arquitetado por roteiristas americanos pra eu conquistar o mundo. Você foi enganado. Desculpe. Link da reportagem na minha bio. Ps: Clica no link mesmo. Tô querendo provar que não é só matéria sobre os meus adoráveis processinhos que dão clique.; 36865; 546; ; ; https://www.instagram.com/p/B8WxpaHndKA/
2020-02-07 12:55:22+00:00; rafinhabastos; Sexta-feira... dia da ajudinha. 😉🙌; 71385; 3722; ; ; https://www.instagram.com/p/B8RDP3on-Ng/
2020-02-04 17:46:11+00:00; rafinhabastos; O half é o PC. @ilhadebarbados; 25516; 347; ; ; https://www.instagram.com/p/B8J2JP6nnHZ/
2020-02-02 16:50:17+00:00; rafinhabastos; Nos anéis do Sonic. Acabamos de assistir a pré-estreia do filme. Tá sensacional! É muito bom ver o Jim Carey sendo o Jim Carey e não um espírito de luz que enxergou o sentido da vida e entendeu que a nossa existência blablablabla tua mãe vende pastel na feira. @ParamountBrasil #SonicOFilme; 12897; 55; ; ; https://www.instagram.com/p/B8EmKKMHtaC/
2020-01-31 14:06:28+00:00; rafinhabastos; Eu. Valeu @BrenoAlvesOZ!; 14240; 170; ; ; https://www.instagram.com/p/B7_J0j4Hbp2/
2020-01-30 15:25:29+00:00; rafinhabastos; Gravando com essas pessoas que tanto gosto muito bastante. ❤️; 14936; 141; ; ; https://www.instagram.com/p/B78uEYqHds2/
2020-01-27 17:24:46+00:00; rafinhabastos; Sorvete a -6 °C... pneumonia é pros fracos! /// 🇺🇸 Ice-cream at 21 °F... pneumonia is for the weak!; 14438; 52; ; ; https://www.instagram.com/p/B71NVYynJ1A/
2020-01-27 01:23:41+00:00; rafinhabastos; Todo mundo homenageando o Kobe (inclusive eu no Youtube), um dos maiores atletas de todos os tempos que morreu hoje de maneira trágica. Triste demais. Sabe quem era um dos ídolos dele? Esse cara na foto: Oscar Schimdt. No Brasil, temos o péssimo costume de não celebrar os nossos ídolos... muitos deles estão aí... do nosso lado. Tá na hora da gente aprender a valorizar estes caras. São poucos... e daqui a pouco não estão mais aqui. Puta dia triste hoje. Ps: Postei um vídeo sobre o Kobe no meu canal do Youtube. Assiste lá! /// 🇺🇸 Everyone honoring Kobe (including me on Youtube), one of the greatest athletes of all time who died today in a tragic way. Do you know who one of his idols was? This guy in the photo: Oscar Schimdt, our best play ever. In Brazil, we have the bad habit of not celebrating our idols ... many of them are here ... on our side. It's time for us to value these guys. They are few ... and in a little while they will no longer be here. Sad day.; 59329; 348; ; ; https://www.instagram.com/p/B7zfWPTnyUu/
2020-01-26 05:29:17+00:00; rafinhabastos; Tentei uma foto poética... saí abismado com tamanho da sombra que meu nariz deixa no meu rosto. /// 🇺🇸 I tried a poetic photo... I am amazed on the size of the shadow my nose leaves on my face.; 14401; 99; ; ; https://www.instagram.com/p/B7xWqJFnBcu/
2020-01-25 16:56:01+00:00; rafinhabastos; Pode respirar tranquilo: A vovó do tráfico e suas viciantes guloseimas agora estão fora das ruas. Mais uma operação de sucesso do Cabo Saulo e do Tenente Sergio Marcos. #ChamadoCentral @evandroarodrigues Ps: Estou pensando em postar mais episódios no Youtube. O que vocês acham?; 20486; 802; ; ; https://www.instagram.com/p/B7v_zuRnq6W/
2020-01-19 18:16:13+00:00; rafinhabastos; Teu filho te acordando... a 2ª melhor coisa do mundo. Em 1º lugar: NINGUÉM TE ACORDANDO. Ps: Nenhuma criança morreu asfixiada na execução dessa foto. /// 🇺🇸 Your kid waking you up... the 2nd best thing ever. In 1st place: NOBODY WAKING YOU UP. Ps: No child died asphyxiated in the making of this photo.; 17815; 91; ; ; https://www.instagram.com/p/B7gs3O8HvE8/
2020-01-19 01:17:22+00:00; rafinhabastos; Isso a Globo não mostra.; 44092; 315; ; ; https://www.instagram.com/p/B7e4Q7PHLvW/
2020-01-16 18:59:43+00:00; rafinhabastos; #tbt O dia que meu DVD foi censurado e eu distribui ele. Acho interessante ver uma galera (principalmente jornalista) lutando por liberdade de expressão contra o que ocorreu com a Porta dos Fundos (luta muito justa na qual eu me incluo), mas ficou quietinho quando eu tomei no rabo. Porque? Simplesmente porque o meu humor não encaixa no discursinho deles. Ouvi muito: “Ele luta por liberdade de expressão para poder ofender quem quiser”, um argumento covarde e bobinho. Liberdade de expressão PRECISA SER IRRESTRITA... PLENA. Ou todos são livres, ou não existe liberdade. E se você se sentir ofendido, engole o choro e fecha o browser (ou desliga a TV). Simples assim.; 26026; 668; ; ; https://www.instagram.com/p/B7ZCPRznhFU/
2020-01-13 18:50:21+00:00; rafinhabastos; New York!!! A galera que mora aqui me pergunta toda hora quando vai poder me assistir em New York (sempre posto stories após os shows). Chegou a hora! Dia 26/2 no @carolinesonbway, na Broadway. Infos e link pra vendas na minha bio. *Show em inglês; 4855; 75; ; ; https://www.instagram.com/p/B7RT_-dHt0D/
2020-01-12 15:36:37+00:00; rafinhabastos; Meu filho odeia quando eu imito o Faustão da privada. Triste isso. Muito triste.; 21582; 541; ; ; https://www.instagram.com/p/B7OY7paHEqi/
2020-01-12 00:18:35+00:00; rafinhabastos; Todo pai é um verdadeiro super-herói! Mentira… o meu é médico. Gastroenterologista. O máximo que ele salvou foram alguns pacientes na luta contra a gastrite. Talvez os pacientes vejam super poderes nele. Então talvez meu pai seja um super herói. Um herói do SUS. Não sei mais o que tô dizendo. Desculpa.; 25705; 138; ; ; https://www.instagram.com/p/B7Mv-T8nICI/
2020-01-09 18:34:20+00:00; rafinhabastos; #TBT O dia que o Jô foi assistir o Clube da Comédia. No final do show, ele me puxou num canto e me elogiou muito. Fiquei feliz. Na semana seguinte, ele chamou todos os integrantes do grupo no programa dele... menos eu. Gordo pau no cu.; 56525; 1617; ; ; https://www.instagram.com/p/B7G-_IhngJD/
2020-01-08 22:59:13+00:00; rafinhabastos; Prioridades.; 17793; 98; ; ; https://www.instagram.com/p/B7E4gZQHktb/
2020-01-07 20:16:47+00:00; rafinhabastos; Saí na lista da Vulture (New York Magazine) dos 10 comediantes estrangeiros que estão fazendo barulho na cena da comédia americana. É só o começo. 🙌 /// 🇺🇸 I am one of the ten comedians on Vulture (New York Magazine) this week, talking about the process of doing comedy in english. It is only the beginning. 🙌; 14284; 407; ; ; https://www.instagram.com/p/B7CBHwFHs3A/
2020-01-06 11:33:07+00:00; rafinhabastos; Quero agradecer a todos que curtem e acompanham minha carreira. São demonstrações de carinho espontâneas e emocionantes como essa que fazem o meu trabalho valer a pena.; 22787; 503; ; ; https://www.instagram.com/p/B6-gB5VHFmn/
2020-01-01 08:42:36+00:00; rafinhabastos; Nóis no 2020!!! 🙌 Ps: O urso tá na bad.; 19574; 80; ; ; https://www.instagram.com/p/B6xU6J8Hx0G/ 
