[2020-12-05 22:47:05+00:00; AnaPaulaVolei; @jeffs_araujo35 ❤️ Mestre demais.; 0; 0; 19; 0; https://twitter.com/AnaPaulaVolei/status/1335355040362479617; None; None] 
[2020-07-25 00:08:30+00:00; AnaPaulaVolei; @MirandaSa_ E quem decide o que é “fake news”?; 10; 11; 55; 0; https://twitter.com/AnaPaulaVolei/status/1286815553911316481; None; None] 
[2020-07-24 22:12:27+00:00; AnaPaulaVolei; Ditadura do STF.   A realidade é essa.   Acordem.; 1049; 7736; 42107; 302; https://twitter.com/AnaPaulaVolei/status/1286786347945009153; None; None] 
[2020-07-21 16:20:04+00:00; AnaPaulaVolei; @marcello_curtis Aqueles dois têm que sair de lá. Pra ontem.; 14; 17; 347; 3; https://twitter.com/AnaPaulaVolei/status/1285610505223143427; None; None] 
[2020-07-21 16:19:07+00:00; AnaPaulaVolei; @fdalsotto Esse STF segue a Constituição. Essa é a piada.; 6; 2; 50; 0; https://twitter.com/AnaPaulaVolei/status/1285610266303115269; None; None] 
[2020-07-21 16:12:01+00:00; AnaPaulaVolei; @Rconstantino I’m in.☺️❤️; 23; 50; 1940; 1; https://twitter.com/AnaPaulaVolei/status/1285608478095155200; None; None] 
[2020-07-21 16:11:07+00:00; AnaPaulaVolei; Há alguma dúvida ainda de que esse STF que está aí, com esses ministros, é uma das maiores pedras no caminho do Brasil?  https://t.co/TaZOPNAHas; 1911; 6497; 32135; 634; https://twitter.com/AnaPaulaVolei/status/1285608251086831616; None; None] 
[2020-07-20 19:32:39+00:00; AnaPaulaVolei; @AdrillesRJorge @luislacombereal @paulomathias @lnarloch Tutis tutis.☺️😍🎉👊; 6; 24; 1488; 1; https://twitter.com/AnaPaulaVolei/status/1285296581990690816; None; None] 
[2020-07-20 19:31:52+00:00; AnaPaulaVolei; @paulomathias @lnarloch @AdrillesRJorge @luislacombereal ❤️❤️❤️❤️; 10; 22; 896; 0; https://twitter.com/AnaPaulaVolei/status/1285296385634349056; None; None] 
[2020-07-18 13:39:46+00:00; AnaPaulaVolei; @biraiorio 😄 https://t.co/Ld8a2iDuUu; 4; 8; 136; 0; https://twitter.com/AnaPaulaVolei/status/1284483001460469760; None; None] 
[2020-07-18 04:39:47+00:00; AnaPaulaVolei; @biraiorio Ah, professor!!❤️ Ganhei o meu dia!! Vou emoldurar esse tuíte pq vc é um exemplo pra mim! Obrigada!; 5; 7; 220; 0; https://twitter.com/AnaPaulaVolei/status/1284347110179999746; None; None] 
[2020-07-16 22:13:47+00:00; AnaPaulaVolei; @luislacombereal @alexandregarcia @BoletimCoppolla Parabéns pela iniciativa, Lacombe. Já nasceu um sucesso absoluto! And the best is yet to come!🙏 Obrigada pela carinhosa menção.❤️; 47; 314; 6907; 2; https://twitter.com/AnaPaulaVolei/status/1283887582577754113; None; None] 
[2020-07-16 19:12:33+00:00; AnaPaulaVolei; @biraiorio Que bálsamo foi essa live, professor.; 9; 18; 644; 0; https://twitter.com/AnaPaulaVolei/status/1283841971140718592; None; None] 
[2020-07-16 18:39:37+00:00; AnaPaulaVolei; Que projeto maravilhoso e que já nasceu um sucesso! Parabéns, @luislacombereal pelos quase quase 1 milhão de inscritos em poucos dias no seu canal no YouTube!🙏🙌 E hj recebendo numa incrível super live, @alexandregarcia e @BoletimCoppolla!Que trio!🙌❤️  O bom jornalismo respira! https://t.co/pvlO2ZuMXm; 709; 4568; 39415; 161; https://twitter.com/AnaPaulaVolei/status/1283833686199111680; None; None] 
[2020-07-14 00:30:30+00:00; AnaPaulaVolei; @Rconstantino Muito bom o papo! Obrigada, querido!🙏; 17; 80; 2910; 1; https://twitter.com/AnaPaulaVolei/status/1282834823308906498; None; None] 
[2020-07-14 00:18:32+00:00; AnaPaulaVolei; @marianabritosl @Rconstantino ❤️❤️❤️; 0; 1; 50; 0; https://twitter.com/AnaPaulaVolei/status/1282831812616577024; None; None] 
[2020-07-10 16:52:55+00:00; AnaPaulaVolei; @BeldurtuEz Já publiquei, mas com o curso e o livro saindo, essa semana e a próxima estou sem tempo mesmo...só no café! Estômago já era. Rsrs; 2; 1; 45; 0; https://twitter.com/AnaPaulaVolei/status/1281632503397093376; None; None] 
[2020-07-10 16:50:14+00:00; AnaPaulaVolei; @diegonog_cec Tá bem informada a senhora. Queiroz é tão querido por mim quanto esses aí.; 2; 2; 109; 0; https://twitter.com/AnaPaulaVolei/status/1281631831066984449; None; None] 
[2020-07-10 15:41:09+00:00; AnaPaulaVolei; @luislacombereal Estaremos lá com vc! Já inscrita. Break a leg e muito sucesso!🙏🍀; 22; 73; 1685; 1; https://twitter.com/AnaPaulaVolei/status/1281614446171787265; None; None] 
[2020-07-10 15:12:47+00:00; AnaPaulaVolei; #FollowTheMoney; 218; 1806; 14524; 60; https://twitter.com/AnaPaulaVolei/status/1281607307797753857; None; None] 
[2020-07-10 14:33:55+00:00; AnaPaulaVolei; @YodaSapiens_29 https://t.co/2cdMGHQXog; 16; 13; 215; 3; https://twitter.com/AnaPaulaVolei/status/1281597523321212928; None; None] 
[2020-07-10 14:29:50+00:00; AnaPaulaVolei; @crisbnmarin Eita.; 4; 1; 174; 0; https://twitter.com/AnaPaulaVolei/status/1281596497012768770; None; None] 
[2020-07-10 14:28:47+00:00; AnaPaulaVolei; 😮🤭; 209; 342; 7891; 10; https://twitter.com/AnaPaulaVolei/status/1281596232561946624; None; None] 
[2020-07-07 23:15:48+00:00; AnaPaulaVolei; @Hencortre @AiltonBenedito 😍👊; 0; 1; 5; 0; https://twitter.com/AnaPaulaVolei/status/1280641698872188928; None; None] 
[2020-07-07 23:15:21+00:00; AnaPaulaVolei; @EduMkvl7 @AiltonBenedito Como assim?; 1; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1280641584850034688; None; None] 
[2020-07-07 23:14:59+00:00; AnaPaulaVolei; @marianabritosl @ASachsida Essa é a turma que “luta contra a ditadura e o fascismo”. Doentes.; 4; 35; 721; 0; https://twitter.com/AnaPaulaVolei/status/1280641489974857728; None; None] 
[2020-07-07 20:00:22+00:00; AnaPaulaVolei; @AiltonBenedito Aqui idem.; 38; 39; 1046; 3; https://twitter.com/AnaPaulaVolei/status/1280592515049992192; None; None] 
[2020-07-07 19:48:55+00:00; AnaPaulaVolei; @Rconstantino @GTMacalossi Macalossi, Cláudia Raia contraiu o vírus, e transmitiu p/os filhos, trancada em casa durante semanas, apenas usando o elevador p/buscar delivery de comida. Gosto de muitos dos seus comentários, mas não podemos atravessar algumas fronteiras por questões políticas.; 62; 229; 3040; 9; https://twitter.com/AnaPaulaVolei/status/1280589633177309185; None; None] 
[2020-07-07 19:40:21+00:00; AnaPaulaVolei; Ah, mas aí é liberdade de expressão.👍 https://t.co/HiJuh1Y5v2; 2238; 6075; 36934; 756; https://twitter.com/AnaPaulaVolei/status/1280587478315921409; None; None] 
[2020-07-05 12:37:07+00:00; AnaPaulaVolei; @biraiorio Obrigada, professor. Agora que eu já soube que vc está craque no Instagram, quero uma live!😃❤️; 13; 26; 716; 0; https://twitter.com/AnaPaulaVolei/status/1279756191027982337; None; None] 
[2020-07-03 17:38:59+00:00; AnaPaulaVolei; Continuaremos aqui, mas também estamos lá.😉  Let’s go.👊  #ParlerApp @parler_app   https://t.co/X1HV0ogGx3 https://t.co/H3UQUqbqcZ; 144; 309; 3361; 10; https://twitter.com/AnaPaulaVolei/status/1279107384183386113; None; None] 
[2020-07-02 04:16:32+00:00; AnaPaulaVolei; @Patricio19764 That’s me! 🙋🏻‍♀️; 0; 0; 5; 0; https://twitter.com/AnaPaulaVolei/status/1278543052710113281; None; None] 
[2020-07-01 18:18:57+00:00; AnaPaulaVolei; @BurgessOwens You did it! There is hope! Grateful for your amazing work, Mr Owens!; 3; 53; 550; 0; https://twitter.com/AnaPaulaVolei/status/1278392666821025793; None; None] 
[2020-07-01 14:42:36+00:00; AnaPaulaVolei; @voia72 Vergonha.; 1; 0; 6; 0; https://twitter.com/AnaPaulaVolei/status/1278338221286408197; None; None] 
[2020-07-01 01:23:53+00:00; AnaPaulaVolei; “É difícil imaginar uma maneira mais perigosa de tomar decisões do que deixá-las nas mãos de pessoas que não pagam o preço por estarem erradas”.  Thomas Sowell.  Que esses senadores nunca mais sejam esquecidos. Aqui os nomes do Senado da Mordaça. https://t.co/5lzAVGEn4i; 1238; 8827; 26002; 791; https://twitter.com/AnaPaulaVolei/status/1278137214015164416; None; None] 
[2020-06-30 22:18:43+00:00; AnaPaulaVolei; @LilaGraceRose This was very hard to watch. Pure evil. God help us.; 34; 170; 1777; 4; https://twitter.com/AnaPaulaVolei/status/1278090616971210752; None; None] 
[2020-06-30 17:06:25+00:00; AnaPaulaVolei; @FeikiNilson Uma querida amiga hoje.❤️; 1; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1278012022760726530; None; None] 
[2020-06-30 17:05:58+00:00; AnaPaulaVolei; @profandremil Espero estar mais tranquila semana que vem.; 1; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1278011910500184065; None; None] 
[2020-06-30 17:05:31+00:00; AnaPaulaVolei; @pedrojornalist4 É isso. Leitura que muda vidas!; 0; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1278011798856192000; None; None] 
[2020-06-30 17:04:42+00:00; AnaPaulaVolei; @samuelrfer Vida longa ao mestre!🙌; 0; 0; 3; 0; https://twitter.com/AnaPaulaVolei/status/1278011592580329472; None; None] 
[2020-06-30 16:57:33+00:00; AnaPaulaVolei; @jrguzzofatos Meus dois mestres!❤️❤️; 3; 18; 372; 1; https://twitter.com/AnaPaulaVolei/status/1278009790875095040; None; None] 
[2020-06-30 16:56:53+00:00; AnaPaulaVolei; @stumpfle Tudo com sonhos, mas nada de sono, Dr...só no café!😅☕️; 2; 1; 5; 0; https://twitter.com/AnaPaulaVolei/status/1278009622989729792; None; None] 
[2020-06-30 16:56:06+00:00; AnaPaulaVolei; @JustRoDaFro @parler_app Já estou lá!; 2; 0; 6; 0; https://twitter.com/AnaPaulaVolei/status/1278009428877299712; None; None] 
[2020-06-30 16:55:45+00:00; AnaPaulaVolei; @f382022 Muito trabalho... resolvi fazer tudo de uma vez! Se não for com emoção nem faço...😅 Sem comer, sem dormir...só no café... ☕️☕️☕️☕️☕️☕️☕️; 4; 0; 33; 0; https://twitter.com/AnaPaulaVolei/status/1278009338234171393; None; None] 
[2020-06-30 16:53:18+00:00; AnaPaulaVolei; @Patrick71618766 Novembro, se Deus quiser.🙏; 1; 0; 6; 0; https://twitter.com/AnaPaulaVolei/status/1278008722409709568; None; None] 
[2020-06-30 16:42:17+00:00; AnaPaulaVolei; Ocupada c/o curso e livro, mas não poderia deixar de passar aqui p/homenagear um dos homens mais incríveis da atualidade. 90 anos hoje!🙏Happy Birthday, Thomas Sowell!🙌  “Qd você quer ajudar as pessoas, diga a verdade.Qd você quer ajudar a si mesmo,diga o que elas querem ouvir.“ https://t.co/pUeqkHogUP; 102; 826; 6077; 31; https://twitter.com/AnaPaulaVolei/status/1278005950998147072; None; None] 
[2020-06-29 18:14:57+00:00; AnaPaulaVolei; @RealDeanCain You’ve gotta be kidding me!!; 5; 6; 132; 1; https://twitter.com/AnaPaulaVolei/status/1277666882770751488; None; None] 
[2020-06-29 17:57:13+00:00; AnaPaulaVolei; @hbredda “The cry is free”.☺️; 3; 12; 422; 0; https://twitter.com/AnaPaulaVolei/status/1277662418672336897; None; None] 
[2020-06-26 01:44:40+00:00; AnaPaulaVolei; @Rafael_vmesquer @biraiorio Com essa capa só block na causa.😝 https://t.co/ou9s0uFGmU; 3; 2; 61; 0; https://twitter.com/AnaPaulaVolei/status/1276330506687098880; None; None] 
[2020-06-26 01:11:20+00:00; AnaPaulaVolei; @crisbnmarin @hbredda @luislacombereal ❤️; 1; 0; 33; 0; https://twitter.com/AnaPaulaVolei/status/1276322119698182144; None; None] 
[2020-06-26 01:00:27+00:00; AnaPaulaVolei; @templarmontoya @hbredda Pq ainda é a maioria que vence eleições. :) Pelo menos por enquanto.😅; 0; 0; 0; 0; https://twitter.com/AnaPaulaVolei/status/1276319377147564032; None; None] 
[2020-06-26 00:49:46+00:00; AnaPaulaVolei; @hbredda Andamos com um alvo nas costas, caro. Não importa onde. Mas a cada ataque, a cada demissão, o totalitarismo e a covardia dessa gente são expostos. É quando aparecem muitos de uma maioria silenciosa no campo de batalha.; 38; 319; 2805; 7; https://twitter.com/AnaPaulaVolei/status/1276316690968530950; None; None] 
[2020-06-25 19:18:19+00:00; AnaPaulaVolei; @biraiorio @luislacombereal Podemos até dizer recém saídos do armário, professor. Muitas máscaras no chão. Os liberais não eram tão liberais assim.; 17; 54; 755; 1; https://twitter.com/AnaPaulaVolei/status/1276233278341607425; None; None] 
[2020-06-25 19:04:12+00:00; AnaPaulaVolei; Cada dia é um alvo. Não é difícil entender o que está em curso. Meu beijo, @luislacombereal. Vc é maior e muitos, muitos mesmo, estão com vc. ❤️ https://t.co/QTtpmYpGc6; 948; 4391; 35023; 192; https://twitter.com/AnaPaulaVolei/status/1276229726336462848; None; None] 
[2020-06-25 02:16:39+00:00; AnaPaulaVolei; @ASachsida Finalmente, mestre! Dia histórico! Vamos que vamos.🙏🏻; 21; 89; 3039; 0; https://twitter.com/AnaPaulaVolei/status/1275976168575909888; None; None] 
[2020-06-24 13:09:59+00:00; AnaPaulaVolei; @GadSaad True.   (Are you running away from our showdown?☺️); 2; 1; 51; 0; https://twitter.com/AnaPaulaVolei/status/1275778196424671235; None; None] 
[2020-06-24 12:44:28+00:00; AnaPaulaVolei; @larryelder @christianllamar Uncle Tom is amazing, Larry! Wow. Can’t stop promoting it. Everyone in the movie is so inspiring.; 3; 0; 12; 0; https://twitter.com/AnaPaulaVolei/status/1275771776778113024; None; None] 
[2020-06-24 12:06:47+00:00; AnaPaulaVolei; Trabalhando intensamente no meu curso (política americana, lançamento 4/7!) e no meu livro (Reagan!), mas passei para dizer que além de fascista, transfóbica, homofóbica, nazista, taxista, sambista e eletricista, eu tbm maltrato animais fofinhos e como gatinhos.   Vão trabalhar.; 1681; 3353; 34575; 158; https://twitter.com/AnaPaulaVolei/status/1275762290260758528; None; None] 
[2020-06-18 05:17:19+00:00; AnaPaulaVolei; @filipetrielli Não sei mais o que pensar.; 26; 28; 463; 1; https://twitter.com/AnaPaulaVolei/status/1273484920610947073; None; None] 
[2020-06-18 05:00:21+00:00; AnaPaulaVolei; @rrbarbosa64 @ininhalima Português. História e política pra entender todo o cenário sem precisar dos “correspondentes internacionais” empurrando as bobagens da CNN e NYTimes.☺️; 27; 9; 78; 9; https://twitter.com/AnaPaulaVolei/status/1273480651040124933; None; None] 
[2020-06-18 01:45:49+00:00; AnaPaulaVolei; @robsmithonline “Idem velle idem nolle”.; 3; 2; 27; 0; https://twitter.com/AnaPaulaVolei/status/1273431693202878464; None; None] 
[2020-06-17 18:01:53+00:00; AnaPaulaVolei; @sfmelo13 @stumpfle Entendeu sim, rapaz. Tome tento e vá falar bobagem em outro parquinho.; 7; 1; 29; 0; https://twitter.com/AnaPaulaVolei/status/1273314941324283904; None; None] 
[2020-06-17 17:22:15+00:00; AnaPaulaVolei; @PdpRegi @stumpfle A primeira vez parece trabalhoso, mas depois vc percebe que não é difícil. Na verdade, é bem simples. Basta iniciar que depois tudo corre sozinho. E funciona!; 2; 4; 79; 0; https://twitter.com/AnaPaulaVolei/status/1273304965889417216; None; None] 
[2020-06-17 17:20:45+00:00; AnaPaulaVolei; @sfmelo13 @stumpfle Não te obriguei a estar aqui.; 9; 1; 26; 0; https://twitter.com/AnaPaulaVolei/status/1273304590046224384; None; None] 
[2020-06-17 16:21:43+00:00; AnaPaulaVolei; @ininhalima Vou lançar um curso sobre política americana dia 4 de julho e estou bem atolada com a finalização do material e das gravações... https://t.co/EShUe9TsX8; 179; 14; 252; 60; https://twitter.com/AnaPaulaVolei/status/1273289732634497024; None; None] 
[2020-06-17 16:03:03+00:00; AnaPaulaVolei; @stumpfle E parece que dessa vez serão dezenas de milhares de reais. As instituições de caridade agradecem.; 29; 14; 325; 1; https://twitter.com/AnaPaulaVolei/status/1273285034271666176; None; None] 
[2020-06-17 15:52:49+00:00; AnaPaulaVolei; Já imaginaram onde estaríamos como nação se o STF nos últimos anos tivesse mostrado o mesmo zelo, empenho e dedicação “pela verdade”? Quantas condenações de políticos vimos na Lava Jato? Quantos processos engavetados? Quantos amigos da corte foram soltos? #STFVergonhaNacional; 4427; 14882; 62937; 1413; https://twitter.com/AnaPaulaVolei/status/1273282460994822144; None; None] 
[2020-06-17 15:01:43+00:00; AnaPaulaVolei; @ludmilagrilo @realpfigueiredo Escrevi um artigo em outubro do ano passado sobre ele. Ele é fantástico e a leitura que ele faz da dobradinha legislativo/judiciário é precisa. Ele precisa ser divulgado!; 7; 89; 932; 0; https://twitter.com/AnaPaulaVolei/status/1273269602022158336; None; None] 
[2020-06-14 17:16:23+00:00; AnaPaulaVolei; @marcosepal @ludmilagrilo ❤️; 0; 0; 2; 0; https://twitter.com/AnaPaulaVolei/status/1272216325666922496; None; None] 
[2020-06-14 17:13:22+00:00; AnaPaulaVolei; @flapinheiro @revistaoeste ❤️; 5; 1; 63; 0; https://twitter.com/AnaPaulaVolei/status/1272215565621317632; None; None] 
[2020-06-14 17:13:05+00:00; AnaPaulaVolei; @biraiorio @ASachsida Poxa, professor...o meu Cruzeiro está na série B...and counting...😅; 3; 2; 45; 0; https://twitter.com/AnaPaulaVolei/status/1272215494309756928; None; None] 
[2020-06-14 17:11:49+00:00; AnaPaulaVolei; @AiltonBenedito @revistaoeste Obrigada, caríssimo Ailton.; 10; 31; 956; 1; https://twitter.com/AnaPaulaVolei/status/1272215176725463040; None; None] 
[2020-06-14 17:09:04+00:00; AnaPaulaVolei; @ludmilagrilo Obrigada, querida. Seguimos mais fortes. John Adams estava certo, e em 1770...“Fatos são coisas teimosas...”. Um beijo. Siga firme vc tbm.🌷; 23; 59; 1804; 2; https://twitter.com/AnaPaulaVolei/status/1272214486355599361; None; None] 
[2020-06-14 17:04:57+00:00; AnaPaulaVolei; @GadSaad We stand with you, Dr Saad. This will pass and we will look back and be glad we kept our dignity by defending the truth.; 0; 1; 102; 0; https://twitter.com/AnaPaulaVolei/status/1272213447581642753; None; None] 
[2020-06-13 05:08:07+00:00; AnaPaulaVolei; @JaymeJr5 Exato.; 0; 0; 19; 0; https://twitter.com/AnaPaulaVolei/status/1271670663527272454; None; None] 
[2020-06-13 01:31:38+00:00; AnaPaulaVolei; @francesca3838 Good old California republicana... 😢; 2; 2; 84; 0; https://twitter.com/AnaPaulaVolei/status/1271616183129845760; None; None] 
[2020-06-13 01:29:45+00:00; AnaPaulaVolei; @OmarSha97411359 Haters will hate.; 0; 0; 1; 0; https://twitter.com/AnaPaulaVolei/status/1271615710326747139; None; None] 
[2020-06-13 01:19:08+00:00; AnaPaulaVolei; "Mr. Gorbachev, open this gate. Mr. Gorbachev, tear down this wall!"#Reagan  12/6/87. Há 33 anos, Reagan deixava na história um dos discursos mais inspiradores que o mundo já viu. Em tempos tão estranhos, que a coragem sempre nos guie a enfrentar aqueles que querem nos silenciar. https://t.co/T2X6MPAkoM; 190; 1542; 8777; 39; https://twitter.com/AnaPaulaVolei/status/1271613036915113985; None; None] 
[2020-06-12 17:25:20+00:00; AnaPaulaVolei; @robsmithonline OMG, Rob! You’re the best! Oscars winning material!🤩☺️; 5; 9; 220; 0; https://twitter.com/AnaPaulaVolei/status/1271493802969018371; None; None] 
[2020-06-12 16:46:03+00:00; AnaPaulaVolei; @KakaDiasy Sim!; 0; 0; 4; 0; https://twitter.com/AnaPaulaVolei/status/1271483917371977728; None; None] 
[2020-06-12 16:33:51+00:00; AnaPaulaVolei; @bettoandras Uma honra ler sua mensagem e tê-lo aqui, Alberto.❤️ Obrigada.; 3; 0; 42; 0; https://twitter.com/AnaPaulaVolei/status/1271480845006540800; None; None] 
[2020-06-12 16:32:30+00:00; AnaPaulaVolei; @marcuskleber Use sem moderação.; 0; 0; 13; 0; https://twitter.com/AnaPaulaVolei/status/1271480508321419264; None; None] 
[2020-06-12 16:31:14+00:00; AnaPaulaVolei; @Lady_DamaDeOuro Rende mais likes e ainda recebe o aplauso fácil com selinho de bondade do Beautiful People.; 0; 0; 5; 0; https://twitter.com/AnaPaulaVolei/status/1271480188732239872; None; None] 
[2020-06-12 16:29:42+00:00; AnaPaulaVolei; @nomoonlambo Thomas Sowell é um dos maiores pensadores da história contemporânea. IMHO. Jordan Peterson, outro norte no mundo, nunca foi tão essencial.; 0; 2; 48; 0; https://twitter.com/AnaPaulaVolei/status/1271479800532623361; None; None] 
[2020-06-12 16:23:33+00:00; AnaPaulaVolei; Mestre.  #ThomasSowell https://t.co/I7vpszzwhw; 182; 1722; 10140; 45; https://twitter.com/AnaPaulaVolei/status/1271478252729536513; None; None] 
[2020-06-11 04:33:49+00:00; AnaPaulaVolei; @leticiacazarre Nada de novo no reino dos democratas. É o que eles fazem de melhor, usam negros, mulheres e homossexuais como massa de manobra política. Siga o @BrandonStraka e veja por si. Até 2016, democrata ferrenho. Resolveu investigar “algumas coisas” como essa. Boom. Hoje é republicano.; 3; 24; 110; 1; https://twitter.com/AnaPaulaVolei/status/1270937256056913920; None; None] 
[2020-06-09 21:25:18+00:00; AnaPaulaVolei; @DaspParticular @alexandregarcia Obrigada pela confiança, mas sem chance. Jamais entrarei para a política. Não é e nunca foi meu propósito. Podem printar.✅ Aqui fora podemos fazer mais.; 4; 0; 25; 1; https://twitter.com/AnaPaulaVolei/status/1270467029800087552; None; None] 
[2020-06-09 20:32:15+00:00; AnaPaulaVolei; @alexandregarcia Já devidamente agendada. We have a date.; 43; 178; 3657; 2; https://twitter.com/AnaPaulaVolei/status/1270453676578967552; None; None] 
[2020-06-09 20:29:13+00:00; AnaPaulaVolei; @VvivviG @RealCandaceO Same here. She’s amazing. Her courage inspires me to keep going like an “alarm clock”. Eventually, they will wake up.🙂😊; 2; 1; 8; 0; https://twitter.com/AnaPaulaVolei/status/1270452914192961536; None; None] 
[2020-06-09 20:24:02+00:00; AnaPaulaVolei; @luislacombereal @alexandregarcia Sininho ativado. 🔔; 23; 120; 3697; 0; https://twitter.com/AnaPaulaVolei/status/1270451609030389765; None; None] 
[2020-06-09 19:42:59+00:00; AnaPaulaVolei; @RealCandaceO You’re an inspiration, Candace. Your “alarm clock” video should be played everywhere. Doing my part. Keep up with the amazing work.; 6; 21; 252; 0; https://twitter.com/AnaPaulaVolei/status/1270441281001369601; None; None] 
[2020-06-09 19:33:20+00:00; AnaPaulaVolei; @ClauLanz ❤️; 4; 3; 54; 0; https://twitter.com/AnaPaulaVolei/status/1270438850955931649; None; None] 
[2020-06-09 19:33:02+00:00; AnaPaulaVolei; @paulomathias Quadrilha parece que já é.; 36; 129; 3132; 6; https://twitter.com/AnaPaulaVolei/status/1270438774955106304; None; None] 
[2020-06-09 05:46:36+00:00; AnaPaulaVolei; @ScottAdamsSays Happy bday, Scott! 🎂 All the best!; 2; 1; 92; 0; https://twitter.com/AnaPaulaVolei/status/1270230797090349057; None; None] 
[2020-06-09 05:39:56+00:00; AnaPaulaVolei; @Alanghani Obrigada, Alan.❤️; 0; 4; 88; 0; https://twitter.com/AnaPaulaVolei/status/1270229119033208834; None; None] 
[2020-06-09 05:38:32+00:00; AnaPaulaVolei; @sergiosaleitao Obrigada, caro.❤️; 2; 1; 10; 0; https://twitter.com/AnaPaulaVolei/status/1270228768229978113; None; None] 
[2020-06-08 20:22:56+00:00; AnaPaulaVolei; @Biakicis Não vão, Bia. Seguimos mais fortes do que antes.; 48; 178; 2976; 5; https://twitter.com/AnaPaulaVolei/status/1270088944735014912; None; None] 
[2020-06-08 20:22:05+00:00; AnaPaulaVolei; @flaviogordon Não vão, meu caro. Obrigada. ❤️ Seguimos mais fortes com nosso trabalho pautado na verdade.; 20; 56; 1422; 2; https://twitter.com/AnaPaulaVolei/status/1270088731614220288; None; None] 
[2020-06-08 18:54:01+00:00; AnaPaulaVolei; @AngelaOua @revistaoeste “Porque Ele te livrará do laço do passarinheiro e da peste perniciosa”. Obrigada, querida.; 5; 3; 57; 1; https://twitter.com/AnaPaulaVolei/status/1270066568630693888; None; None] 
[2020-06-08 17:57:30+00:00; AnaPaulaVolei; @gersonmoreir1 @paulocruzphi Olhem isso, é de hoje. O dia mais violento em Chicago nos últimos 60 anos. Uma barbárie está acontecendo, altos índices de criminalidade nos bairros negros por sérios fatores socio-econômicos e familiares e o cântico é “genocídio policial”.  https://t.co/kv1tL3mgmN; 1; 10; 43; 0; https://twitter.com/AnaPaulaVolei/status/1270052347922706432; None; None] 
[2020-06-08 17:54:24+00:00; AnaPaulaVolei; @gersonmoreir1 @paulocruzphi Assistirei, Gerson. Mas como a polícia pode atuar se é demonizada, + o “defund the police”, se a narrativa de “racismo sistêmico policial” é o q se prega, qd os números do DOJ ñ mostram isso? Repito: vms discutir o racismo na sociedade, mas ñ há provas de “genocídio policial”. +; 3; 3; 27; 0; https://twitter.com/AnaPaulaVolei/status/1270051565806612480; None; None] 
[2020-06-08 17:01:09+00:00; AnaPaulaVolei; @igor_two_sheds @paulocruzphi “Fórum racista da alt-right”, o Departmento de Justiça dos EUA.; 3; 6; 58; 0; https://twitter.com/AnaPaulaVolei/status/1270038165248593922; None; None] 
[2020-06-08 16:58:58+00:00; AnaPaulaVolei; @rodrigo_debem @paulocruzphi Convivo harmoniosamente c/ pessoas que mais discordam do que concordam comigo aqui na progressista Califórnia. O mesmo levo p/minhas redes, qd há discordâncias pontuais postadas com respeito, o debate é sempre válido. Os EUA são uma potência tb pela alternância de poder e ideias.; 2; 3; 22; 0; https://twitter.com/AnaPaulaVolei/status/1270037614603563008; None; None] 
[2020-06-08 16:48:45+00:00; AnaPaulaVolei; @paulocruzphi @rodrigo_debem Eu só bloqueio qd há ofensas, mas está desbloqueado agora, se houver interesse numa conversa honesta, estou à disposição. Vi a live do Prof. Paulo e me inspiro em sua honestidade intelectual nesse assunto. Assistam Mark Levin de ontem com os mestres Shelby Steele e Bob Woodson.; 2; 4; 62; 0; https://twitter.com/AnaPaulaVolei/status/1270035044615122947; None; None] 
[2020-06-08 16:43:37+00:00; AnaPaulaVolei; @paulocruzphi Inclusive afirmo, mais uma vez, que a demonização da polícia como esses movimentos vêm pregando afeta primeiramente os bairros negros no EUA e aumenta a criminalidade. O “Ferguson Effect” é um fato, por essa injusta demonização, policiais começaram a evitar a ida a esses bairros.; 5; 11; 133; 0; https://twitter.com/AnaPaulaVolei/status/1270033751645417480; None; None] 
[2020-06-08 16:37:38+00:00; AnaPaulaVolei; @paulocruzphi Sim, professor. Apresentei dados do Departamento de Justiça dos EUA para o foco na narrativa “racismo sistêmico da polícia”, o que é claramente derrubado com os relatórios anuais do DOJ. Inclusive, na thread, bem antes, eu falo q há racismo, mas não “sistêmico pelos policiais”. +; 7; 10; 158; 0; https://twitter.com/AnaPaulaVolei/status/1270032249497370624; None; None] 
[2020-06-07 21:28:18+00:00; AnaPaulaVolei; @Levydourado38 @HermanoBatalla @caioblinder @Rconstantino Jamais. Somos fortes aqui, vcs são uma força incrível. Sou muito grata.❤️; 1; 2; 38; 0; https://twitter.com/AnaPaulaVolei/status/1269743007986663424; None; None] 
[2020-06-07 21:27:33+00:00; AnaPaulaVolei; @Joao_Ferreira38 @HermanoBatalla @caioblinder @Rconstantino ❤️Obrigada, João.Uma honra tê-los aqui, mostrando a verdade e, principalmente, o debate intelectualmente honesto. Só assim podemos ir na raiz dos reais problemas enfrentados pelas comunidades negras. Mas isso não interessa p/quem quer apenas usar os votos de negros para eleições.; 4; 4; 121; 0; https://twitter.com/AnaPaulaVolei/status/1269742818542546944; None; None] 
