2020-12-08 22:53:14+00:00; lauraabcarvalho; @Spossas Bom ve-la por aqui professora!; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1336443748931297289; None; None
2020-09-23 20:45:57+00:00; lauraabcarvalho; https://t.co/Fz0Fo4PIcp https://t.co/KylTBZEard; 7; 18; 284; 2; https://twitter.com/lauraabcarvalho/status/1308870241217400833; None; https://twitter.com/alesondsb/status/1308198009532973058
2020-09-23 20:36:11+00:00; lauraabcarvalho; Daqui a pouco https://t.co/u0gQyGD1R5; 2; 4; 84; 0; https://twitter.com/lauraabcarvalho/status/1308867781958524935; None; None
2020-09-23 10:19:38+00:00; lauraabcarvalho; @rodrigo_ecoufba Aqui por exemplo eu propus, Rodrigo: https://t.co/hB74kSh99n; 2; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1308712621424750593; None; None
2020-09-22 22:07:55+00:00; lauraabcarvalho; Não sou mais colunista da Folha mas sou eu mesma no painel, começando agora https://t.co/k4Z1o7LcfV; 6; 12; 250; 1; https://twitter.com/lauraabcarvalho/status/1308528479340834817; None; https://twitter.com/Foro_BraEsp/status/1308524352216928256
2020-09-21 01:36:33+00:00; lauraabcarvalho; @danieletavani hahahaha no way!; 1; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1307856206837547008; None; None
2020-09-20 22:16:14+00:00; lauraabcarvalho; Que coisa maravilhosa https://t.co/v2xbcSEYCi; 44; 314; 3719; 27; https://twitter.com/lauraabcarvalho/status/1307805798526001153; None; https://twitter.com/JogosOlimpicos/status/1307769734771900421
2020-09-20 21:04:44+00:00; lauraabcarvalho; Incrível!!! https://t.co/KU0attIhiA; 2; 9; 55; 0; https://twitter.com/lauraabcarvalho/status/1307787801677778945; None; https://twitter.com/InEditBrasil/status/1307782344342896646
2020-09-20 16:42:37+00:00; lauraabcarvalho; @sheilafpontes @InEditBrasil O filme pode ser visto por 3 reais no site do festival @InEditBrasil; 0; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1307721840631132163; None; None
2020-09-20 13:02:56+00:00; lauraabcarvalho; Gente: esse filme! Acabei de assistir e é só até hoje no festival @InEditBrasil  A história do Garoto é a história do violão brasileiro. Muito lindo. https://t.co/gK3V6mtAZw; 5; 11; 97; 0; https://twitter.com/lauraabcarvalho/status/1307666555040301056; None; https://twitter.com/NexoJornal/status/1307031921965314048
2020-09-19 20:41:27+00:00; lauraabcarvalho; @rodrigo_ecoufba @jcaetanoleite kkkk nem tanto, acho q ele bloqueia as pessoas antes de difama-las como medida profilática; 2; 1; 8; 0; https://twitter.com/lauraabcarvalho/status/1307419555032109058; None; None
2020-09-19 20:38:58+00:00; lauraabcarvalho; @jcaetanoleite sou bloqueada por esse cara desde antes de saber que ele existia; 3; 0; 21; 0; https://twitter.com/lauraabcarvalho/status/1307418931653681159; None; None
2020-09-19 19:36:06+00:00; lauraabcarvalho; @danieletavani @ArnimRudi Miss u guys; 1; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1307403108180545537; None; None
2020-09-19 19:35:35+00:00; lauraabcarvalho; @danieletavani @ArnimRudi Wow! Welcome Rudi!; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1307402978966540288; None; None
2020-09-19 00:18:54+00:00; lauraabcarvalho; Meu artigo com a @clarabrenck recém publicado na Structural Change and Economic Dynamics está aberto para download por 50 dias nesse link  https://t.co/FniPsWONAe; 1; 10; 86; 0; https://twitter.com/lauraabcarvalho/status/1307111893329473539; None; None
2020-09-18 23:34:37+00:00; lauraabcarvalho; Hoje saiu o terceiro episódio desse podcast que contou com uma super direção e produção do @gustavormoura e do Bruno Horowicz. Serão 12 episódios de menos de 20 minutos e toda sexta-feira tem um. É só baixar o app da Orelo e ouvir gratuitamente.  https://t.co/tP0jf9KFnv; 2; 8; 66; 0; https://twitter.com/lauraabcarvalho/status/1307100748904357893; None; None
2020-09-18 23:17:23+00:00; lauraabcarvalho; Fiz um tweet sobre os 170 mil seguidores aqui nessa conta e até deletei porque o pessoal estava achando que era o número de mortos por Covid. A tragédia é tanta que não estamos longe disso. Desculpa a confusão.; 12; 31; 1652; 3; https://twitter.com/lauraabcarvalho/status/1307096408885989383; None; None
2020-09-18 15:05:45+00:00; lauraabcarvalho; A referência pra quem não pescou é a do minotauro no labirinto de Creta.; 3; 7; 64; 1; https://twitter.com/lauraabcarvalho/status/1306972684513837066; None; None
2020-09-18 09:38:56+00:00; lauraabcarvalho; Por que Bolsonaro não quer nem mais ouvir falar de seu próprio programa social? Na coluna de hoje eu conto a crônica da morte anunciada do Renda Brasil.   https://t.co/pbkPF7553I; 7; 119; 832; 5; https://twitter.com/lauraabcarvalho/status/1306890438385729537; None; None
2020-09-17 17:16:25+00:00; lauraabcarvalho; Don. Draper. https://t.co/RYXUQUHiyO; 32; 4; 339; 11; https://twitter.com/lauraabcarvalho/status/1306643181216374786; None; https://twitter.com/letrapreta/status/1306589279724863488
2020-09-16 21:28:18+00:00; lauraabcarvalho; @cnerisjr Semanal!; 1; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1306344183754559491; None; None
2020-09-16 19:27:15+00:00; lauraabcarvalho; @GUlyssea @ucl @EconUCL @OxfordEconDept Parabéns, Gabriel!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1306313719811461121; None; None
2020-09-16 16:10:27+00:00; lauraabcarvalho; @FinchelsteinF @adam_tooze @GoldmanSachs @SoberLook Policy rates have been falling steadily since 2017 (before Bolsonaro): inflation has itself stayed below target since the end of the 2015-16 recession. The main reason is stagnation. Under Bolsonaro the Central Bank let the currency devalue and continued to reduce rates.; 2; 0; 6; 1; https://twitter.com/lauraabcarvalho/status/1306264194250088453; None; None
2020-09-16 15:46:21+00:00; lauraabcarvalho; @crisnaumovs ahhh sdds carnaval e @crisnaumovs; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1306258127751450624; None; None
2020-09-16 15:37:02+00:00; lauraabcarvalho; Notinha hoje no Globo sobre os livros mais vendidos da Amazon. https://t.co/Vrjq8Uk3X1; 31; 46; 1249; 4; https://twitter.com/lauraabcarvalho/status/1306255782128873474; None; None
2020-09-16 00:27:55+00:00; lauraabcarvalho; @lmonasterio @cosmerondo Eu não participei da elaboração do programa, só aceitei coordenar conversas no segundo turno de um grupo que incluiu a Duda La Rocque e outros economistas. O ambiente seria melhor sem esse tipo de comentário irônico, mas enfim, deixa pra lá.; 2; 0; 37; 0; https://twitter.com/lauraabcarvalho/status/1306026997869576192; None; None
2020-09-15 11:11:17+00:00; lauraabcarvalho; Eichengreen: “ainda há muita margem para se equivocar se a perspectiva de uma retirada antecipada dos apoios fiscais ainda estiver no horizonte”  https://t.co/dmbv26bccR; 5; 34; 209; 2; https://twitter.com/lauraabcarvalho/status/1305826518799654912; None; None
2020-09-14 17:26:13+00:00; lauraabcarvalho; @thiamparo @pfnery @costafilhojoao Pode assistir as minhas de graduação Thiago! Não tem pré-requisito.; 2; 0; 44; 0; https://twitter.com/lauraabcarvalho/status/1305558484818296835; None; None
2020-09-12 13:25:39+00:00; lauraabcarvalho; @MarceloAdnet @GuilhermeBoulos Hahahahahah ❤️; 1; 0; 271; 0; https://twitter.com/lauraabcarvalho/status/1304773170327678977; None; None
2020-09-11 21:55:16+00:00; lauraabcarvalho; @cavcusp ❤️; 0; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1304539028298051585; None; None
2020-09-11 14:05:31+00:00; lauraabcarvalho; Saiu o segundo episódio com um pouco da história do papel estabilizador do Estado e sua atuação na pandemia! Toda sexta-feira tem.   Escute o podcast "02 - O Estado estabilizador Pt. 1" na Orelo ☁️🎧 https://t.co/EvhuoikGXk; 1; 11; 53; 0; https://twitter.com/lauraabcarvalho/status/1304420811525304326; None; None
2020-09-10 19:41:07+00:00; lauraabcarvalho; @cavalca Mas isso ela ta pedindo mais que 7 na simulação; 2; 0; 9; 0; https://twitter.com/lauraabcarvalho/status/1304142880764768257; None; None
2020-09-10 19:35:54+00:00; lauraabcarvalho; @pfnery O teto vc sabe que não se mantem em 12 meses que dirá 360; 2; 0; 131; 0; https://twitter.com/lauraabcarvalho/status/1304141568320905217; None; None
2020-09-10 18:58:42+00:00; lauraabcarvalho; @jcaetanoleite Então vc responde pré-fixado; 1; 0; 12; 0; https://twitter.com/lauraabcarvalho/status/1304132209201287168; None; None
2020-09-10 18:56:07+00:00; lauraabcarvalho; @jcaetanoleite 360 meses...; 1; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1304131555166760972; None; None
2020-09-10 18:49:01+00:00; lauraabcarvalho; É pro meu TCC; 13; 5; 224; 1; https://twitter.com/lauraabcarvalho/status/1304129770888847367; None; None
2020-09-10 18:48:31+00:00; lauraabcarvalho; Vou fazer com os economistas dessa rede aquilo que eu odeio que façam comigo. Vocês escolheriam hoje 3,99+poupança , 3,95 na modalidade IPCA na Caixa ou 6,95 pré-fixado no Bradesco? https://t.co/MFYyPBu08p; 110; 28; 542; 14; https://twitter.com/lauraabcarvalho/status/1304129643218427904; None; https://twitter.com/JornalOGlobo/status/1304127774257369088
2020-09-10 18:28:27+00:00; lauraabcarvalho; @MatheusRRM Aqui: https://t.co/mbgzc6M7ZU; 2; 1; 26; 0; https://twitter.com/lauraabcarvalho/status/1304124596254396421; None; None
2020-09-10 18:27:44+00:00; lauraabcarvalho; @MatheusRRM Totalmente diferente nesse aspecto. Já escrevi um texto discordando do André nisso; 1; 0; 14; 0; https://twitter.com/lauraabcarvalho/status/1304124415454609408; None; None
2020-09-10 18:25:12+00:00; lauraabcarvalho; @MatheusRRM 06-10 é mais “desenvolvimentista” no aspecto investimentos públicos. No livro Valsa Brasileira conto essa história.; 2; 0; 24; 0; https://twitter.com/lauraabcarvalho/status/1304123775001284611; None; None
2020-09-10 18:23:01+00:00; lauraabcarvalho; @MatheusRRM 11-13 cresceu bem menos que 06-10.; 1; 0; 19; 0; https://twitter.com/lauraabcarvalho/status/1304123226117857287; None; None
2020-09-10 18:18:27+00:00; lauraabcarvalho; Isso que dizem que o governo é desenvolvimentista https://t.co/zByMHGxPdp; 33; 192; 1492; 11; https://twitter.com/lauraabcarvalho/status/1304122079244177408; None; https://twitter.com/IgorRocha86/status/1304120349794152455
2020-09-10 18:04:21+00:00; lauraabcarvalho; @renatomiseravel O que é ainda mais triste; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1304118530179244032; None; None
2020-09-09 19:58:36+00:00; lauraabcarvalho; @PIIE @rodrigo_toneto; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1303784892858355712; None; None
2020-09-09 15:50:05+00:00; lauraabcarvalho; Translúcido. Depois ainda querem que a gente ache que a reforma administrativa do Guedes é pra reduzir desigualdades. https://t.co/ftsjEzitAE; 17; 149; 924; 5; https://twitter.com/lauraabcarvalho/status/1303722351276765185; None; https://twitter.com/Joao_P_Romero/status/1303721900431073282
2020-09-09 14:53:15+00:00; lauraabcarvalho; @MateusMusico Ele comenta isso no episódio, como não é uma área ensinada.; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1303708049660686336; None; None
2020-09-09 14:41:31+00:00; lauraabcarvalho; O Adilson é doutor em Direito Constitucional por Harvard e UFMG e trabalha com Direito não-discriminatório; 1; 0; 44; 0; https://twitter.com/lauraabcarvalho/status/1303705099164889088; None; None
2020-09-09 14:40:03+00:00; lauraabcarvalho; Ouçam o resto do episódio especial sobre discriminação em https://t.co/cHLmEUmQFN; 1; 4; 44; 0; https://twitter.com/lauraabcarvalho/status/1303704726681387009; None; None
2020-09-09 14:37:04+00:00; lauraabcarvalho; Perguntei pro Adilson sobre como desigualdades no tratamento poderiam se somar às desigualdades no tipo de emprego, moradia, transporte e acesso à saúde na explicação das enormes disparidades raciais no número de óbitos por Covid https://t.co/rj7neLBGvv; 4; 20; 137; 1; https://twitter.com/lauraabcarvalho/status/1303703976584589314; None; https://twitter.com/entretanto_pod/status/1303649601690370050
2020-09-08 23:48:11+00:00; lauraabcarvalho; @jcaetanoleite Eu sei pra ele sou liberal! Por isso também me interessa ler: pra criticar inclusive. E se respondi, claro, foi porque me senti incluída no alvo do seu comentário de resposta. Mas é isso, tudo certo. Vou ler e resenhar pros meus seguidores, assim cumpro meu papel. Abraços!!; 0; 0; 34; 0; https://twitter.com/lauraabcarvalho/status/1303480282276823041; None; None
2020-09-08 23:32:02+00:00; lauraabcarvalho; @victorosaraiva @ncljngs @jcaetanoleite Tranquilo! ;-); 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1303476220076732416; None; None
2020-09-08 23:24:12+00:00; lauraabcarvalho; @victorosaraiva @ncljngs @jcaetanoleite Ps: o livro é sobre o liberalismo; 2; 0; 30; 0; https://twitter.com/lauraabcarvalho/status/1303474245046087682; None; None
2020-09-08 23:20:41+00:00; lauraabcarvalho; @victorosaraiva @ncljngs @jcaetanoleite Tá vendo como é bom ler antes de criticar? Não é isso que o livro faz.... E mesmo se o Losurdo fosse stalinista (o que certamente não é), eu não correria risco algum de virar stalinista por le-lo. Pode ter certeza.; 2; 0; 53; 0; https://twitter.com/lauraabcarvalho/status/1303473362837147648; None; None
2020-09-08 23:00:50+00:00; lauraabcarvalho; @ncljngs @jcaetanoleite Bom mas ele falou a opinião dele respondendo um tuíte meu, ou seja, eu também faço parte das pessoas que estão contagiadas pela loucura, certo? Além disso sigo ele aqui faz um tempo e me sinto com intimidade pra responder de boa.; 1; 0; 82; 0; https://twitter.com/lauraabcarvalho/status/1303468364459905024; None; None
2020-09-08 22:54:08+00:00; lauraabcarvalho; @ncljngs @jcaetanoleite Estou apenas respondendo a opinião dele, que de alguma forma subestima a capacidade das pessoas perceberem o que é bom e o que não é. “Loucura contagia” pressupõe a falta de discernimento dos outros.; 3; 0; 135; 0; https://twitter.com/lauraabcarvalho/status/1303466680711024642; None; None
2020-09-08 22:45:42+00:00; lauraabcarvalho; @jcaetanoleite Menos, João. Se você leu, deixa as pessoas lerem também pra tirarem suas próprias conclusões.; 12; 4; 633; 0; https://twitter.com/lauraabcarvalho/status/1303464559504773122; None; None
2020-09-08 22:36:28+00:00; lauraabcarvalho; @jeferson Hahahaha perfeito; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1303462234077757442; None; None
2020-09-08 22:01:37+00:00; lauraabcarvalho; @jeferson Ai lembro tanto desse dia; 0; 0; 1; 1; https://twitter.com/lauraabcarvalho/status/1303453465520283648; None; None
2020-09-08 18:51:17+00:00; lauraabcarvalho; @repimlins @tatiroque A Tati é um exemplo! E a Renata com essa generosidade também faz um bem danado pro debate. Sem perder a ternura a gente ganha mais. Beijos pras duas; 1; 0; 28; 0; https://twitter.com/lauraabcarvalho/status/1303405564404396032; None; None
2020-09-08 18:42:55+00:00; lauraabcarvalho; @repimlins @tatiroque ❤️; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1303403460608634881; None; None
2020-09-08 16:21:42+00:00; lauraabcarvalho; Gente foi iluminadora a conversa com o pesquisador na área de direito não -discriminatório Adilson Moreira no episódio de hoje do @entretanto_pod. Se eu fosse vocês escutaria. https://t.co/R56n2FzpUA; 2; 13; 85; 2; https://twitter.com/lauraabcarvalho/status/1303367919909376000; None; https://twitter.com/entretanto_pod/status/1303349861606137857
2020-09-08 15:58:23+00:00; lauraabcarvalho; @_makavelijones Legal, Jones. Sou anti-Stalinista convicta (ainda preciso entender sua posição, como disse), mas tenho clareza de que preferiria um mundo em que boa parte do debate se desse entre pessoas como você e o @NPTO do que o que estamos vivendo.; 7; 1; 144; 4; https://twitter.com/lauraabcarvalho/status/1303362054619889670; None; None
2020-09-08 15:49:49+00:00; lauraabcarvalho; @claudferraz @danieltperes @grisagregorio @Estadao Acho que esses números da OCDE já são em PPP; 2; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1303359897543860225; None; None
2020-09-08 15:10:07+00:00; lauraabcarvalho; @_makavelijones Vou ler seus textos também para entender melhor sua posição sobre as experiências socialistas. Quanto aos males do capitalismo liberal, sempre terei todo o interesse em ler mais. Não é preciso ser revolucionário pra concordar que o sistema atual causa enormes danos; 7; 7; 395; 6; https://twitter.com/lauraabcarvalho/status/1303349904882970624; None; None
2020-09-08 15:04:46+00:00; lauraabcarvalho; @Haddad_Fernando @amazonBR Aqui diz que não pode ser enviado ao Brasil... mas acho que consegui em outro lugar.; 8; 1; 65; 0; https://twitter.com/lauraabcarvalho/status/1303348558549180417; None; None
2020-09-08 15:03:18+00:00; lauraabcarvalho; @_makavelijones Obrigada, Jones. Era o “contra-história do liberalismo” que estava procurando mesmo. Vou ver se consigo em inglês.; 5; 0; 267; 0; https://twitter.com/lauraabcarvalho/status/1303348189777588225; None; None
2020-09-08 14:09:34+00:00; lauraabcarvalho; @JFCogliano @UMassBoston @UMASSBostonEcon Congrats, Jon!!; 0; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1303334669631578112; None; None
2020-09-08 13:19:59+00:00; lauraabcarvalho; @WallaceBMarins Sim, a versão em português está indisponível e a em inglês só por encomenda sem prazo; 2; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1303322192109858816; None; None
2020-09-08 13:16:49+00:00; lauraabcarvalho; O que eu queria mesmo era conseguir comprar o livro do Losurdo, mas está esgotado; 131; 80; 3401; 42; https://twitter.com/lauraabcarvalho/status/1303321394596507648; None; None
2020-09-08 00:52:09+00:00; lauraabcarvalho; @miriamleitao @caetanoveloso @PaulaLavigne @terra30 É maravilhoso!; 2; 0; 40; 0; https://twitter.com/lauraabcarvalho/status/1303133992246444033; None; None
2020-09-08 00:16:52+00:00; lauraabcarvalho; @terra30 @caetanoveloso Parabéns!!!; 0; 0; 7; 0; https://twitter.com/lauraabcarvalho/status/1303125113680740352; None; None
2020-09-08 00:14:22+00:00; lauraabcarvalho; @erikcgomes @caetanoveloso @terra30 @NetflixBrasil @PrimeVideoBR Globoplay!; 0; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1303124484224843778; None; None
2020-09-08 00:07:41+00:00; lauraabcarvalho; Acabei de assistir Narcísio Em Férias. A prisão de @caetanoveloso em 1968 é contada por ele com uma tal riqueza de detalhes históricos e sensibilidade que mergulhamos no turbilhão de sentimentos de Caetano e na própria ditadura militar. Filmaço do @terra30 e Ricardo Calil; 12; 50; 1062; 5; https://twitter.com/lauraabcarvalho/status/1303122799922483200; None; None
2020-09-07 17:01:37+00:00; lauraabcarvalho; É hoje!; 0; 1; 31; 0; https://twitter.com/lauraabcarvalho/status/1303015579272478725; None; None
2020-09-07 15:29:33+00:00; lauraabcarvalho; É hoje o dia do centenário! Parabéns @ufrj #ufrj100anos https://t.co/HGlJj5yK3g https://t.co/suOk53oId3; 0; 15; 277; 3; https://twitter.com/lauraabcarvalho/status/1302992407575826433; None; https://twitter.com/lauraabcarvalho/status/1300384658132271106
2020-09-07 11:18:01+00:00; lauraabcarvalho; @maurofelipesant Sim, sem dúvida esse tipo de choque de oferta importa; 5; 4; 191; 0; https://twitter.com/lauraabcarvalho/status/1302929107311833090; None; None
2020-09-07 11:16:51+00:00; lauraabcarvalho; Não faz sentido defender um ajuste fiscal rápido nesse contexto e usar a inflação de alimentos como evidência de que é necessário desaquecer uma economia que já está em frangalhos.; 36; 226; 3159; 5; https://twitter.com/lauraabcarvalho/status/1302928817091211270; None; None
2020-09-07 11:14:38+00:00; lauraabcarvalho; A inflação de alimentos preocupa pois atinge os mais pobres, mas vale dizer que ela é fruto da alta do dólar e da forte demanda chinesa por esses produtos. Não se trata de um processo inflacionário generalizado causado pelo aumento da dívida pública ou coisa do gênero.; 313; 1814; 13416; 184; https://twitter.com/lauraabcarvalho/status/1302928257747222529; None; None
2020-09-07 10:41:27+00:00; lauraabcarvalho; @marcelofreirerj @orelo_audio Olha até entendo seu ponto, mas essas fotos foram feitas em fevereiro e realmente não é minha prioridade fazer outras no meio da pandemia...; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1302919906153857025; None; None
2020-09-07 00:46:17+00:00; lauraabcarvalho; @PaullaNunes07 Hahaha eu amo; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1302770126471811074; None; None
2020-09-07 00:12:45+00:00; lauraabcarvalho; Minha mãe viu também e registrou :-) https://t.co/GtfXNVWLt7; 22; 7; 648; 3; https://twitter.com/lauraabcarvalho/status/1302761688047980550; None; None
2020-09-07 00:02:11+00:00; lauraabcarvalho; Olhaaa não é que foi ao ar mesmo? Depois me contem https://t.co/4RbeEBOErE; 40; 14; 822; 2; https://twitter.com/lauraabcarvalho/status/1302759028351741958; None; https://twitter.com/botofenessesom/status/1302758819802624002
2020-09-06 21:41:11+00:00; lauraabcarvalho; Vocês poderão fazer perguntas pra ele ao vivo. Se inscrevam lá no canal!; 2; 1; 63; 0; https://twitter.com/lauraabcarvalho/status/1302723544720257025; None; None
2020-09-06 21:39:48+00:00; lauraabcarvalho; Gente pra quem não conhece o Adilson é doutor em Direito Constitucional pela Universidade de Harvard e professor do Mackenzie. Ele pesquisa discriminação racial. Faremos a gravação do Entretanto ao vivo com ele nesse feriado 7/9 às 17h no Youtube do @entretanto_pod https://t.co/7FBwRYyLC7; 6; 54; 415; 0; https://twitter.com/lauraabcarvalho/status/1302723197201125376; None; https://twitter.com/entretanto_pod/status/1302722147966750725
2020-09-06 17:13:50+00:00; lauraabcarvalho; Segue o link direto pro PDF pois algumas pessoas não acharam: https://t.co/3EIoo55QLc https://t.co/2nTjtmFgZx; 1; 10; 70; 0; https://twitter.com/lauraabcarvalho/status/1302656265609531397; None; https://twitter.com/lauraabcarvalho/status/1301944267619917826
2020-09-06 17:12:01+00:00; lauraabcarvalho; @FredAguiar1987 @GabrielaPrioli Em outubro!; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1302655807931273216; None; None
2020-09-05 22:19:24+00:00; lauraabcarvalho; @Xexela3 ❤️; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1302370776037945344; None; None
2020-09-05 21:23:34+00:00; lauraabcarvalho; @GabrielaPrioli Hahahaha deixa que tá perfeito! ❤️parabéns, viu?; 4; 2; 255; 1; https://twitter.com/lauraabcarvalho/status/1302356724108726273; None; None
2020-09-05 21:21:42+00:00; lauraabcarvalho; @GabrielaPrioli Hahahahhaha não sei se é melhor você me criticar ou me elogiar, estou confusa; 9; 3; 869; 0; https://twitter.com/lauraabcarvalho/status/1302356254879346688; None; None
2020-09-05 21:20:49+00:00; lauraabcarvalho; @rrmanenti @CarolaRodrigues Hahahahhaha; 1; 0; 13; 0; https://twitter.com/lauraabcarvalho/status/1302356034195947522; None; None
2020-09-05 21:15:22+00:00; lauraabcarvalho; @PSGala1 abrimos em outubro, certo? Só pra deixar o pessoal pronto pro cancelamento; 15; 7; 982; 0; https://twitter.com/lauraabcarvalho/status/1302354662889107458; None; None
2020-09-05 21:06:12+00:00; lauraabcarvalho; @CarolaRodrigues Aceito sugestões!; 6; 0; 13; 0; https://twitter.com/lauraabcarvalho/status/1302352353937502210; None; None
2020-09-05 20:57:52+00:00; lauraabcarvalho; Gente quando eu abrir nova turma do curso online de economia brasileira vocês bem que poderiam criticar bastante né? https://t.co/194gvGgcrt; 238; 528; 14488; 129; https://twitter.com/lauraabcarvalho/status/1302350257821487105; None; None
2020-09-05 10:41:18+00:00; lauraabcarvalho; @_r_oliveira_ @orelo_audio Esse não, só na Orelo. É um original deles que contou com apoio da plataforma pra ser produzido. Mas é facinho de baixar e ouvir; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1302195092976013313; None; None
2020-09-04 19:11:01+00:00; lauraabcarvalho; @AndreNahoum @LevyEcon @luizanassif @eduardorawet Nós explicamos a metodologia de construção no artigo. É um indice específico pra elementos que aumentam o risco de contágio: emprego em serviços essenciais, densidade excessiva em moradias etc; 1; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1301960979937452037; None; None
2020-09-04 18:05:00+00:00; lauraabcarvalho; Ou seja, a pandemia foi agravada por várias dimensões de desigualdade, mas também exacerbou essas desigualdades se desconsiderarmos o efeito temporário do auxílio. Isso significa que estaremos ainda mais sujeitos aos altos custos da desigualdade no caso de novos choques; 1; 4; 58; 0; https://twitter.com/lauraabcarvalho/status/1301944364386660352; None; None
2020-09-04 18:04:59+00:00; lauraabcarvalho; Mostramos que a pandemia aumentou desigualdades salariais, mas que esse aumento foi neutralizado pelo auxílio emergencial: o auxílio fez com que a renda dos 50% mais pobres não caísse na média em meio à profunda crise econômica https://t.co/FjsGb5EI1r; 1; 5; 45; 0; https://twitter.com/lauraabcarvalho/status/1301944362016923656; None; None
2020-09-04 18:04:57+00:00; lauraabcarvalho; Além disso, a distribuição das hospitalizações e do uso de respiradores por faixas de renda é mais desigual que nos sintomas de Covid: a desigualdade pesa ainda mais para a severidade dos casos https://t.co/DTyI45BI0n; 1; 4; 31; 0; https://twitter.com/lauraabcarvalho/status/1301944354043551749; None; None
2020-09-04 18:04:55+00:00; lauraabcarvalho; Analisamos também as desigualdades no acesso à saúde e na presença de comorbidades, que podem explicar a menor correlação do nosso índice de vulnerabilidade com o número de mortes do que com os casos https://t.co/07L8EDlsdx; 1; 4; 33; 0; https://twitter.com/lauraabcarvalho/status/1301944344073719808; None; None
2020-09-04 18:04:52+00:00; lauraabcarvalho; A diferença entre brancos e negros no nosso índice de vulnerabilidade continua presente mesmo nas faixas mais altas de renda, o que sugere que raça é um fator crucial para o risco de contágio https://t.co/LNHqYvdcWl; 2; 4; 37; 1; https://twitter.com/lauraabcarvalho/status/1301944334451904512; None; None
2020-09-04 18:04:50+00:00; lauraabcarvalho; Construímos um índice de vulnerabilidade social que se mostrou altamente correlacionado com os casos e mortes por estado. Essa correlação é maior pros casos do que pras mortes e aumentou até o final de maio, depois começou a cair https://t.co/fRqf19XSkS; 1; 11; 72; 1; https://twitter.com/lauraabcarvalho/status/1301944324880437249; None; None
2020-09-04 18:04:37+00:00; lauraabcarvalho; Acaba de ser publicado pelo @LevyEcon o artigo que escrevi com a @luizanassif e o @eduardorawet sobre a relação entre desigualdade e Covid-19 no Brasil. Segue o fio! https://t.co/v4RzU5ekOv; 8; 50; 273; 8; https://twitter.com/lauraabcarvalho/status/1301944267619917826; None; None
2020-09-04 16:41:03+00:00; lauraabcarvalho; @marcelorcamposs @96Henrique Em 2008-2013 eu tava fazendo meu doutorado nos EUA, nem sequer tinha alguma opinião pública. Se liga!; 3; 0; 18; 1; https://twitter.com/lauraabcarvalho/status/1301923241494278145; None; None
2020-09-04 14:24:37+00:00; lauraabcarvalho; Escute o podcast "#01 - Introdução" na Orelo ☁️🎧 https://t.co/wakOhd8dJ9; 3; 6; 63; 0; https://twitter.com/lauraabcarvalho/status/1301888903566241795; None; None
2020-09-04 14:19:55+00:00; lauraabcarvalho; Acaba de ser lançado o meu novíssimo podcast baseado no livro Curto-circuito que pode ser ouvido gratuitamente na @orelo_audio. Serão 12 episódios e o primeiro já está lá disponível, é só baixar o app. Acho que vocês vão curtir https://t.co/djcaJukqrP; 16; 66; 653; 6; https://twitter.com/lauraabcarvalho/status/1301887720571252738; None; None
2020-09-04 10:53:24+00:00; lauraabcarvalho; A coluna de hoje analisa fatores estruturais e conjunturais que dificultarão uma recuperação rápida da economia brasileira. Poderemos atravessar duas décadas com o PIB per capita menor que o que tínhamos em 2014.  https://t.co/qw26sG4wsz; 14; 105; 588; 12; https://twitter.com/lauraabcarvalho/status/1301835750732857345; None; None
2020-09-03 19:31:03+00:00; lauraabcarvalho; Gente segue o @entretanto_pod vai! E ouçam os episódios!! :-); 2; 3; 31; 1; https://twitter.com/lauraabcarvalho/status/1301603632576593920; None; None
